EMVStrategy_65_14_9,tickers,['BTCUSDT'],initial equity,1.0,frequency,60 min
Start date,2017-04-01 00:00:00,End date,2018-04-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2017-10-30 15:00:00,BTCUSDT,LONG,0.00016455306300949268,Binance,6070.99,0.0009999999999999998
2017-11-03 01:00:00,BTCUSDT,SHORT,0.00016455306300949268,Binance,6984.66,0.0011493471970798832
2017-11-04 21:00:00,BTCUSDT,LONG,0.00015459431894283634,Binance,7419.74,0.0011481978498828033
2017-11-05 03:00:00,BTCUSDT,SHORT,0.00015459431894283634,Binance,7409.93,0.0011455330817640914
2017-11-05 12:00:00,BTCUSDT,LONG,0.00015170303330037778,Binance,7536.06,0.0011443875486823274
2017-11-06 03:00:00,BTCUSDT,SHORT,0.00015170303330037778,Binance,7215.54,0.0010946193049002077
2017-11-09 04:00:00,BTCUSDT,LONG,0.00014933899297614285,Binance,7315.11,0.0010935246855953075
2017-11-09 07:00:00,BTCUSDT,SHORT,0.00014933899297614285,Binance,7345.05,0.0010969023703594181
2017-11-10 01:00:00,BTCUSDT,LONG,0.0001518213916243192,Binance,7210.51,0.0010958054679890588
2017-11-10 12:00:00,BTCUSDT,SHORT,0.0001518213916243192,Binance,6629.98,0.0010065727900414037
2017-11-12 20:00:00,BTCUSDT,LONG,0.00016889333227426668,Binance,5947.9,0.0010055662172513621
2017-11-13 04:00:00,BTCUSDT,SHORT,0.00016889333227426668,Binance,6060.18,0.0010235239943818654
2017-11-13 20:00:00,BTCUSDT,LONG,0.00016120437492970867,Binance,6336.54,0.0010225004703874837
2017-11-17 08:00:00,BTCUSDT,SHORT,0.00016120437492970867,Binance,7700.6,0.0012413704095837147
2017-11-25 13:00:00,BTCUSDT,LONG,0.00014515394377679632,Binance,8535.0,0.0012401290391741307
2017-11-27 21:00:00,BTCUSDT,SHORT,0.00014515394377679632,Binance,9620.01,0.0013963823906722184
2017-11-28 01:00:00,BTCUSDT,LONG,0.00014531664888152223,Binance,9590.03,0.0013949860082815464
2017-11-28 22:00:00,BTCUSDT,SHORT,0.00014531664888152223,Binance,9900.0,0.00143863482392707
2017-11-29 04:00:00,BTCUSDT,LONG,0.00013802694023988033,Binance,10402.02,0.0014371961891031433
2017-11-29 19:00:00,BTCUSDT,SHORT,0.00013802694023988033,Binance,9306.0,0.0012844787058723264
2017-12-02 17:00:00,BTCUSDT,LONG,0.00011762194791970758,Binance,10898.57,0.001283194227166454
2017-12-05 06:00:00,BTCUSDT,SHORT,0.00011762194791970758,Binance,11600.0,0.001364414595868608
2017-12-06 17:00:00,BTCUSDT,LONG,0.00010834470851532581,Binance,12568.1,0.0013630501812727392
2017-12-08 11:00:00,BTCUSDT,SHORT,0.00010834470851532581,Binance,14834.98,0.0016072915839306881
2017-12-11 23:00:00,BTCUSDT,LONG,9.670132077972232e-05,Binance,16587.97,0.0016056842923467575
2017-12-12 10:00:00,BTCUSDT,SHORT,9.670132077972232e-05,Binance,16440.0,0.0015897697136186349
2017-12-12 20:00:00,BTCUSDT,LONG,9.674328226191865e-05,Binance,16400.02,0.001588179943905016
2017-12-14 08:00:00,BTCUSDT,SHORT,9.674328226191865e-05,Binance,16075.01,0.001555149229793165
2017-12-15 05:00:00,BTCUSDT,LONG,8.999950052060386e-05,Binance,17244.99,0.0015535940805633719
2017-12-15 18:00:00,BTCUSDT,SHORT,8.999950052060386e-05,Binance,17699.94,0.001592985759244657
2017-12-16 15:00:00,BTCUSDT,LONG,8.478479467847226e-05,Binance,18751.02,0.0015913927734854123
2017-12-18 04:00:00,BTCUSDT,SHORT,8.478479467847226e-05,Binance,18700.11,0.001585484986814846
2017-12-22 21:00:00,BTCUSDT,LONG,0.00011432833594599771,Binance,13840.1,0.0015838995018280311
2017-12-23 19:00:00,BTCUSDT,SHORT,0.00011432833594599771,Binance,14434.01,0.0016502163443278906
2017-12-23 20:00:00,BTCUSDT,LONG,0.00011203505586084775,Binance,14700.02,0.0016485661279835627
2017-12-24 06:00:00,BTCUSDT,SHORT,0.00011203505586084775,Binance,13660.15,0.0015304156683175593
2017-12-24 16:00:00,BTCUSDT,LONG,0.00012025746315142707,Binance,12700.72,0.0015288852526492418
2017-12-24 17:00:00,BTCUSDT,SHORT,0.00012025746315142707,Binance,12549.97,0.0015092275548265152
2017-12-24 19:00:00,BTCUSDT,LONG,0.00012281250302254403,Binance,12264.31,0.0015077183272716886
2017-12-28 06:00:00,BTCUSDT,SHORT,0.00012281250302254403,Binance,13656.98,0.0016772478975288234
2018-01-02 03:00:00,BTCUSDT,LONG,0.0001253498129730708,Binance,13353.79,0.0016755706496312946
2018-01-05 14:00:00,BTCUSDT,SHORT,0.0001253498129730708,Binance,16103.18,0.0020185306012716945
2018-01-05 19:00:00,BTCUSDT,LONG,0.00012139815540684002,Binance,16594.12,0.0020165120706704225
2018-01-06 00:00:00,BTCUSDT,SHORT,0.00012139815540684002,Binance,16998.0,0.002063525845605467
2018-01-06 04:00:00,BTCUSDT,LONG,0.00012503883448360643,Binance,16470.09,0.0020614623197598614
2018-01-06 09:00:00,BTCUSDT,SHORT,0.00012503883448360643,Binance,16419.96,0.0020531326606674383
2018-01-07 05:00:00,BTCUSDT,LONG,0.00012370372183523087,Binance,16564.0,0.002051079528006771
2018-01-08 04:00:00,BTCUSDT,SHORT,0.00012370372183523087,Binance,15641.01,0.0019348511502620645
2018-01-11 10:00:00,BTCUSDT,LONG,0.00014568720535529126,Binance,13254.31,0.0019329162991118022
2018-01-12 04:00:00,BTCUSDT,SHORT,0.00014568720535529126,Binance,13770.53,0.002006190031961199
2018-01-12 15:00:00,BTCUSDT,LONG,0.00014928504383734828,Binance,13411.79,0.0020041838419292387
2018-01-15 19:00:00,BTCUSDT,SHORT,0.00014928504383734828,Binance,13760.0,0.0020541622032019123
2018-01-17 14:00:00,BTCUSDT,LONG,0.00022380474419899868,Binance,9160.02,0.002052108040998711
2018-01-18 17:00:00,BTCUSDT,SHORT,0.00022380474419899868,Binance,10910.33,0.0024417836147766613
2018-01-19 02:00:00,BTCUSDT,LONG,0.00023043690100847105,Binance,10575.14,0.0024393418311618844
2018-01-22 15:00:00,BTCUSDT,SHORT,0.00023043690100847105,Binance,10330.05,0.0023804247092625566
2018-01-25 08:00:00,BTCUSDT,LONG,0.00021070210556707234,Binance,11275.0,0.002378044284553294
2018-01-28 03:00:00,BTCUSDT,SHORT,0.00021070210556707234,Binance,11592.93,0.00244265476069168
2018-01-28 04:00:00,BTCUSDT,LONG,0.00020592768151926483,Binance,11838.0,0.002440212105930988
2018-01-28 23:00:00,BTCUSDT,SHORT,0.00020592768151926483,Binance,11879.95,0.0024464105600647905
2018-01-29 08:00:00,BTCUSDT,LONG,0.0002136810944648364,Binance,11426.0,0.0024439641495047253
2018-01-30 14:00:00,BTCUSDT,SHORT,0.0002136810944648364,Binance,10565.03,0.0022575471734538307
2018-02-02 09:00:00,BTCUSDT,LONG,0.00026318465359611253,Binance,8560.66,0.0022552896262803767
2018-02-04 06:00:00,BTCUSDT,SHORT,0.00026318465359611253,Binance,9270.09,0.002439745425454787
2018-02-04 12:00:00,BTCUSDT,LONG,0.000278400167203408,Binance,8745.93,0.0024373056800293317
2018-02-05 17:00:00,BTCUSDT,SHORT,0.000278400167203408,Binance,7080.01,0.001971075967801801
2018-02-06 12:00:00,BTCUSDT,LONG,0.00029276905686979974,Binance,6719.07,0.001969104891833999
2018-02-07 12:00:00,BTCUSDT,SHORT,0.00029276905686979974,Binance,8266.0,0.0024200290240857644
2018-02-07 22:00:00,BTCUSDT,LONG,0.0003103960141455619,Binance,7781.0,0.002417608995061679
2018-02-11 12:00:00,BTCUSDT,SHORT,0.0003103960141455619,Binance,8281.0,0.002570389393139398
2018-02-14 03:00:00,BTCUSDT,LONG,0.00029455174931019776,Binance,8709.0,0.0025678190037462583
2018-02-16 19:00:00,BTCUSDT,SHORT,0.00029455174931019776,Binance,10030.66,0.002954548449735828
2018-02-17 04:00:00,BTCUSDT,LONG,0.00028010228035900056,Binance,10527.02,0.0029515939012860924
2018-02-17 21:00:00,BTCUSDT,SHORT,0.00028010228035900056,Binance,10818.99,0.0030304237701812235
2018-02-18 04:00:00,BTCUSDT,LONG,0.0002775019363203357,Binance,10898.54,0.0030273933464110424
2018-02-18 15:00:00,BTCUSDT,SHORT,0.0002775019363203357,Binance,10633.73,0.0029508806653076435
2018-02-19 09:00:00,BTCUSDT,LONG,0.00026944246154430305,Binance,10929.91,0.0029479297846423357
2018-02-19 19:00:00,BTCUSDT,SHORT,0.00026944246154430305,Binance,11126.06,0.002997832993689608
2018-02-21 13:00:00,BTCUSDT,LONG,0.00027858412912534834,Binance,10739.45,0.0029948351606959188
2018-02-21 20:00:00,BTCUSDT,SHORT,0.00027858412912534834,Binance,10378.03,0.0028911544495867393
2018-02-26 11:00:00,BTCUSDT,LONG,0.00029698708267334074,Binance,9715.49,0.0028882632951371524
2018-03-02 04:00:00,BTCUSDT,SHORT,0.00029698708267334074,Binance,10988.72,0.003263507895114193
2018-03-03 05:00:00,BTCUSDT,LONG,0.00028759851359603736,Binance,11324.76,0.003260244387219079
2018-03-03 22:00:00,BTCUSDT,SHORT,0.00028759851359603736,Binance,11410.02,0.003281504792101058
2018-03-04 13:00:00,BTCUSDT,LONG,0.0002921767635747733,Binance,11208.78,0.003278223287308957
2018-03-05 01:00:00,BTCUSDT,SHORT,0.0002921767635747733,Binance,11479.0,0.003353897069074823
2018-03-05 04:00:00,BTCUSDT,LONG,0.0002908543542947637,Binance,11508.14,0.003350543172005748
2018-03-06 07:00:00,BTCUSDT,SHORT,0.0002908543542947637,Binance,11270.0,0.0032779285729019874
2018-03-09 18:00:00,BTCUSDT,LONG,0.0003677926649687964,Binance,8894.62,0.0032746506443290854
2018-03-10 19:00:00,BTCUSDT,SHORT,0.0003677926649687964,Binance,9089.93,0.003343209579079812
2018-03-11 14:00:00,BTCUSDT,LONG,0.00036357367286924324,Binance,9177.03,0.003339866369500732
2018-03-14 17:00:00,BTCUSDT,SHORT,0.00036357367286924324,Binance,8326.1,0.003027150757676606
2018-03-17 16:00:00,BTCUSDT,LONG,0.00038336490712647086,Binance,7880.48,0.0030241236069189297
2018-03-18 15:00:00,BTCUSDT,SHORT,0.00038336490712647086,Binance,7385.0,0.002831149839128987
2018-03-18 23:00:00,BTCUSDT,LONG,0.0003449931404800944,Binance,8189.99,0.002828318689289858
2018-03-23 11:00:00,BTCUSDT,SHORT,0.0003449931404800944,Binance,8510.0,0.0029358916254856034
2018-03-26 07:00:00,BTCUSDT,LONG,0.0003485682377248138,Binance,8405.88,0.0029329557338601173
