EMVStrategy_52_1_95,tickers,['BTCUSDT'],initial equity,1.0,frequency,60 min
Start date,2017-01-01 00:00:00,End date,2018-04-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2017-10-30 02:00:00,BTCUSDT,LONG,0.0001634484180352813,Binance,6112.02,0.001
2017-11-03 14:00:00,BTCUSDT,SHORT,0.0001634484180352813,Binance,7235.02,0.0011825525734536209
2017-11-03 17:00:00,BTCUSDT,LONG,0.0001623363692065891,Binance,7270.02,0.0011813700208801671
2017-11-04 03:00:00,BTCUSDT,SHORT,0.0001623363692065891,Binance,7125.12,0.001156666110961252
2017-11-10 06:00:00,BTCUSDT,LONG,0.0001607748721306084,Binance,7179.94,0.0011555094448502908
2017-11-10 12:00:00,BTCUSDT,SHORT,0.0001607748721306084,Binance,6629.98,0.0010659341867284911
2017-11-14 06:00:00,BTCUSDT,LONG,0.00016191906268814328,Binance,6569.97,0.0010648682525417625
2017-11-17 21:00:00,BTCUSDT,SHORT,0.00016191906268814328,Binance,7709.98,0.001248392734944331
2017-11-26 01:00:00,BTCUSDT,LONG,0.0001428507611348718,Binance,8721.67,0.0012471443422093866
2017-11-29 19:00:00,BTCUSDT,SHORT,0.0001428507611348718,Binance,9306.0,0.001329369183121117
2017-12-03 01:00:00,BTCUSDT,LONG,0.00012173901395889686,Binance,10898.0,0.0013280398139379958
2017-12-05 15:00:00,BTCUSDT,SHORT,0.00012173901395889686,Binance,11800.0,0.001436520364714983
2017-12-06 21:00:00,BTCUSDT,LONG,0.0001088631087277298,Binance,13169.28,0.0014350838443502678
2017-12-09 02:00:00,BTCUSDT,SHORT,0.0001088631087277298,Binance,15600.05,0.0016982699393080212
2017-12-12 12:00:00,BTCUSDT,LONG,0.00010438100567266935,Binance,16237.39,0.0016965716693687133
2017-12-14 13:00:00,BTCUSDT,SHORT,0.00010438100567266935,Binance,16338.0,0.0017053768706800719
2017-12-16 04:00:00,BTCUSDT,LONG,9.760635235042961e-05,Binance,17437.06,0.0017036714938093917
2017-12-18 17:00:00,BTCUSDT,SHORT,9.760635235042961e-05,Binance,18634.0,0.0018187967696979054
2017-12-23 09:00:00,BTCUSDT,LONG,0.00013015704187209308,Binance,13945.93,0.0018169779729282074
