MACDStrategy_45_60,tickers,['ETHUSD'],initial equity,100000.0,frequency,60 min
Start date,2018-04-01 00:00:00,End date,2018-09-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-04-08 11:00:00,ETHUSD,LONG,100,ARCA,389.29,38.929
2018-04-11 10:00:00,ETHUSD,SHORT,100,ARCA,415.47,41.547000000000004
2018-04-11 22:00:00,ETHUSD,LONG,100,ARCA,422.42,42.242000000000004
2018-04-15 21:00:00,ETHUSD,SHORT,100,ARCA,527.9,52.79
2018-04-16 05:00:00,ETHUSD,LONG,100,ARCA,523.81,52.381
2018-04-17 18:00:00,ETHUSD,SHORT,100,ARCA,515.14,51.514
2018-04-18 21:00:00,ETHUSD,LONG,100,ARCA,515.22,51.522000000000006
2018-04-26 13:00:00,ETHUSD,SHORT,100,ARCA,632.41,63.241
2018-04-27 21:00:00,ETHUSD,LONG,100,ARCA,673.07,67.307
2018-05-01 04:00:00,ETHUSD,SHORT,100,ARCA,672.29,67.229
2018-05-03 08:00:00,ETHUSD,LONG,100,ARCA,688.88,68.888
2018-05-07 13:00:00,ETHUSD,SHORT,100,ARCA,756.48,75.64800000000001
2018-05-09 19:00:00,ETHUSD,LONG,100,ARCA,743.06,74.306
2018-05-10 07:00:00,ETHUSD,SHORT,100,ARCA,751.86,75.186
2018-05-10 22:00:00,ETHUSD,LONG,100,ARCA,758.08,75.808
2018-05-11 23:00:00,ETHUSD,SHORT,100,ARCA,680.53,68.053
2018-05-14 03:00:00,ETHUSD,LONG,100,ARCA,728.24,72.824
2018-05-16 06:00:00,ETHUSD,SHORT,100,ARCA,699.78,69.978
2018-05-16 12:00:00,ETHUSD,LONG,100,ARCA,685.19,68.519
2018-05-16 23:00:00,ETHUSD,SHORT,100,ARCA,697.32,69.73200000000001
2018-05-18 19:00:00,ETHUSD,LONG,100,ARCA,680.13,68.013
2018-05-18 21:00:00,ETHUSD,SHORT,100,ARCA,676.52,67.652
2018-05-20 06:00:00,ETHUSD,LONG,100,ARCA,691.13,69.113
2018-05-22 18:00:00,ETHUSD,SHORT,100,ARCA,689.85,68.985
2018-05-26 14:00:00,ETHUSD,LONG,100,ARCA,587.77,58.777
2018-05-27 09:00:00,ETHUSD,SHORT,100,ARCA,581.76,58.176
2018-05-30 18:00:00,ETHUSD,LONG,100,ARCA,569.9,56.99
2018-06-01 10:00:00,ETHUSD,SHORT,100,ARCA,571.81,57.181
2018-06-01 16:00:00,ETHUSD,LONG,100,ARCA,588.04,58.804
2018-06-05 17:00:00,ETHUSD,SHORT,100,ARCA,587.21,58.721000000000004
2018-06-07 00:00:00,ETHUSD,LONG,100,ARCA,595.5,59.550000000000004
2018-06-08 11:00:00,ETHUSD,SHORT,100,ARCA,601.47,60.147000000000006
2018-06-08 13:00:00,ETHUSD,LONG,100,ARCA,603.6,60.36000000000001
2018-06-08 19:00:00,ETHUSD,SHORT,100,ARCA,596.73,59.673
2018-06-08 21:00:00,ETHUSD,LONG,100,ARCA,597.6,59.760000000000005
2018-06-09 05:00:00,ETHUSD,SHORT,100,ARCA,600.27,60.027
2018-06-15 15:00:00,ETHUSD,LONG,100,ARCA,505.69,50.569
2018-06-17 04:00:00,ETHUSD,SHORT,100,ARCA,498.7,49.870000000000005
2018-06-18 03:00:00,ETHUSD,LONG,100,ARCA,501.11,50.111000000000004
2018-06-22 03:00:00,ETHUSD,SHORT,100,ARCA,523.89,52.389
2018-06-22 09:00:00,ETHUSD,LONG,100,ARCA,513.24,51.324000000000005
2018-06-22 20:00:00,ETHUSD,SHORT,100,ARCA,478.36,47.836000000000006
2018-06-26 17:00:00,ETHUSD,LONG,100,ARCA,445.21,44.521
2018-06-27 11:00:00,ETHUSD,SHORT,100,ARCA,426.84,42.684
2018-07-01 06:00:00,ETHUSD,LONG,100,ARCA,447.77,44.777
2018-07-02 18:00:00,ETHUSD,SHORT,100,ARCA,450.6,45.06
2018-07-02 22:00:00,ETHUSD,LONG,100,ARCA,471.79,47.179
2018-07-05 05:00:00,ETHUSD,SHORT,100,ARCA,474.46,47.446
