MACDStrategy_60_120,tickers,['ETHUSD'],initial equity,100000.0,frequency,60 min
Start date,2018-04-01 00:00:00,End date,2018-09-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-04-10 07:00:00,ETHUSD,LONG,100,ARCA,398.82,39.882000000000005
2018-04-18 20:00:00,ETHUSD,SHORT,100,ARCA,517.34,51.73400000000001
2018-04-19 10:00:00,ETHUSD,LONG,100,ARCA,537.01,53.701
2018-04-27 12:00:00,ETHUSD,SHORT,100,ARCA,655.81,65.581
2018-04-29 02:00:00,ETHUSD,LONG,100,ARCA,689.11,68.911
2018-05-02 03:00:00,ETHUSD,SHORT,100,ARCA,661.87,66.187
2018-05-03 22:00:00,ETHUSD,LONG,100,ARCA,748.0,74.8
2018-05-08 10:00:00,ETHUSD,SHORT,100,ARCA,767.68,76.768
2018-05-15 12:00:00,ETHUSD,LONG,100,ARCA,728.38,72.83800000000001
2018-05-17 23:00:00,ETHUSD,SHORT,100,ARCA,705.85,70.58500000000001
2018-05-21 00:00:00,ETHUSD,LONG,100,ARCA,719.32,71.932
2018-05-23 10:00:00,ETHUSD,SHORT,100,ARCA,634.0,63.400000000000006
2018-05-31 23:00:00,ETHUSD,LONG,100,ARCA,576.44,57.644000000000005
2018-06-07 00:00:00,ETHUSD,SHORT,100,ARCA,595.5,59.550000000000004
2018-06-08 00:00:00,ETHUSD,LONG,100,ARCA,612.08,61.208000000000006
2018-06-10 08:00:00,ETHUSD,SHORT,100,ARCA,570.46,57.04600000000001
2018-06-17 04:00:00,ETHUSD,LONG,100,ARCA,498.7,49.870000000000005
2018-06-23 07:00:00,ETHUSD,SHORT,100,ARCA,461.77,46.177
2018-07-01 18:00:00,ETHUSD,LONG,100,ARCA,455.5,45.550000000000004
2018-07-07 14:00:00,ETHUSD,SHORT,100,ARCA,468.86,46.886
2018-07-08 14:00:00,ETHUSD,LONG,100,ARCA,485.67,48.56700000000001
2018-07-11 06:00:00,ETHUSD,SHORT,100,ARCA,437.66,43.766000000000005
2018-07-15 23:00:00,ETHUSD,LONG,100,ARCA,453.3,45.330000000000005
2018-07-21 02:00:00,ETHUSD,SHORT,100,ARCA,452.97,45.297000000000004
2018-07-24 19:00:00,ETHUSD,LONG,100,ARCA,475.48,47.548
2018-07-29 00:00:00,ETHUSD,SHORT,100,ARCA,465.29,46.529
