BOLLStrategy_120_1.2,tickers,['BTCUSDT'],initial equity,100000.0,frequency,60 min
Start date,2018-04-01 00:00:00,End date,2018-09-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-04-02 00:00:00,BTCUSDT,LONG,100,Binance,6983.36,698.336
2018-04-05 00:00:00,BTCUSDT,CLOSE,100,Binance,6705.05,670.5050000000001
2018-04-09 01:00:00,BTCUSDT,LONG,100,Binance,7120.0,712.0
2018-04-17 19:00:00,BTCUSDT,CLOSE,100,Binance,7874.0,787.4000000000001
2018-04-19 10:00:00,BTCUSDT,LONG,100,Binance,8240.63,824.063
2018-04-26 08:00:00,BTCUSDT,CLOSE,100,Binance,8720.5,872.0500000000001
2018-04-27 09:00:00,BTCUSDT,LONG,100,Binance,9369.0,936.9000000000001
2018-05-01 00:00:00,BTCUSDT,CLOSE,100,Binance,8955.01,895.5010000000001
2018-05-03 13:00:00,BTCUSDT,LONG,100,Binance,9471.05,947.105
2018-05-07 13:00:00,BTCUSDT,CLOSE,100,Binance,9280.01,928.0010000000001
2018-05-20 16:00:00,BTCUSDT,LONG,100,Binance,8494.57,849.457
2018-05-22 21:00:00,BTCUSDT,CLOSE,100,Binance,8068.03,806.803
2018-05-30 12:00:00,BTCUSDT,LONG,100,Binance,7524.22,752.422
2018-06-05 02:00:00,BTCUSDT,CLOSE,100,Binance,7395.0,739.5
2018-06-07 00:00:00,BTCUSDT,LONG,100,Binance,7721.91,772.191
2018-06-09 23:00:00,BTCUSDT,CLOSE,100,Binance,7491.73,749.173
2018-06-18 16:00:00,BTCUSDT,LONG,100,Binance,6644.95,664.495
2018-06-22 07:00:00,BTCUSDT,CLOSE,100,Binance,6495.08,649.508
2018-06-29 22:00:00,BTCUSDT,LONG,100,Binance,6243.38,624.3380000000001
2018-07-10 09:00:00,BTCUSDT,CLOSE,100,Binance,6448.97,644.897
2018-07-15 13:00:00,BTCUSDT,LONG,100,Binance,6359.99,635.999
2018-07-30 17:00:00,BTCUSDT,CLOSE,100,Binance,7910.56,791.056
