EMVStrategy_12_12_26,tickers,['BTCUSDT'],initial equity,100000.0,frequency,60 min
Start date,2017-05-01 00:00:00,End date,2018-04-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2017-10-28 10:00:00,BTCUSDT,LONG,100,Binance,5734.04,573.404
2017-10-28 12:00:00,BTCUSDT,SHORT,100,Binance,5689.99,568.999
2017-10-29 08:00:00,BTCUSDT,LONG,100,Binance,5770.28,577.028
2017-10-30 19:00:00,BTCUSDT,SHORT,100,Binance,6111.58,611.158
2017-10-31 16:00:00,BTCUSDT,LONG,100,Binance,6365.01,636.5010000000001
2017-11-01 18:00:00,BTCUSDT,SHORT,100,Binance,6596.02,659.6020000000001
2017-11-02 04:00:00,BTCUSDT,LONG,100,Binance,6874.94,687.494
2017-11-02 21:00:00,BTCUSDT,SHORT,100,Binance,7070.0,707.0
2017-11-03 15:00:00,BTCUSDT,LONG,100,Binance,7284.98,728.498
2017-11-04 02:00:00,BTCUSDT,SHORT,100,Binance,7101.3,710.1300000000001
2017-11-04 19:00:00,BTCUSDT,LONG,100,Binance,7360.04,736.004
2017-11-05 17:00:00,BTCUSDT,SHORT,100,Binance,7485.38,748.538
2017-11-07 03:00:00,BTCUSDT,LONG,100,Binance,7120.17,712.017
2017-11-07 04:00:00,BTCUSDT,SHORT,100,Binance,7166.5,716.6500000000001
2017-11-07 05:00:00,BTCUSDT,LONG,100,Binance,7129.75,712.975
2017-11-09 00:00:00,BTCUSDT,SHORT,100,Binance,7245.0,724.5
2017-11-11 12:00:00,BTCUSDT,LONG,100,Binance,6315.01,631.5010000000001
2017-11-12 04:00:00,BTCUSDT,SHORT,100,Binance,5847.01,584.701
2017-11-12 16:00:00,BTCUSDT,LONG,100,Binance,6080.11,608.011
2017-11-14 10:00:00,BTCUSDT,SHORT,100,Binance,6531.95,653.195
2017-11-15 06:00:00,BTCUSDT,LONG,100,Binance,6810.0,681.0
2017-11-16 07:00:00,BTCUSDT,SHORT,100,Binance,7369.99,736.999
2017-11-18 22:00:00,BTCUSDT,LONG,100,Binance,7796.15,779.615
2017-11-20 20:00:00,BTCUSDT,SHORT,100,Binance,8238.48,823.848
2017-11-21 22:00:00,BTCUSDT,LONG,100,Binance,8075.03,807.503
2017-11-22 11:00:00,BTCUSDT,SHORT,100,Binance,8270.02,827.0020000000001
2017-11-24 13:00:00,BTCUSDT,LONG,100,Binance,8149.97,814.9970000000001
2017-11-27 08:00:00,BTCUSDT,SHORT,100,Binance,9650.01,965.0010000000001
2017-11-28 09:00:00,BTCUSDT,LONG,100,Binance,9849.11,984.9110000000001
2017-11-28 20:00:00,BTCUSDT,SHORT,100,Binance,9840.01,984.0010000000001
2017-11-29 06:00:00,BTCUSDT,LONG,100,Binance,10251.98,1025.198
2017-11-29 20:00:00,BTCUSDT,SHORT,100,Binance,9200.0,920.0
2017-11-30 17:00:00,BTCUSDT,LONG,100,Binance,9386.2,938.6200000000001
2017-11-30 21:00:00,BTCUSDT,SHORT,100,Binance,9630.0,963.0
2017-12-01 10:00:00,BTCUSDT,LONG,100,Binance,9760.09,976.009
2017-12-02 16:00:00,BTCUSDT,SHORT,100,Binance,10808.32,1080.832
2017-12-03 14:00:00,BTCUSDT,LONG,100,Binance,11579.76,1157.976
2017-12-04 03:00:00,BTCUSDT,SHORT,100,Binance,11369.96,1136.9959999999999
2017-12-04 21:00:00,BTCUSDT,LONG,100,Binance,11400.03,1140.0030000000002
2017-12-04 23:00:00,BTCUSDT,SHORT,100,Binance,11579.0,1157.9
2017-12-05 01:00:00,BTCUSDT,LONG,100,Binance,11501.69,1150.169
2017-12-06 01:00:00,BTCUSDT,SHORT,100,Binance,11861.13,1186.113
2017-12-06 09:00:00,BTCUSDT,LONG,100,Binance,12565.35,1256.535
2017-12-08 08:00:00,BTCUSDT,SHORT,100,Binance,15299.99,1529.999
2017-12-09 11:00:00,BTCUSDT,LONG,100,Binance,14700.01,1470.0010000000002
2017-12-09 16:00:00,BTCUSDT,SHORT,100,Binance,13986.98,1398.698
2017-12-10 11:00:00,BTCUSDT,LONG,100,Binance,13560.55,1356.055
2017-12-12 07:00:00,BTCUSDT,SHORT,100,Binance,16798.49,1679.8490000000002
2017-12-13 17:00:00,BTCUSDT,LONG,100,Binance,15400.01,1540.0010000000002
