AOStrategy_24,tickers,['BTCUSDT'],initial equity,1.0,frequency,60 min
Start date,2017-04-01 00:00:00,End date,2018-04-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2017-10-27 23:00:00,BTCUSDT,LONG,0.00017317202968366202,Binance,5768.83,0.001
2017-10-28 02:00:00,BTCUSDT,SHORT,0.00017317202968366202,Binance,5748.52,0.000995482876077125
2017-10-29 07:00:00,BTCUSDT,LONG,0.00017129217564303503,Binance,5799.99,0.0009944873932010477
2017-10-30 18:00:00,BTCUSDT,SHORT,0.00017129217564303503,Binance,6102.01,0.0010452265686955562
2017-10-31 11:00:00,BTCUSDT,LONG,0.00016761720184928867,Binance,6223.33,0.0010441813421268606
2017-11-04 01:00:00,BTCUSDT,SHORT,0.00016761720184928867,Binance,6980.06,0.001169978125940146
2017-11-04 14:00:00,BTCUSDT,LONG,0.00016003872538937765,Binance,7295.98,0.0011688081478142059
2017-11-05 21:00:00,BTCUSDT,SHORT,0.00016003872538937765,Binance,7324.28,0.001172168435594911
2017-11-07 15:00:00,BTCUSDT,LONG,0.00016621085943737838,Binance,7038.2,0.001170996267159316
2017-11-07 23:00:00,BTCUSDT,SHORT,0.00016621085943737838,Binance,7064.04,0.0011741201595000183
2017-11-08 01:00:00,BTCUSDT,LONG,0.0001610684664331516,Binance,7275.0,0.0011729460393405185
2017-11-08 20:00:00,BTCUSDT,SHORT,0.0001610684664331516,Binance,6989.0,0.0011257075119012964
2017-11-09 17:00:00,BTCUSDT,LONG,0.0001567111066980341,Binance,7168.97,0.001124581804389395
2017-11-09 21:00:00,BTCUSDT,SHORT,0.0001567111066980341,Binance,7101.0,0.0011128055686627403
2017-11-10 07:00:00,BTCUSDT,LONG,0.00015534383947963032,Binance,7149.18,0.0011116927630940776
2017-11-10 09:00:00,BTCUSDT,SHORT,0.00015534383947963032,Binance,7059.99,0.0010967259532877953
2017-11-12 21:00:00,BTCUSDT,LONG,0.00018662506276465556,Binance,5864.88,0.0010956292273345076
2017-11-14 20:00:00,BTCUSDT,SHORT,0.00018662506276465556,Binance,6578.33,0.0012276812491366165
2017-11-15 00:00:00,BTCUSDT,LONG,0.00018281541964693958,Binance,6701.99,0.00122645356788748
2017-11-18 01:00:00,BTCUSDT,SHORT,0.00018281541964693958,Binance,7461.18,0.0013640187527613529
2017-11-18 21:00:00,BTCUSDT,LONG,0.0001742697002557263,Binance,7811.41,0.0013626547340085916
2017-11-19 16:00:00,BTCUSDT,SHORT,0.0001742697002557263,Binance,7790.0,0.001357560964992108
2017-11-19 17:00:00,BTCUSDT,LONG,0.0001705497483160988,Binance,7944.0,0.0013562034040271159
2017-11-21 03:00:00,BTCUSDT,SHORT,0.0001705497483160988,Binance,7894.41,0.0013463896386040936
2017-11-21 14:00:00,BTCUSDT,LONG,0.00016067179310253783,Binance,8363.0,0.0013450432489654893
2017-11-22 06:00:00,BTCUSDT,SHORT,0.00016067179310253783,Binance,8215.49,0.0013199975095159687
2017-11-22 15:00:00,BTCUSDT,LONG,0.00016055502959702112,Binance,8205.03,0.0013186775120064527
2017-11-22 23:00:00,BTCUSDT,SHORT,0.00016055502959702112,Binance,8205.92,0.0013175017284707876
2017-11-24 06:00:00,BTCUSDT,LONG,0.00016017513132214077,Binance,8208.94,0.0013161842267423167
2017-11-25 04:00:00,BTCUSDT,SHORT,0.00016017513132214077,Binance,8197.99,0.0013131141248275968
2017-11-25 07:00:00,BTCUSDT,LONG,0.00015825463322083336,Binance,8280.89,0.0013118010107027694
2017-11-27 23:00:00,BTCUSDT,SHORT,0.00015825463322083336,Binance,9650.0,0.0015271572105810419
2017-11-28 00:00:00,BTCUSDT,LONG,0.0001575443397305071,Binance,9674.13,0.0015256300533704609
2017-11-29 19:00:00,BTCUSDT,SHORT,0.0001575443397305071,Binance,9306.0,0.0014661076255320991
2017-12-01 09:00:00,BTCUSDT,LONG,0.0001465374938796856,Binance,9985.0,0.0014646415179065673
2017-12-02 20:00:00,BTCUSDT,SHORT,0.0001465374938796856,Binance,10928.0,0.0016013617331172042
2017-12-03 07:00:00,BTCUSDT,LONG,0.0001433839712303318,Binance,11146.02,0.0015997603713840869
2017-12-04 01:00:00,BTCUSDT,SHORT,0.0001433839712303318,Binance,11390.02,0.0016331462999929038
2017-12-04 19:00:00,BTCUSDT,LONG,0.0001461875588527675,Binance,11149.25,0.0016315131536929108
2017-12-04 22:00:00,BTCUSDT,SHORT,0.0001461875588527675,Binance,11416.98,0.0016690204356708694
2017-12-04 23:00:00,BTCUSDT,LONG,0.00014385387890318362,Binance,11579.0,0.0016673514152351985
2017-12-08 12:00:00,BTCUSDT,SHORT,0.00014385387890318362,Binance,14785.6,0.002126965911910912
2017-12-09 03:00:00,BTCUSDT,LONG,0.0001369266822417073,Binance,15502.56,0.002124838945999001
2017-12-09 10:00:00,BTCUSDT,SHORT,0.0001369266822417073,Binance,14358.6,0.0019660754596357785
2017-12-10 14:00:00,BTCUSDT,LONG,0.0001302885308626804,Binance,15060.0,0.001964109384176143
2017-12-12 14:00:00,BTCUSDT,SHORT,0.0001302885308626804,Binance,16389.0,0.002135298732308469
2017-12-14 00:00:00,BTCUSDT,LONG,0.00013183495254025113,Binance,16164.38,0.0021331634335761606
2017-12-14 02:00:00,BTCUSDT,SHORT,0.00013183495254025113,Binance,15710.67,0.002071215433825547
2017-12-14 13:00:00,BTCUSDT,LONG,0.00012651946836658893,Binance,16338.0,0.0020691442183917216
2017-12-16 07:00:00,BTCUSDT,SHORT,0.00012651946836658893,Binance,17677.54,0.002236552962829111
2017-12-16 12:00:00,BTCUSDT,LONG,0.00012456510371429294,Binance,17919.0,0.0022343164098662816
2017-12-17 18:00:00,BTCUSDT,SHORT,0.00012456510371429294,Binance,18742.0,0.002334599173813278
2017-12-18 22:00:00,BTCUSDT,LONG,0.0001247287103889093,Binance,18680.0,0.0023322645746394655
2017-12-19 02:00:00,BTCUSDT,SHORT,0.0001247287103889093,Binance,18630.0,0.00232369587454538
2017-12-20 18:00:00,BTCUSDT,LONG,0.00013803873848167644,Binance,16800.0,0.002321372178670835
2017-12-21 06:00:00,BTCUSDT,SHORT,0.00013803873848167644,Binance,17151.07,0.0023675120664109262
2017-12-21 12:00:00,BTCUSDT,LONG,0.00014321967086042086,Binance,16497.59,0.002365144554344515
2017-12-21 13:00:00,BTCUSDT,SHORT,0.00014321967086042086,Binance,16010.0,0.002292946930475338
2017-12-23 00:00:00,BTCUSDT,LONG,0.00016950826922063888,Binance,13500.01,0.0022906539835448624
2017-12-23 23:00:00,BTCUSDT,SHORT,0.00016950826922063888,Binance,13300.0,0.002254459980634497
2017-12-24 22:00:00,BTCUSDT,LONG,0.0001725292013751406,Binance,13041.0,0.0022522055206538622
2017-12-25 02:00:00,BTCUSDT,SHORT,0.0001725292013751406,Binance,13003.0,0.002243397205480953
2017-12-25 08:00:00,BTCUSDT,LONG,0.00016148795821685502,Binance,13864.27,0.0022411538082754722
2017-12-27 13:00:00,BTCUSDT,SHORT,0.00016148795821685502,Binance,15780.23,0.002548317122892362
2017-12-29 02:00:00,BTCUSDT,LONG,0.00017126081056994616,Binance,14850.0,0.0025457688057694697
2017-12-29 22:00:00,BTCUSDT,SHORT,0.00017126081056994616,Binance,14400.97,0.0024663217951934775
2017-12-31 07:00:00,BTCUSDT,LONG,0.0001923343865052038,Binance,12797.46,0.0024638554733982837
2018-01-01 13:00:00,BTCUSDT,SHORT,0.0001923343865052038,Binance,13017.0,0.002503616709138238
2018-01-02 06:00:00,BTCUSDT,LONG,0.00018848941981933215,Binance,13255.98,0.0025011130924290997
2018-01-03 17:00:00,BTCUSDT,SHORT,0.00018848941981933215,Binance,14800.0,0.002789643413326116
2018-01-04 06:00:00,BTCUSDT,LONG,0.00018686254429944518,Binance,14899.01,0.00278685376991279
2018-01-04 08:00:00,BTCUSDT,SHORT,0.00018686254429944518,Binance,14221.05,0.002657381585609625
2018-01-05 03:00:00,BTCUSDT,LONG,0.00017721375948740267,Binance,14965.37,0.0026547242040240154
2018-01-06 15:00:00,BTCUSDT,SHORT,0.00017721375948740267,Binance,16556.22,0.002933989989100526
2018-01-06 23:00:00,BTCUSDT,LONG,0.0001715384280130168,Binance,17069.79,0.0029310559991114252
2018-01-07 13:00:00,BTCUSDT,SHORT,0.0001715384280130168,Binance,16386.0,0.002810828681421293
2018-01-09 11:00:00,BTCUSDT,LONG,0.00019048707636005625,Binance,14726.51,0.0028080178527398717
2018-01-09 14:00:00,BTCUSDT,SHORT,0.00019048707636005625,Binance,14560.48,0.002773583265599072
2018-01-10 20:00:00,BTCUSDT,LONG,0.00019116079329587098,Binance,14480.16,0.0027708096823334727
2018-01-11 03:00:00,BTCUSDT,SHORT,0.00019116079329587098,Binance,12920.0,0.002469797449382653
2018-01-12 02:00:00,BTCUSDT,LONG,0.00018394878130059063,Binance,13399.71,0.0024673276519332705
2018-01-12 05:00:00,BTCUSDT,SHORT,0.00018394878130059063,Binance,13550.0,0.002492505986623003
2018-01-12 14:00:00,BTCUSDT,LONG,0.00017994238043661338,Binance,13824.0,0.0024900134806363798
2018-01-14 04:00:00,BTCUSDT,SHORT,0.00017994238043661338,Binance,13644.42,0.002455209414476936
2018-01-15 06:00:00,BTCUSDT,LONG,0.00017846319491809527,Binance,13730.01,0.0024527542050624598
2018-01-16 00:00:00,BTCUSDT,SHORT,0.00017846319491809527,Binance,13143.83,0.0023456898952603084
2018-01-17 20:00:00,BTCUSDT,LONG,0.00021474983727818057,Binance,10901.06,0.0023433442053650477
2018-01-19 07:00:00,BTCUSDT,SHORT,0.00021474983727818057,Binance,11069.72,0.0023772205687150206
2018-01-19 15:00:00,BTCUSDT,LONG,0.00020811127235071574,Binance,11400.0,0.002374843348146306
2018-01-21 03:00:00,BTCUSDT,SHORT,0.00020811127235071574,Binance,12400.0,0.002580579777148875
2018-01-23 16:00:00,BTCUSDT,LONG,0.00022731010337823375,Binance,11329.99,0.0025779991973717263
2018-01-25 12:00:00,BTCUSDT,SHORT,0.00022731010337823375,Binance,11065.0,0.0025151862938801567
2018-01-26 05:00:00,BTCUSDT,LONG,0.00022096465109847625,Binance,11360.0,0.0025126711075862764
2018-01-26 08:00:00,BTCUSDT,SHORT,0.00022096465109847625,Binance,10769.01,0.0023795705373260015
2018-01-27 06:00:00,BTCUSDT,LONG,0.00021038169117814894,Binance,11288.12,0.0023771909667886755
2018-01-29 01:00:00,BTCUSDT,SHORT,0.00021038169117814894,Binance,11499.63,0.002419311607322977
2018-01-31 16:00:00,BTCUSDT,LONG,0.00023970774155379637,Binance,10072.58,0.002416892295715654
2018-02-01 04:00:00,BTCUSDT,SHORT,0.00023970774155379637,Binance,10245.79,0.0024559951813344716
