AOStrategy_23,tickers,['BTCUSDT'],initial equity,1.0,frequency,60 min
Start date,2018-04-01 00:00:00,End date,2018-08-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-04-01 01:00:00,BTCUSDT,LONG,0.00014271408183702596,Binance,7000.01,0.0010000000000000002
2018-04-01 02:00:00,BTCUSDT,SHORT,0.00014271408183702596,Binance,6924.79,0.0009882650467642191
2018-04-02 00:00:00,BTCUSDT,LONG,0.00014123423465720476,Binance,6983.36,0.000987276781717455
2018-04-04 02:00:00,BTCUSDT,SHORT,0.00014123423465720476,Binance,7270.0,0.0010267728859578787
2018-04-05 15:00:00,BTCUSDT,LONG,0.00015182099597436398,Binance,6749.53,0.0010257461130719209
2018-04-06 01:00:00,BTCUSDT,SHORT,0.00015182099597436398,Binance,6800.0,0.0010323827726256751
2018-04-07 01:00:00,BTCUSDT,LONG,0.0001508519823518589,Binance,6830.0,0.0010313503898530495
2018-04-09 10:00:00,BTCUSDT,SHORT,0.0001508519823518589,Binance,6782.0,0.001023078144310307
2018-04-10 08:00:00,BTCUSDT,LONG,0.00015164359576775528,Binance,6733.11,0.0010220550661659967
2018-04-12 06:00:00,BTCUSDT,SHORT,0.00015164359576775528,Binance,6776.4,0.001027597662360617
2018-04-12 11:00:00,BTCUSDT,LONG,0.00013330865652327545,Binance,7693.0,0.0010265700646982564
2018-04-14 05:00:00,BTCUSDT,SHORT,0.00013330865652327545,Binance,7957.36,0.0010607849710720513
2018-04-14 15:00:00,BTCUSDT,LONG,0.00013308147468260608,Binance,7955.01,0.0010597241861009792
2018-04-14 22:00:00,BTCUSDT,SHORT,0.00013308147468260608,Binance,8060.22,0.0010726659638662353
2018-04-15 05:00:00,BTCUSDT,LONG,0.00013170788688539206,Binance,8128.0,0.001071593297902369
2018-04-16 05:00:00,BTCUSDT,SHORT,0.00013170788688539206,Binance,8036.43,0.0010584612134023714
2018-04-17 07:00:00,BTCUSDT,LONG,0.0001297944793252869,Binance,8138.6,0.0010574027521889691
2018-04-17 18:00:00,BTCUSDT,SHORT,0.0001297944793252869,Binance,7945.17,0.0010312392033008898
2018-04-18 08:00:00,BTCUSDT,LONG,0.00012727897058292,Binance,8086.0,0.0010302079640975889
2018-04-21 20:00:00,BTCUSDT,SHORT,0.00012727897058292,Binance,8765.0,0.0011156001771592938
2018-04-22 05:00:00,BTCUSDT,LONG,0.00012602197151527578,Binance,8834.73,0.0011144845769821346
2018-04-22 23:00:00,BTCUSDT,SHORT,0.00012602197151527578,Binance,8787.02,0.0011073575841441588
2018-04-23 17:00:00,BTCUSDT,LONG,0.00012436911730063634,Binance,8886.0,0.0011062502265600145
2018-04-23 23:00:00,BTCUSDT,SHORT,0.00012436911730063634,Binance,8934.01,0.0011111149376550583
2018-04-24 00:00:00,BTCUSDT,LONG,0.00012092665721858259,Binance,9169.97,0.0011100038227174031
2018-04-25 04:00:00,BTCUSDT,SHORT,0.00012092665721858259,Binance,9200.0,0.0011125252464109598
2018-04-26 20:00:00,BTCUSDT,LONG,0.00012169032500511118,Binance,9123.99,0.0011114127211645489
2018-04-27 19:00:00,BTCUSDT,SHORT,0.00012169032500511118,Binance,9089.0,0.0011060433639714555
2018-04-28 12:00:00,BTCUSDT,LONG,0.00011770357688595592,Binance,9378.07,0.0011049373206074842
2018-04-29 10:00:00,BTCUSDT,SHORT,0.00011770357688595592,Binance,9210.03,0.0010840534742269608
2018-04-30 05:00:00,BTCUSDT,LONG,0.00011569988143602484,Binance,9350.8,0.001082969420752734
2018-04-30 08:00:00,BTCUSDT,SHORT,0.00011569988143602484,Binance,9195.03,0.0010638638808006915
2018-05-01 22:00:00,BTCUSDT,LONG,0.00011739854917230906,Binance,9043.87,0.0010628000169198909
2018-05-05 23:00:00,BTCUSDT,SHORT,0.00011739854917230906,Binance,9864.0,0.0011580192890356567
2018-05-07 23:00:00,BTCUSDT,LONG,0.00012340677079304585,Binance,9365.0,0.001156861269746621
2018-05-08 11:00:00,BTCUSDT,SHORT,0.00012340677079304585,Binance,9198.0,0.0011350954777544359
2018-05-09 11:00:00,BTCUSDT,LONG,0.0001223601766117353,Binance,9258.13,0.0011339603822766813
2018-05-10 17:00:00,BTCUSDT,SHORT,0.0001223601766117353,Binance,9157.55,0.0011205194353307963
2018-05-12 15:00:00,BTCUSDT,LONG,0.00013451967152920382,Binance,8313.13,0.0011193989158954656
2018-05-13 07:00:00,BTCUSDT,SHORT,0.00013451967152920382,Binance,8459.0,0.0011379019014655352
2018-05-13 11:00:00,BTCUSDT,LONG,0.00013274427066797262,Binance,8555.0,0.0011367639995640698
2018-05-14 04:00:00,BTCUSDT,SHORT,0.00013274427066797262,Binance,8376.07,0.0011118753032138852
2018-05-14 15:00:00,BTCUSDT,LONG,0.00012625298829493288,Binance,8789.12,0.0011107634279106714
2018-05-15 11:00:00,BTCUSDT,SHORT,0.00012625298829493288,Binance,8760.0,0.0011059761774636122
2018-05-16 23:00:00,BTCUSDT,LONG,0.0001325048416668502,Binance,8330.0,0.0011048702012861485
2018-05-17 18:00:00,BTCUSDT,SHORT,0.0001325048416668502,Binance,8154.0,0.0010804444789514966
2018-05-18 19:00:00,BTCUSDT,LONG,0.00013100128420722292,Binance,8231.1,0.0010793640344725452
2018-05-20 08:00:00,BTCUSDT,SHORT,0.00013100128420722292,Binance,8289.01,0.0010858709548065128
2018-05-20 10:00:00,BTCUSDT,LONG,0.00012993681199488437,Binance,8340.21,0.0010847850838517064
2018-05-21 14:00:00,BTCUSDT,SHORT,0.00012993681199488437,Binance,8396.01,0.0010909507728771692
2018-05-25 05:00:00,BTCUSDT,LONG,0.00014284551742679263,Binance,7622.01,0.001089859822104292
2018-05-25 10:00:00,BTCUSDT,SHORT,0.00014284551742679263,Binance,7353.87,0.0010504673652393674
2018-05-26 04:00:00,BTCUSDT,LONG,0.00014194750338175014,Binance,7385.6,0.0010494168978741282
2018-05-26 22:00:00,BTCUSDT,SHORT,0.00014194750338175014,Binance,7327.28,0.0010400891025790302
2018-05-27 20:00:00,BTCUSDT,LONG,0.00014203437862101743,Binance,7308.16,0.0010390490134764513
2018-05-27 23:00:00,BTCUSDT,SHORT,0.00014203437862101743,Binance,7338.99,0.0010423888843558607
2018-05-28 01:00:00,BTCUSDT,LONG,0.00014112261979370037,Binance,7371.64,0.0010413464954715048
2018-05-28 05:00:00,BTCUSDT,SHORT,0.00014112261979370037,Binance,7185.58,0.0010140478743372176
