AOStrategy_23,tickers,['BTCUSDT'],initial equity,1.0,frequency,60 min
2018-05-29 11:00:00,BTCUSDT,LONG,0.00013665596657620605,Binance,7405.61,0.0010130338264628803
2018-05-30 14:00:00,BTCUSDT,SHORT,0.00013665596657620605,Binance,7374.45,0.0010077625927179027
2018-05-31 06:00:00,BTCUSDT,LONG,0.0001329296083403242,Binance,7566.02,0.0010067548301251849
2018-06-01 02:00:00,BTCUSDT,SHORT,0.0001329296083403242,Binance,7487.82,0.0009953529799228463
2018-06-01 08:00:00,BTCUSDT,LONG,0.00013079380705369677,Binance,7594.88,0.0009943576269429233
2018-06-01 11:00:00,BTCUSDT,SHORT,0.00013079380705369677,Binance,7361.39,0.0009628242233070129
2018-06-02 06:00:00,BTCUSDT,LONG,0.00012567513800659466,Binance,7645.9,0.0009618613990837057
2018-06-03 04:00:00,BTCUSDT,SHORT,0.00012567513800659466,Binance,7645.28,0.000960821619099058
2018-06-03 06:00:00,BTCUSDT,LONG,0.00012405505776238985,Binance,7729.64,0.0009598607974799591
2018-06-04 04:00:00,BTCUSDT,SHORT,0.00012405505776238985,Binance,7699.01,0.0009551011302632171
2018-06-05 15:00:00,BTCUSDT,LONG,0.00012579920300587966,Binance,7577.09,0.0009541460291329537
2018-06-06 16:00:00,BTCUSDT,SHORT,0.00012579920300587966,Binance,7516.99,0.0009456313510031673
2018-06-06 21:00:00,BTCUSDT,LONG,0.00012312358319221711,Binance,7664.99,0.0009446857196521644
2018-06-07 22:00:00,BTCUSDT,SHORT,0.00012312358319221711,Binance,7659.39,0.0009430515418666359
2018-06-09 01:00:00,BTCUSDT,LONG,0.0001229416635644225,Binance,7655.39,0.0009421084903247692
2018-06-09 13:00:00,BTCUSDT,SHORT,0.0001229416635644225,Binance,7584.79,0.0009324867003867963
2018-06-11 18:00:00,BTCUSDT,LONG,0.0001380680233984029,Binance,6740.32,0.0009315542136864095
2018-06-12 16:00:00,BTCUSDT,SHORT,0.0001380680233984029,Binance,6727.0,0.0009287835934010563
2018-06-14 07:00:00,BTCUSDT,LONG,0.00014309750308337632,Binance,6477.59,0.0009278548098076554
2018-06-15 14:00:00,BTCUSDT,SHORT,0.00014309750308337632,Binance,6527.0,0.0009339974026251973
2018-06-16 18:00:00,BTCUSDT,LONG,0.00014322838688035484,Binance,6508.0,0.0009330634052225719
2018-06-17 14:00:00,BTCUSDT,SHORT,0.00014322838688035484,Binance,6475.0,0.0009274038050502976
2018-06-18 16:00:00,BTCUSDT,LONG,0.0001392862135672958,Binance,6644.95,0.0009264764012452474
2018-06-20 00:00:00,BTCUSDT,SHORT,0.0001392862135672958,Binance,6670.0,0.0009290390444938629
2018-06-20 14:00:00,BTCUSDT,LONG,0.00013723747867743822,Binance,6756.04,0.000928110005449369
2018-06-21 15:00:00,BTCUSDT,SHORT,0.00013723747867743822,Binance,6713.96,0.0009214069423411731
2018-06-23 18:00:00,BTCUSDT,LONG,0.00015025572710186815,Binance,6120.0,0.000920485535398832
2018-06-23 20:00:00,BTCUSDT,SHORT,0.00015025572710186815,Binance,6129.05,0.000920924864193705
2018-06-23 21:00:00,BTCUSDT,LONG,0.0001479382185599927,Binance,6212.62,0.0009200039393295113
2018-06-24 04:00:00,BTCUSDT,SHORT,0.0001479382185599927,Binance,5877.68,0.0008695335084656978
2018-06-24 21:00:00,BTCUSDT,LONG,0.00014108175909034043,Binance,6151.01,0.0008686639749572321
2018-06-26 12:00:00,BTCUSDT,SHORT,0.00014108175909034043,Binance,6209.99,0.0008761163131334231
2018-06-27 21:00:00,BTCUSDT,LONG,0.00014292847676722017,Binance,6117.5,0.0008752401968202897
2018-06-28 13:00:00,BTCUSDT,SHORT,0.00014292847676722017,Binance,6110.13,0.0008733115737496951
2018-06-29 21:00:00,BTCUSDT,LONG,0.0001472983523627253,Binance,5917.01,0.0008724382621759454
2018-06-30 23:00:00,BTCUSDT,SHORT,0.0001472983523627253,Binance,6390.07,0.00094124678248248
2018-07-01 12:00:00,BTCUSDT,LONG,0.00014792035092848062,Binance,6350.48,0.0009403055356999976
2018-07-01 14:00:00,BTCUSDT,SHORT,0.00014792035092848062,Binance,6285.38,0.0009297356153188535
2018-07-02 10:00:00,BTCUSDT,LONG,0.00014644085386073194,Binance,6336.19,0.0009288058797035347
2018-07-03 11:00:00,BTCUSDT,SHORT,0.00014644085386073194,Binance,6576.51,0.0009630697398236423
2018-07-04 13:00:00,BTCUSDT,LONG,0.00014316658351251065,Binance,6713.47,0.0009621066700838187
2018-07-05 11:00:00,BTCUSDT,SHORT,0.00014316658351251065,Binance,6614.66,0.0009469982732968638
2018-07-06 15:00:00,BTCUSDT,LONG,0.00014396097245069592,Binance,6565.01,0.0009460512750235668
2018-07-07 13:00:00,BTCUSDT,SHORT,0.00014396097245069592,Binance,6531.91,0.0009403401155604252
2018-07-07 23:00:00,BTCUSDT,LONG,0.00013888754675452937,Binance,6756.98,0.0009393997754448647
2018-07-08 23:00:00,BTCUSDT,SHORT,0.00013888754675452937,Binance,6712.1,0.0009322271025710767
2018-07-09 21:00:00,BTCUSDT,LONG,0.00013832304700150117,Binance,6726.02,0.0009312948754685055
2018-07-09 23:00:00,BTCUSDT,SHORT,0.00013832304700150117,Binance,6662.12,0.0009215247378896409
2018-07-11 19:00:00,BTCUSDT,LONG,0.00014495540451606796,Binance,6344.59,0.0009206032131517514
2018-07-11 22:00:00,BTCUSDT,SHORT,0.00014495540451606796,Binance,6360.11,0.000921932317816689
2018-07-11 23:00:00,BTCUSDT,LONG,0.00014425827485640223,Binance,6378.07,0.0009210103854988722
2018-07-12 05:00:00,BTCUSDT,SHORT,0.00014425827485640223,Binance,6328.97,0.0009130062938179242
2018-07-13 04:00:00,BTCUSDT,LONG,0.0001458590033994849,Binance,6247.0,0.0009120932875241063
2018-07-13 21:00:00,BTCUSDT,SHORT,0.0001458590033994849,Binance,6218.39,0.000907008168149323
2018-07-14 16:00:00,BTCUSDT,LONG,0.0001443920266232136,Binance,6269.01,0.0009061011599811736
2018-07-18 22:00:00,BTCUSDT,SHORT,0.0001443920266232136,Binance,7362.19,0.001063041534485157
2018-07-19 16:00:00,BTCUSDT,LONG,0.00014395068038775048,Binance,7370.0,0.0010619784929506717
2018-07-20 07:00:00,BTCUSDT,SHORT,0.00014395068038775048,Binance,7447.77,0.0010721115588714764
2018-07-20 11:00:00,BTCUSDT,LONG,0.0001425740584657902,Binance,7504.65,0.0010710394473126051
2018-07-20 17:00:00,BTCUSDT,SHORT,0.0001425740584657902,Binance,7328.66,0.0010448767993158981
2018-07-21 15:00:00,BTCUSDT,LONG,0.00014107687892847255,Binance,7391.63,0.0010438319225165823
2018-07-22 21:00:00,BTCUSDT,SHORT,0.00014107687892847255,Binance,7371.01,0.0010398790853505607
2018-07-23 02:00:00,BTCUSDT,LONG,0.0001357485483437512,Binance,7645.02,0.0010388392062652102
2018-07-25 19:00:00,BTCUSDT,SHORT,0.0001357485483437512,Binance,8242.69,0.0011189332019475547
2018-07-26 06:00:00,BTCUSDT,LONG,0.0001350459673500046,Binance,8269.01,0.0011178142687456071
2018-07-26 20:00:00,BTCUSDT,SHORT,0.0001350459673500046,Binance,8145.72,0.0011000466371622795
2018-07-27 18:00:00,BTCUSDT,LONG,0.00013276314379525423,Binance,8269.22,0.0010989465905251173
2018-07-28 13:00:00,BTCUSDT,SHORT,0.00013276314379525423,Binance,8150.01,0.00108202094956276
2018-07-28 23:00:00,BTCUSDT,LONG,0.0001312890867016554,Binance,8225.04,0.0010809389286131972
2018-07-29 14:00:00,BTCUSDT,SHORT,0.0001312890867016554,Binance,8215.97,0.0010786671976682
2018-07-30 02:00:00,BTCUSDT,LONG,0.000131281501989027,Binance,8200.02,0.0010775885304705316
2018-07-30 06:00:00,BTCUSDT,SHORT,0.000131281501989027,Binance,8148.96,0.0010698077084485013
Sharpe Ratio,Sortino Ratio,Information Ratio,Max Drawdown,Max Drawdown Duration,Total Returns,Annualized Returns,Compound Annual Growth Rate
0.754,1.419,-0.487,2641.344%,2350*60mins,6.874%,20.565%,22.005%
Trades Num,Trade Winning,Average Trade,Average Win,Average Loss,Best Trade,Worst Trade,Worst Trade Date,Avg Days in Trade
65,35.385%,0.356%,3.162%,-1.181%,17.438%,-5.391%,0 days 07:00:00,0 days 23:11:05
