BOLL_EMVStrategy_65_0.24298_33_115_17,tickers,['BTCUSDT'],initial equity,1.0,frequency,60 min
Start date,2018-04-01 00:00:00,End date,2018-09-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-04-03 02:00:00,BTCUSDT,LONG,0.00013933073825765448,Binance,7169.99,0.001
2018-04-04 09:00:00,BTCUSDT,CLOSE,0.00013933073825765448,Binance,7085.12,0.0009871750002440728
2018-04-07 14:00:00,BTCUSDT,LONG,0.00014363633728219639,Binance,6859.0,0.000986187825243829
2018-04-07 23:00:00,BTCUSDT,CLOSE,0.00014363633728219639,Binance,6895.8,0.00099048745463057
2018-04-09 09:00:00,BTCUSDT,LONG,0.00013969862495884162,Binance,7076.0,0.0009894969671759392
2018-04-09 10:00:00,BTCUSDT,CLOSE,0.00013969862495884162,Binance,6782.0,0.0009474360744708639
2018-04-11 13:00:00,BTCUSDT,LONG,0.0001361493342238677,Binance,6944.89,0.000946488638396393
2018-04-12 06:00:00,BTCUSDT,CLOSE,0.0001361493342238677,Binance,6776.4,0.000922602348434617
2018-04-12 09:00:00,BTCUSDT,LONG,0.00013439781204469664,Binance,6850.99,0.0009216797460861824
2018-04-16 05:00:00,BTCUSDT,CLOSE,0.00013439781204469664,Binance,8036.43,0.0010800786086503616
2018-04-20 07:00:00,BTCUSDT,LONG,0.00012955810315562068,Binance,8319.97,0.001078998530041711
2018-04-25 12:00:00,BTCUSDT,CLOSE,0.00012955810315562068,Binance,9129.89,0.0011828512304194697
2018-04-28 12:00:00,BTCUSDT,LONG,0.00012587736184629258,Binance,9378.07,0.00118166837918905
2018-04-28 22:00:00,BTCUSDT,CLOSE,0.00012587736184629258,Binance,9359.01,0.0011780874882930709
2018-04-30 17:00:00,BTCUSDT,LONG,0.00012588142306252387,Binance,9340.0,0.0011769094008047777
2018-04-30 18:00:00,BTCUSDT,CLOSE,0.00012588142306252387,Binance,9350.0,0.0011769913056345982
2018-05-03 16:00:00,BTCUSDT,LONG,0.00012219118246881706,Binance,9613.12,0.0011758143143289638
2018-05-06 06:00:00,BTCUSDT,CLOSE,0.00012219118246881706,Binance,9685.63,0.0011834985826554485
2018-05-13 15:00:00,BTCUSDT,LONG,0.00013693499147744711,Binance,8625.5,0.001182315084072793
2018-05-14 03:00:00,BTCUSDT,CLOSE,0.00013693499147744711,Binance,8390.0,0.0011488845784957814
2018-05-14 13:00:00,BTCUSDT,LONG,0.0001320953868920931,Binance,8680.0,0.0011477356939172856
2018-05-15 14:00:00,BTCUSDT,CLOSE,0.0001320953868920931,Binance,8500.0,0.0011228107885827914
2018-05-20 03:00:00,BTCUSDT,LONG,0.00013589177443377705,Binance,8246.02,0.0011216879777942086
2018-05-22 01:00:00,BTCUSDT,CLOSE,0.00013589177443377705,Binance,8274.0,0.0011243685416650712
2018-05-29 11:00:00,BTCUSDT,LONG,0.00015152309248668008,Binance,7405.61,0.0011232441731234063
2018-06-01 11:00:00,BTCUSDT,CLOSE,0.00015152309248668008,Binance,7361.39,0.001115420577800522
2018-06-01 22:00:00,BTCUSDT,LONG,0.00014808327585266295,Binance,7517.33,0.0011143051572227215
2018-06-04 06:00:00,BTCUSDT,CLOSE,0.00014808327585266295,Binance,7578.76,0.001122287607701128
2018-06-07 04:00:00,BTCUSDT,LONG,0.000145333631961412,Binance,7706.71,0.001121165320093427
2018-06-08 07:00:00,BTCUSDT,CLOSE,0.000145333631961412,Binance,7627.88,0.0011085875045658154
2018-06-14 23:00:00,BTCUSDT,LONG,0.00016672314234584618,Binance,6635.98,0.0011074789170612495
2018-06-15 22:00:00,BTCUSDT,CLOSE,0.00016672314234584618,Binance,6403.74,0.001067651655565789
2018-06-16 22:00:00,BTCUSDT,LONG,0.00016310596125417522,Binance,6532.67,0.001066584003910223
2018-06-16 23:00:00,BTCUSDT,CLOSE,0.00016310596125417522,Binance,6483.98,0.0010575757906528468
2018-06-17 03:00:00,BTCUSDT,LONG,0.00016138558052711496,Binance,6540.0,0.0010565182148621942
