MACD_ADXStrategy_22_40_78,tickers,['BTCUSDT'],initial equity,1.0,frequency,60 min
Start date,2018-04-01 00:00:00,End date,2018-09-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-05-15 19:00:00,BTCUSDT,LONG,0.00010870521194391717,Binance,8554.99,0.000930902904032124
2018-05-15 23:00:00,BTCUSDT,SHORT,0.00010870521194391717,Binance,8462.0,0.000919863503469427
2018-05-19 11:00:00,BTCUSDT,LONG,0.00010973176162862316,Binance,8366.08,0.0009189436399659577
2018-05-19 12:00:00,BTCUSDT,SHORT,0.00010973176162862316,Binance,8344.02,0.0009156040136644643
2018-05-19 19:00:00,BTCUSDT,LONG,0.00011002203649459916,Binance,8305.37,0.0009146884096507999
2018-05-19 20:00:00,BTCUSDT,SHORT,0.00011002203649459916,Binance,8254.13,0.0009081361920911657
2018-05-20 16:00:00,BTCUSDT,LONG,0.00010669413847236241,Binance,8494.57,0.0009072280558990745
2018-05-22 00:00:00,BTCUSDT,SHORT,0.00010669413847236241,Binance,8350.0,0.0008908960562442261
2018-05-29 18:00:00,BTCUSDT,LONG,0.00011925115614751883,Binance,7455.82,0.0008900051601879818
2018-05-30 16:00:00,BTCUSDT,SHORT,0.00011925115614751883,Binance,7296.99,0.0008701744938968834
2018-05-30 23:00:00,BTCUSDT,LONG,0.00011773857437995643,Binance,7375.96,0.0008693043194029865
2018-05-31 00:00:00,BTCUSDT,SHORT,0.00011773857437995643,Binance,7368.96,0.0008676108450629237
2018-05-31 16:00:00,BTCUSDT,LONG,0.00011465540751293936,Binance,7551.99,0.0008667432342178608
2018-06-01 15:00:00,BTCUSDT,SHORT,0.00011465540751293936,Binance,7447.3,0.0008538732163711134
2018-06-02 10:00:00,BTCUSDT,LONG,0.00011124886733832736,Binance,7660.0,0.0008530193431547423
2018-06-04 11:00:00,BTCUSDT,SHORT,0.00011124886733832736,Binance,7505.0,0.0008349227493741468
2018-06-07 01:00:00,BTCUSDT,LONG,0.0001078253397531963,Binance,7727.81,0.0008340878266247727
2018-06-07 04:00:00,BTCUSDT,SHORT,0.0001078253397531963,Binance,7706.71,0.0008309786241293554
2018-06-07 12:00:00,BTCUSDT,LONG,0.00010762180653136522,Binance,7705.85,0.000830147645505226
2018-06-08 09:00:00,BTCUSDT,SHORT,0.00010762180653136522,Binance,7618.19,0.0008198833702991812
2018-06-09 11:00:00,BTCUSDT,LONG,0.00010717005261839253,Binance,7635.01,0.000819063486928882
2018-06-09 12:00:00,BTCUSDT,SHORT,0.00010717005261839253,Binance,7603.15,0.0008148299855655311
2018-06-17 03:00:00,BTCUSDT,LONG,0.00012434268202207732,Binance,6540.0,0.0008140151555799656
2018-06-17 08:00:00,BTCUSDT,SHORT,0.00012434268202207732,Binance,6513.4,0.0008098936250825983
2018-06-17 11:00:00,BTCUSDT,LONG,0.00012419689701245975,Binance,6508.01,0.0008090837314575158
2018-06-17 12:00:00,BTCUSDT,SHORT,0.00012419689701245975,Binance,6455.37,0.0008017369230673224
2018-06-17 19:00:00,BTCUSDT,LONG,0.0001226483068878632,Binance,6523.81,0.0008009351861442552
2018-06-17 22:00:00,BTCUSDT,SHORT,0.0001226483068878632,Binance,6483.0,0.0007951289735540171
2018-06-18 21:00:00,BTCUSDT,LONG,0.00011803336760407652,Binance,6723.01,0.000794333844580463
2018-06-20 07:00:00,BTCUSDT,SHORT,0.00011803336760407652,Binance,6627.95,0.0007823192588114389
2018-06-21 02:00:00,BTCUSDT,LONG,0.00011518148650037691,Binance,6778.48,0.0007815369395526275
2018-06-22 01:00:00,BTCUSDT,SHORT,0.00011518148650037691,Binance,6637.59,0.0007645274829800368
2018-06-26 03:00:00,BTCUSDT,LONG,0.0001228664124324773,Binance,6209.99,0.0007637629554970567
2018-06-26 06:00:00,BTCUSDT,SHORT,0.0001228664124324773,Binance,6209.99,0.0007629991925415596
2018-06-26 12:00:00,BTCUSDT,LONG,0.00012262080247402477,Binance,6209.99,0.0007622361933490181
2018-06-26 13:00:00,BTCUSDT,SHORT,0.00012262080247402477,Binance,6170.03,0.0007565740298888071
2018-06-28 08:00:00,BTCUSDT,LONG,0.0001234365928401274,Binance,6117.0,0.0007558174558589182
2018-06-28 14:00:00,BTCUSDT,SHORT,0.0001234365928401274,Binance,6123.0,0.0007558022579601001
2018-06-28 18:00:00,BTCUSDT,LONG,0.0001235318101303523,Binance,6106.05,0.00075504645570214
2018-06-28 19:00:00,BTCUSDT,SHORT,0.0001235318101303523,Binance,6088.1,0.0007520740132545979
2018-06-30 03:00:00,BTCUSDT,LONG,0.0001179030187405124,Binance,6366.0,0.0007513219392413433
2018-07-01 13:00:00,BTCUSDT,SHORT,0.0001179030187405124,Binance,6344.11,0.0007479897202218721
2018-07-02 14:00:00,BTCUSDT,LONG,0.00011288322190164625,Binance,6612.98,0.0007472417305016502
2018-07-04 02:00:00,BTCUSDT,SHORT,0.00011288322190164625,Binance,6524.01,0.0007364512685185591
2018-07-04 21:00:00,BTCUSDT,LONG,0.00010984609189862646,Binance,6690.99,0.0007357148172500406
2018-07-05 19:00:00,BTCUSDT,SHORT,0.00010984609189862646,Binance,6510.32,0.0007151332090094657
2018-07-07 02:00:00,BTCUSDT,LONG,0.00010826831620264228,Binance,6591.99,0.0007144180758004563
2018-07-07 18:00:00,BTCUSDT,SHORT,0.00010826831620264228,Binance,6559.03,0.0007101351340226168
2018-07-07 23:00:00,BTCUSDT,LONG,0.00010488643948771575,Binance,6756.98,0.0007094249988885942
2018-07-09 13:00:00,BTCUSDT,SHORT,0.00010488643948771575,Binance,6729.4,0.0007058228058886343
2018-07-15 05:00:00,BTCUSDT,LONG,0.00011202799477396984,Binance,6287.82,0.0007051169830827457
2018-07-19 09:00:00,BTCUSDT,SHORT,0.00011202799477396984,Binance,7411.49,0.0008302943629873297
2018-07-20 00:00:00,BTCUSDT,LONG,0.00011187650685471081,Binance,7406.69,0.0008294640686243425
2018-07-20 23:00:00,BTCUSDT,SHORT,0.00011187650685471081,Binance,7337.53,0.0008208972253416463
2018-07-22 02:00:00,BTCUSDT,LONG,0.00011032595253134194,Binance,7425.78,0.0008200763281163046
2018-07-26 01:00:00,BTCUSDT,SHORT,0.00011032595253134194,Binance,8218.53,0.0009067171506574098
2018-07-30 03:00:00,BTCUSDT,LONG,0.00011046050688690038,Binance,8192.11,0.0009058104335067524
2018-07-30 04:00:00,BTCUSDT,SHORT,0.00011046050688690038,Binance,8186.62,0.0009042981948904364
Sharpe Ratio,Sortino Ratio,Max Drawdown,Max Drawdown Duration,Total Returns,Annualized Returns,Compound Annual Growth Rate
-0.5483541098880935,-0.7313362085183225,31.00937377281389,2517,-0.09660610330445407,-0.2734311679958054,-0.24990556053784796
Trades,Trade Winning,Average Trade,Average Win,Average Loss,Best Trade,Worst Trade,Worst Trade Date,Avg Days in Trade
47,0.23404255319148937,0.00039530615459424615,0.03923624978810205,-0.011472759955644249,0.17870581537003288,-0.04176993273351843,1 days 12:00:00,0 days 20:52:20
