,Parameters,Target
97,"[44.0, 2.888299128647272]",1.1410020626047759
98,"[42.0, 2.996653443161723]",1.4067484630280216
99,"[171.0, 2.987450812716774]",1.0177941537895983
100,"[167.0, 0.1037077846041849]",1.137508965288741
101,"[235.0, 1.591984812806285]",0.819094997552394
102,"[237.0, 1.5359227162791815]",1.0859637760367118
103,"[160.0, 0.10170451700772018]",1.1269991069537193
104,"[154.0, 0.4890401893619728]",1.5061249972961557
105,"[153.0, 1.484566019343258]",1.0388217753145872
106,"[155.0, 0.10719469271896462]",0.8764288950493895
107,"[153.0, 0.10158164229147246]",0.7816957511907212
108,"[74.0, 2.4457439353694856]",0.5707760867465796
109,"[74.0, 2.9935337208586503]",1.499596858277629
