MOMStrategy,tickers,"['BTCUSDT', 'CMTBNB', 'CMTBTC', 'CMTETH', 'ETHUSDT', 'LTCUSDT', 'VENBNB', 'VENBTC', 'VENETH']",initial equity,1.0,frequency,60 min
Start date,2018-01-01 00:00:00,End date,2018-09-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-01-01 21:00:00,CMTBTC,LONG,12783.10665590665,Binance,1.9e-05,0.0004867315159563654
2018-01-01 23:00:00,BTCUSDT,SHORT,1.784004716364537e-05,Binance,13380.0,0.00047739966209915007
2018-01-01 23:00:00,VENBTC,LONG,1312.8609339262296,Binance,0.00018109000000000002,0.0004764448627749518
2018-01-02 00:00:00,VENBTC,SHORT,1312.8609339262296,Binance,0.00018089,0.00047496682867583136
2018-01-02 00:00:00,ETHUSDT,LONG,0.00030141757857917443,Binance,784.74,0.00047401689501847964
2018-01-02 01:00:00,CMTETH,SHORT,714.3710887444522,Binance,0.00030919,0.00044175279385779434
2018-01-02 01:00:00,LTCUSDT,LONG,0.0009300096167692634,Binance,236.55,0.00044086928827007874
2018-01-02 10:00:00,ETHUSDT,SHORT,0.00030141757857917443,Binance,848.5,0.000511505630848859
2018-01-02 10:00:00,CMTETH,LONG,713.152179999422,Binance,0.00035719,0.0005104826195871613
2018-01-02 11:00:00,LTCUSDT,SHORT,0.0009300096167692634,Binance,240.0,0.0004464046160492464
2018-01-02 11:00:00,BTCUSDT,LONG,1.6479643558321484e-05,Binance,13490.0,0.0004455118068171479
2018-01-02 12:00:00,BTCUSDT,SHORT,1.6479643558321484e-05,Binance,13489.04,0.00044458914228788174
2018-01-02 12:00:00,LTCUSDT,LONG,0.0008927672662808454,Binance,248.0,0.000443699964003306
2018-01-02 14:00:00,CMTBNB,SHORT,8.086325135157978,Binance,0.035140000000000005,0.0005683069304989028
2018-01-02 14:00:00,VENETH,LONG,98.80084621292659,Binance,0.00286453,0.000567170316637905
2018-01-02 15:00:00,CMTBTC,SHORT,12783.10665590665,Binance,2.2490000000000003e-05,0.0005749841373826811
2018-01-02 15:00:00,CMTBNB,LONG,8.009601409366434,Binance,0.035750000000000004,0.0005738341691079159
2018-01-02 16:00:00,LTCUSDT,SHORT,0.0008927672662808454,Binance,249.2,0.00044495520551437334
2018-01-02 16:00:00,CMTBTC,LONG,10141.353879019172,Binance,2.1850000000000003e-05,0.0004440652951033446
2018-01-02 17:00:00,VENETH,SHORT,98.80084621292659,Binance,0.00282184,0.0005576003597549695
2018-01-02 17:00:00,ETHUSDT,LONG,0.00032003283970898755,Binance,867.68,0.0005564851590354595
2018-01-02 18:00:00,CMTBTC,SHORT,10141.353879019172,Binance,2.0790000000000003e-05,0.0004216774942896173
2018-01-02 18:00:00,ETHUSDT,SHORT,0.00032003283970898755,Binance,854.93,0.0005472113513048095
2018-01-02 18:00:00,BTCUSDT,LONG,1.6546933569400402e-05,Binance,14580.0,0.00048347553395161895
2018-01-02 18:00:00,LTCUSDT,LONG,0.0009825057684457658,Binance,245.55,0.00048347553395161884
2018-01-02 19:00:00,CMTBNB,SHORT,8.009601409366434,Binance,0.03597,0.0005762107253898213
2018-01-02 19:00:00,VENETH,LONG,101.69510462293495,Binance,0.00282171,0.0005750583039390417
2018-01-02 20:00:00,CMTETH,SHORT,713.152179999422,Binance,0.00036308,0.0005178625870283803
2018-01-02 20:00:00,ETHUSDT,LONG,0.00030217418780426655,Binance,853.47,0.0005168268618543234
2018-01-02 21:00:00,LTCUSDT,SHORT,0.0009825057684457658,Binance,247.34,0.0004860259535347515
2018-01-02 21:00:00,ETHUSDT,SHORT,0.00030217418780426655,Binance,860.53,0.000520059907662411
2018-01-02 21:00:00,VENBNB,LONG,0.8492080865218803,Binance,0.295,0.0005020368447373841
2018-01-02 21:00:00,CMTBNB,LONG,6.606444765927074,Binance,0.03792,0.0005020368447373841
2018-01-02 22:00:00,VENBNB,SHORT,0.8492080865218803,Binance,0.2938,0.0004989946716402569
2018-01-02 22:00:00,CMTETH,LONG,649.1140831862476,Binance,0.00038283,0.0004979966822969763
2018-01-03 01:00:00,BTCUSDT,SHORT,1.6546933569400402e-05,Binance,14820.02,0.0004904517728743707
2018-01-03 01:00:00,CMTBTC,LONG,9738.674792463411,Binance,2.508e-05,0.000489470869328622
2018-01-03 02:00:00,VENETH,SHORT,101.69510462293495,Binance,0.00315155,0.0006409944139488213
2018-01-03 02:00:00,VENBNB,LONG,0.997863395233951,Binance,0.3199,0.0006397124251209237
2018-01-03 03:00:00,VENBNB,SHORT,0.997863395233951,Binance,0.3069,0.0006124885519945991
2018-01-03 03:00:00,VENETH,LONG,97.68846965148839,Binance,0.00312238,0.00061126357489061
2018-01-03 04:00:00,VENETH,SHORT,97.68846965148839,Binance,0.00315824,0.0006170472647842334
2018-01-03 04:00:00,VENBNB,LONG,0.9773879515174231,Binance,0.3144,0.000615813170254665
2018-01-03 11:00:00,CMTBNB,SHORT,6.606444765927074,Binance,0.04646,0.0006138708476499438
2018-01-03 11:00:00,VENBNB,SHORT,0.9773879515174231,Binance,0.3214,0.0006282649752353996
2018-01-03 11:00:00,VENBTC,LONG,1649.475025514764,Binance,0.00018751,0.0006198257756197863
2018-01-03 11:00:00,VENETH,LONG,96.80534022981952,Binance,0.003195,0.0006198257756197863
2018-01-03 12:00:00,VENETH,SHORT,96.80534022981952,Binance,0.0032027600000000002,0.0006200885429489136
2018-01-03 12:00:00,CMTBNB,LONG,6.618202626781929,Binance,0.04666000000000001,0.0006188483658630157
2018-01-03 16:00:00,CMTBNB,SHORT,6.618202626781929,Binance,0.04973,0.0006582464332597306
2018-01-03 16:00:00,VENETH,LONG,97.65404868766436,Binance,0.00335683,0.0006569299403932112
2018-01-03 18:00:00,CMTETH,SHORT,649.1140831862476,Binance,0.0004913200000000001,0.0006378454627021345
2018-01-03 18:00:00,CMTBTC,SHORT,9738.674792463411,Binance,3.078e-05,0.0005995128202240476
2018-01-03 18:00:00,VENBNB,LONG,0.8703487282680855,Binance,0.354,0.0006174417831801649
2018-01-03 18:00:00,ETHUSDT,LONG,0.0003334489007531491,Binance,923.99,0.0006174417831801649
2018-01-03 19:00:00,VENETH,SHORT,97.65404868766436,Binance,0.00341596,0.0006671646483102279
2018-01-03 19:00:00,ETHUSDT,SHORT,0.0003334489007531491,Binance,917.64,0.0006119720985742395
2018-01-03 19:00:00,CMTBTC,LONG,9937.794980061753,Binance,3.2050000000000007e-05,0.0006382892366953492
2018-01-03 19:00:00,CMTBNB,LONG,6.012956939984505,Binance,0.05297,0.0006382892366953492
2018-01-03 20:00:00,CMTBTC,SHORT,9937.794980061753,Binance,3.0770000000000005e-05,0.0006115719030730005
2018-01-03 20:00:00,VENETH,LONG,83.18307925016056,Binance,0.00366137,0.0006103487592668545
2018-01-03 21:00:00,CMTBNB,SHORT,6.012956939984505,Binance,0.05253000000000001,0.0006317212561147723
2018-01-03 21:00:00,CMTBTC,LONG,9893.032987033608,Binance,3.180000000000001e-05,0.0006304578136025427
2018-01-03 22:00:00,VENETH,SHORT,83.18307925016056,Binance,0.00371997,0.0006188771186364396
2018-01-03 22:00:00,CMTBNB,LONG,5.454903413012109,Binance,0.0565,0.0006176393643991667
2018-01-03 23:00:00,VENBNB,SHORT,0.8703487282680855,Binance,0.38130000000000003,0.0006637279401772421
2018-01-03 23:00:00,CMTETH,LONG,579.8502590417285,Binance,0.0005700400000000001,0.0006624004842968877
2018-01-04 01:00:00,CMTETH,SHORT,579.8502590417285,Binance,0.0005700000000000001,0.0006610292953075706
2018-01-04 01:00:00,VENBNB,LONG,0.8497519646922063,Binance,0.3874,0.0006597072367169553
2018-01-04 02:00:00,VENBNB,SHORT,0.8497519646922063,Binance,0.37,0.0006288164538722326
2018-01-04 02:00:00,CMTETH,LONG,558.9901138167465,Binance,0.00056021,0.0006275588209644881
2018-01-04 03:00:00,VENBTC,SHORT,1649.475025514764,Binance,0.00022689999999999999,0.0007485317665785998
2018-01-04 03:00:00,VENETH,LONG,100.91510783174313,Binance,0.0036939,0.0007470347030454428
2018-01-04 04:00:00,CMTBTC,SHORT,9893.032987033608,Binance,3.312e-05,0.0006553145050611063
2018-01-04 04:00:00,CMTETH,SHORT,558.9901138167465,Binance,0.00052998,0.0005925071610411986
2018-01-04 04:00:00,VENBTC,LONG,1398.95921963593,Binance,0.00022209999999999998,0.0006226630113850501
2018-01-04 04:00:00,VENBNB,LONG,0.8359129477566317,Binance,0.37170000000000003,0.0006226630113850501
2018-01-04 05:00:00,VENETH,SHORT,100.91510783174313,Binance,0.00355936,0.0007183863964239865
2018-01-04 05:00:00,VENBTC,SHORT,1398.95921963593,Binance,0.00022209999999999998,0.00062141768536228
2018-01-04 05:00:00,VENBNB,SHORT,0.8359129477566317,Binance,0.37170000000000003,0.00062141768536228
2018-01-04 05:00:00,CMTBTC,LONG,9829.834566057874,Binance,3.312e-05,0.0006524331078714166
2018-01-04 05:00:00,CMTETH,LONG,614.2951070376936,Binance,0.00052998,0.0006524331078714167
2018-01-04 05:00:00,ETHUSDT,LONG,0.0003493064824392313,Binance,932.03,0.0006524331078714164
2018-01-04 07:00:00,CMTBNB,SHORT,5.454903413012109,Binance,0.052000000000000005,0.0005673099549532594
2018-01-04 07:00:00,CMTBTC,SHORT,9829.834566057874,Binance,3.2090000000000006e-05,0.0006308787824495946
2018-01-04 07:00:00,CMTETH,SHORT,614.2951070376936,Binance,0.00050288,0.0006178334468542307
2018-01-04 07:00:00,BTCUSDT,LONG,2.0440798295913495e-05,Binance,14748.0,0.0006041300466295235
2018-01-04 07:00:00,VENETH,LONG,83.55508373724885,Binance,0.00360793,0.0006041300466295235
2018-01-04 07:00:00,VENBTC,LONG,1321.9649766187167,Binance,0.00022804,0.0006041300466295233
2018-01-04 08:00:00,BTCUSDT,SHORT,2.0440798295913495e-05,Binance,14221.05,0.0005813792292122012
2018-01-04 08:00:00,VENBNB,LONG,0.7689987221942486,Binance,0.3765,0.0005802164707537768
2018-01-04 09:00:00,VENBNB,SHORT,0.7689987221942486,Binance,0.3688,0.0005672134574904778
2018-01-04 09:00:00,LTCUSDT,LONG,0.0012334007346833154,Binance,229.02,0.0005660790305754968
2018-01-04 10:00:00,LTCUSDT,SHORT,0.0012334007346833154,Binance,226.67,0.0005591498890613342
2018-01-04 10:00:00,VENBNB,LONG,0.7352990838455836,Binance,0.37870000000000004,0.0005580315892832115
2018-01-04 11:00:00,VENETH,SHORT,83.55508373724885,Binance,0.00360019,0.0006016283538400119
2018-01-04 11:00:00,LTCUSDT,LONG,0.0013061824198667435,Binance,229.38,0.0006004250971323318
2018-01-04 12:00:00,LTCUSDT,SHORT,0.0013061824198667435,Binance,226.69,0.0005921969855191842
2018-01-04 12:00:00,VENETH,LONG,78.81642075539172,Binance,0.0037418,0.0005910125915481458
2018-01-04 14:00:00,VENETH,SHORT,78.81642075539172,Binance,0.00353095,0.0005565936817325008
2018-01-04 14:00:00,CMTBTC,LONG,8414.838090168454,Binance,3.294e-05,0.0005554804943690358
2018-01-04 15:00:00,CMTBTC,SHORT,8414.838090168454,Binance,3.1100000000000004e-05,0.0005234029292084779
2018-01-04 15:00:00,VENETH,LONG,73.42414240892404,Binance,0.00355,0.0005223561233500609
2018-01-04 16:00:00,VENETH,SHORT,73.42414240892404,Binance,0.0037086800000000002,0.0005446132969382569
2018-01-04 16:00:00,CMTBTC,LONG,8164.3140006576095,Binance,3.3220000000000004e-05,0.0005435240703443804
2018-01-04 17:00:00,ETHUSDT,SHORT,0.0003493064824392313,Binance,986.64,0.0006892794956676865
2018-01-04 17:00:00,CMTBNB,LONG,6.257064662805307,Binance,0.054860000000000006,0.0006879009366763511
2018-01-04 19:00:00,VENBTC,SHORT,1321.9649766187167,Binance,0.000245,0.0006477628385431712
2018-01-04 19:00:00,VENBNB,SHORT,0.7352990838455836,Binance,0.397,0.0005838274725733934
2018-01-04 19:00:00,CMTETH,LONG,561.6718603973254,Binance,0.00054599,0.0006145635652471657
2018-01-04 19:00:00,VENETH,LONG,80.09089056339549,Binance,0.00382899,0.0006145635652471657
2018-01-04 20:00:00,CMTBTC,SHORT,8164.3140006576095,Binance,3.1950000000000004e-05,0.0005216996646420214
2018-01-04 20:00:00,CMTBNB,SHORT,6.257064662805307,Binance,0.052000000000000005,0.000650734724931752
2018-01-04 20:00:00,CMTETH,SHORT,561.6718603973254,Binance,0.00049901,0.0005605597501137387
2018-01-04 20:00:00,VENBTC,LONG,1128.149735362955,Binance,0.00025499999999999996,0.0005765093838027125
2018-01-04 20:00:00,VENBNB,LONG,0.7011410736474615,Binance,0.4103,0.0005765093838027124
2018-01-04 20:00:00,BTCUSDT,LONG,1.9439002212143325e-05,Binance,14799.02,0.0005765093838027122
2018-01-04 21:00:00,BTCUSDT,SHORT,1.9439002212143325e-05,Binance,14797.88,0.0005753120441100628
2018-01-04 21:00:00,CMTETH,LONG,552.9306557644347,Binance,0.00051816,0.0005741614200218428
2018-01-04 23:00:00,VENBTC,SHORT,1128.149735362955,Binance,0.000252,0.0005685874666229293
2018-01-04 23:00:00,BTCUSDT,LONG,1.8802546130436387e-05,Binance,15059.54,0.0005674502916896834
2018-01-05 00:00:00,BTCUSDT,SHORT,1.8802546130436387e-05,Binance,14906.01,0.0005605418812914922
2018-01-05 00:00:00,VENBTC,LONG,1069.4210549244367,Binance,0.00026103,0.0005594207975289092
2018-01-05 01:00:00,VENBNB,SHORT,0.7011410736474615,Binance,0.42,0.0005889585018638677
2018-01-05 01:00:00,VENBTC,SHORT,1069.4210549244367,Binance,0.0002501,0.0005349244116732032
2018-01-05 01:00:00,BTCUSDT,LONG,1.8606912855960386e-05,Binance,15040.0,0.0005608175738549985
2018-01-05 01:00:00,CMTBNB,LONG,5.16801420782353,Binance,0.054150000000000004,0.0005608175738549985
2018-01-05 02:00:00,CMTETH,SHORT,552.9306557644347,Binance,0.00046639,0.0005157626570839494
2018-01-05 02:00:00,CMTBNB,SHORT,5.16801420782353,Binance,0.05054,0.0005223828761268025
2018-01-05 02:00:00,LTCUSDT,LONG,0.0010704790289672455,Binance,241.48,0.0005180346210721652
2018-01-05 02:00:00,VENBNB,LONG,0.5874983543522965,Binance,0.44,0.0005180346210721652
2018-01-05 03:00:00,VENETH,SHORT,80.09089056339549,Binance,0.00411001,0.0006583487222489221
2018-01-05 03:00:00,BTCUSDT,SHORT,1.8606912855960386e-05,Binance,14965.37,0.0005569186708944078
2018-01-05 03:00:00,VENBTC,LONG,1101.1746585155834,Binance,0.0002748,0.0006064184291785218
2018-01-05 03:00:00,ETHUSDT,LONG,0.0003016946951277478,Binance,1003.01,0.0006064184291785218
2018-01-05 04:00:00,LTCUSDT,SHORT,0.0010704790289672455,Binance,236.28,0.0005058655699287615
2018-01-05 04:00:00,VENETH,LONG,63.13820405353948,Binance,0.00399001,0.000504853838788904
2018-01-05 05:00:00,VENBNB,SHORT,0.5874983543522965,Binance,0.4368,0.0005132385623621662
2018-01-05 05:00:00,ETHUSDT,SHORT,0.0003016946951277478,Binance,1008.99,0.0006088138608738926
2018-01-05 05:00:00,VENETH,SHORT,63.13820405353948,Binance,0.00404996,0.0005114144017773455
2018-01-05 05:00:00,CMTBTC,LONG,7789.617406782778,Binance,3.481e-05,0.0005433999637877926
2018-01-05 05:00:00,CMTBNB,LONG,4.846408971047515,Binance,0.05595000000000001,0.0005433999637877926
2018-01-05 05:00:00,LTCUSDT,LONG,0.001125131045353147,Binance,241.0,0.0005433999637877924
2018-01-05 06:00:00,CMTBTC,SHORT,7789.617406782778,Binance,3.345000000000001e-05,0.000521125404513768
2018-01-05 06:00:00,CMTBNB,SHORT,4.846408971047515,Binance,0.049830000000000006,0.00048299311805459537
2018-01-05 06:00:00,ETHUSDT,LONG,0.00024262641071134893,Binance,1030.5,0.0005010551427616133
2018-01-05 06:00:00,BTCUSDT,LONG,1.6721564399822706e-05,Binance,14952.34,0.0005010551427616133
2018-01-05 07:00:00,BTCUSDT,SHORT,1.6721564399822706e-05,Binance,14920.14,0.0004989761637287415
2018-01-05 07:00:00,CMTBTC,LONG,7369.250518660756,Binance,3.372e-05,0.000497978211401284
2018-01-05 08:00:00,CMTBTC,SHORT,7369.250518660756,Binance,3.1200000000000006e-05,0.00045984123236443125
2018-01-05 08:00:00,BTCUSDT,LONG,1.4846332201171456e-05,Binance,15424.81,0.0004589215498997024
2018-01-05 09:00:00,VENBTC,SHORT,1101.1746585155834,Binance,0.00024984,0.0005502349533670666
2018-01-05 09:00:00,VENETH,LONG,69.45660320004103,Binance,0.0039451700000000004,0.0005491344834603325
2018-01-05 11:00:00,VENETH,SHORT,69.45660320004103,Binance,0.00372004,0.0005167626843365613
2018-01-05 11:00:00,CMTETH,LONG,572.000734202343,Binance,0.00044991000000000003,0.0005157291589678882
2018-01-05 13:00:00,ETHUSDT,SHORT,0.00024262641071134893,Binance,978.09,0.0004746209321053266
2018-01-05 13:00:00,VENETH,LONG,60.43739060726204,Binance,0.00391086,0.00047367169024111594
2018-01-05 14:00:00,CMTETH,SHORT,572.000734202343,Binance,0.00045443,0.0005198685872871415
2018-01-05 14:00:00,ETHUSDT,LONG,0.00026364919112210254,Binance,981.97,0.0005188288501125672
2018-01-05 18:00:00,VENETH,SHORT,60.43739060726204,Binance,0.00372,0.0004496541861180296
2018-01-05 18:00:00,CMTETH,LONG,481.4014188562021,Binance,0.00046516,0.0004487548777457935
2018-01-05 19:00:00,LTCUSDT,SHORT,0.001125131045353147,Binance,243.36,0.0005476237823942837
2018-01-05 19:00:00,VENETH,LONG,70.28807703090672,Binance,0.00388,0.0005465285348294952
2018-01-05 20:00:00,ETHUSDT,SHORT,0.00026364919112210254,Binance,971.6,0.0005123231081884698
2018-01-05 20:00:00,LTCUSDT,LONG,0.0010522453603500402,Binance,242.47,0.0005112984619720927
2018-01-05 22:00:00,VENETH,SHORT,70.28807703090672,Binance,0.00367071,0.0005160142944762393
2018-01-05 22:00:00,ETHUSDT,LONG,0.00027599792786630164,Binance,931.08,0.0005149822658872869
2018-01-05 23:00:00,CMTETH,SHORT,481.4014188562021,Binance,0.00042906,0.0004131001855488841
2018-01-05 23:00:00,VENETH,LONG,54.75115267101768,Binance,0.0037574500000000003,0.00041227398517778636
2018-01-06 00:00:00,VENETH,SHORT,54.75115267101768,Binance,0.00379508,0.00041557000895745157
2018-01-06 00:00:00,CMTETH,LONG,459.65417466424304,Binance,0.00045024,0.00041473886893953664
2018-01-06 01:00:00,CMTETH,SHORT,459.65417466424304,Binance,0.00044392,0.00040809936243390156
2018-01-06 01:00:00,VENETH,LONG,53.70615605738819,Binance,0.00378419,0.0004072831637090337
2018-01-06 02:00:00,BTCUSDT,SHORT,1.4846332201171456e-05,Binance,16540.99,0.0004911460649525101
2018-01-06 02:00:00,VENETH,SHORT,53.70615605738819,Binance,0.00366699,0.00039387987440176386
2018-01-06 02:00:00,VENBTC,LONG,1007.0481374818514,Binance,0.00021883000000000002,0.0004416279437377827
2018-01-06 02:00:00,CMTBTC,LONG,8534.947479672872,Binance,2.582e-05,0.0004416279437377827
2018-01-06 03:00:00,CMTBTC,SHORT,8534.947479672872,Binance,2.59e-05,0.0004421102794470548
2018-01-06 03:00:00,VENETH,LONG,56.37740399895327,Binance,0.00390532,0.0004412260588881607
2018-01-06 04:00:00,ETHUSDT,SHORT,0.00027599792786630164,Binance,980.01,0.0005409614585765085
2018-01-06 04:00:00,CMTBTC,LONG,9594.013115883845,Binance,2.8080000000000002e-05,0.0005398795356593556
2018-01-06 05:00:00,VENETH,SHORT,56.37740399895327,Binance,0.00383585,0.00043251053025876977
2018-01-06 05:00:00,CMTETH,LONG,445.9443252379459,Binance,0.000483,0.0004316455091982522
2018-01-06 06:00:00,VENBTC,SHORT,1007.0481374818514,Binance,0.00022945,0.00046213439029042157
2018-01-06 06:00:00,ETHUSDT,LONG,0.00023230428044151662,Binance,990.7,0.00046121012150984075
2018-01-06 07:00:00,CMTBTC,SHORT,9594.013115883845,Binance,2.8e-05,0.0005372647344894953
2018-01-06 07:00:00,CMTETH,SHORT,445.9443252379459,Binance,0.00046809,0.0004174841584012602
2018-01-06 07:00:00,ETHUSDT,SHORT,0.00023230428044151662,Binance,992.02,0.00046090098456718666
2018-01-06 07:00:00,VENBNB,LONG,0.8749025443953959,Binance,0.2686,0.00047093952590100875
2018-01-06 07:00:00,VENBTC,LONG,971.1899137273354,Binance,0.00024197000000000002,0.00047093952590100875
2018-01-06 07:00:00,CMTBNB,LONG,7.5806072072452695,Binance,0.031,0.00047093952590100875
2018-01-06 08:00:00,VENBNB,SHORT,0.8749025443953959,Binance,0.25980000000000003,0.0004545993620678478
2018-01-06 08:00:00,CMTBNB,SHORT,7.5806072072452695,Binance,0.030590000000000003,0.00046378154893926565
2018-01-06 08:00:00,CMTBTC,LONG,8018.154460788298,Binance,2.852e-05,0.0004582720745925496
2018-01-06 08:00:00,CMTETH,LONG,483.81027635442445,Binance,0.00047266,0.0004582720745925496
2018-01-06 09:00:00,VENBTC,SHORT,971.1899137273354,Binance,0.00024299,0.0004719788742732105
2018-01-06 09:00:00,CMTETH,SHORT,483.81027635442445,Binance,0.00048322,0.00046757360347997003
2018-01-06 09:00:00,VENBNB,LONG,0.9015395241349505,Binance,0.2595,0.00046883668639883706
2018-01-06 09:00:00,CMTBNB,LONG,7.288146620343292,Binance,0.032100000000000004,0.00046883668639883706
2018-01-06 11:00:00,CMTBTC,SHORT,8018.154460788298,Binance,2.7550000000000002e-05,0.00044180031078943526
2018-01-06 11:00:00,VENBNB,SHORT,0.9015395241349505,Binance,0.2398,0.0004323783557751223
2018-01-06 11:00:00,VENBTC,LONG,913.2425515134945,Binance,0.00023835,0.00043621515461571427
2018-01-06 11:00:00,VENETH,LONG,55.17651765608147,Binance,0.003945,0.00043621515461571427
2018-01-06 12:00:00,LTCUSDT,SHORT,0.0010522453603500402,Binance,289.8,0.0006098814108588834
2018-01-06 12:00:00,VENETH,SHORT,55.17651765608147,Binance,0.00407567,0.00044976255543072315
2018-01-06 12:00:00,VENBNB,LONG,1.0330947817152634,Binance,0.2554,0.0005287623391785137
2018-01-06 12:00:00,CMTBTC,LONG,9196.668081215696,Binance,2.869e-05,0.0005287623391785137
2018-01-06 13:00:00,CMTBNB,SHORT,7.288146620343292,Binance,0.02602,0.00037927515012266494
2018-01-06 13:00:00,VENBNB,SHORT,1.0330947817152634,Binance,0.2237,0.00046220660533940886
2018-01-06 13:00:00,LTCUSDT,LONG,0.0007432243139607399,Binance,281.92,0.0004198993959755748
