RSIStrategy_12_70_30,tickers,['BTCUSDT'],initial equity,100000.0,frequency,60 min
Start date,2018-04-01 00:00:00,End date,2018-09-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-04-01 02:00:00,BTCUSDT,LONG,100,Binance,6924.79,692.479
2018-04-02 01:00:00,BTCUSDT,SHORT,100,Binance,6919.92,691.9920000000001
2018-04-04 09:00:00,BTCUSDT,LONG,100,Binance,7085.12,708.5120000000001
2018-04-07 01:00:00,BTCUSDT,SHORT,100,Binance,6830.0,683.0
2018-04-09 11:00:00,BTCUSDT,LONG,100,Binance,6745.0,674.5
2018-04-10 18:00:00,BTCUSDT,SHORT,100,Binance,6853.0,685.3000000000001
2018-04-13 20:00:00,BTCUSDT,LONG,100,Binance,7885.0,788.5
2018-04-15 00:00:00,BTCUSDT,SHORT,100,Binance,8067.87,806.787
2018-04-16 02:00:00,BTCUSDT,LONG,100,Binance,8119.0,811.9000000000001
2018-04-17 00:00:00,BTCUSDT,SHORT,100,Binance,8054.97,805.4970000000001
2018-04-17 19:00:00,BTCUSDT,LONG,100,Binance,7874.0,787.4000000000001
2018-04-18 07:00:00,BTCUSDT,SHORT,100,Binance,8107.23,810.723
2018-04-25 13:00:00,BTCUSDT,LONG,100,Binance,9011.78,901.1780000000001
2018-04-26 20:00:00,BTCUSDT,SHORT,100,Binance,9123.99,912.399
2018-04-27 20:00:00,BTCUSDT,LONG,100,Binance,8970.0,897.0
2018-04-28 11:00:00,BTCUSDT,SHORT,100,Binance,9218.57,921.857
2018-04-29 14:00:00,BTCUSDT,LONG,100,Binance,9282.01,928.201
2018-04-29 22:00:00,BTCUSDT,SHORT,100,Binance,9405.45,940.5450000000001
2018-05-01 00:00:00,BTCUSDT,LONG,100,Binance,8955.01,895.5010000000001
2018-05-02 00:00:00,BTCUSDT,SHORT,100,Binance,9041.66,904.166
2018-05-06 10:00:00,BTCUSDT,LONG,100,Binance,9610.0,961.0
2018-05-09 14:00:00,BTCUSDT,SHORT,100,Binance,9316.7,931.6700000000001
2018-05-10 19:00:00,BTCUSDT,LONG,100,Binance,9085.0,908.5
2018-05-13 16:00:00,BTCUSDT,SHORT,100,Binance,8671.99,867.1990000000001
2018-05-14 08:00:00,BTCUSDT,LONG,100,Binance,8433.35,843.335
2018-05-14 15:00:00,BTCUSDT,SHORT,100,Binance,8789.12,878.9120000000001
2018-05-15 15:00:00,BTCUSDT,LONG,100,Binance,8517.01,851.701
2018-05-17 01:00:00,BTCUSDT,SHORT,100,Binance,8369.81,836.981
2018-05-17 18:00:00,BTCUSDT,LONG,100,Binance,8154.0,815.4000000000001
2018-05-18 12:00:00,BTCUSDT,SHORT,100,Binance,8108.99,810.899
2018-05-19 23:00:00,BTCUSDT,LONG,100,Binance,8233.49,823.349
2018-05-20 09:00:00,BTCUSDT,SHORT,100,Binance,8360.0,836.0
2018-05-21 16:00:00,BTCUSDT,LONG,100,Binance,8383.98,838.398
2018-05-24 22:00:00,BTCUSDT,SHORT,100,Binance,7575.01,757.5010000000001
2018-05-25 10:00:00,BTCUSDT,LONG,100,Binance,7353.87,735.3870000000001
2018-05-26 16:00:00,BTCUSDT,SHORT,100,Binance,7524.57,752.457
2018-05-26 22:00:00,BTCUSDT,LONG,100,Binance,7327.28,732.7280000000001
2018-05-27 17:00:00,BTCUSDT,SHORT,100,Binance,7360.0,736.0
2018-05-28 05:00:00,BTCUSDT,LONG,100,Binance,7185.58,718.558
2018-05-29 11:00:00,BTCUSDT,SHORT,100,Binance,7405.61,740.561
2018-05-30 15:00:00,BTCUSDT,LONG,100,Binance,7324.81,732.4810000000001
2018-05-31 04:00:00,BTCUSDT,SHORT,100,Binance,7488.88,748.888
2018-06-04 08:00:00,BTCUSDT,LONG,100,Binance,7609.24,760.924
2018-06-05 16:00:00,BTCUSDT,SHORT,100,Binance,7570.0,757.0
2018-06-08 04:00:00,BTCUSDT,LONG,100,Binance,7625.17,762.517
2018-06-08 22:00:00,BTCUSDT,SHORT,100,Binance,7638.66,763.866
