,Average Loss,Average Trade,Average Win,Avg Days in Trade,Best Trade,Max Drawdown,Max Drawdown Duration,Sharpe Ratio,Total Returns,Trade Winning,Trades,Worst Trade,Worst Trade Date,long_window,short_window
0,-0.59%,0.06%,1.12%,0 days 01:13:14.000000000,13.48%,293.75002078267636,578996,0.3789647083864004,-2.9868783107981693,38%,4012,-6.73%,0 days 00:28:00.000000000,84,30
