MACDStrategy_96_252,tickers,['ETHUSD'],initial equity,100000.0,frequency,1 min
Start date,2017-01-01 00:00:00,End date,2018-09-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2017-07-01 08:42:00,ETHUSD,LONG,100,ARCA,264.87,26.487000000000002
2017-07-01 12:07:00,ETHUSD,SHORT,100,ARCA,263.4,26.34
2017-07-01 16:35:00,ETHUSD,LONG,100,ARCA,263.12,26.312
2017-07-01 17:50:00,ETHUSD,SHORT,100,ARCA,256.55,25.655
2017-07-01 23:10:00,ETHUSD,LONG,100,ARCA,255.77,25.577
2017-07-02 02:20:00,ETHUSD,SHORT,100,ARCA,248.95,24.895
2017-07-02 05:55:00,ETHUSD,LONG,100,ARCA,254.39,25.439
2017-07-02 11:03:00,ETHUSD,SHORT,100,ARCA,256.19,25.619
2017-07-02 16:10:00,ETHUSD,LONG,100,ARCA,261.11,26.111000000000004
2017-07-03 00:16:00,ETHUSD,SHORT,100,ARCA,275.82,27.582
2017-07-03 04:23:00,ETHUSD,LONG,100,ARCA,272.91,27.291000000000004
2017-07-03 07:11:00,ETHUSD,SHORT,100,ARCA,273.69,27.369
2017-07-03 11:18:00,ETHUSD,LONG,100,ARCA,270.26,27.026
2017-07-03 17:30:00,ETHUSD,SHORT,100,ARCA,278.16,27.816000000000003
2017-07-03 18:08:00,ETHUSD,LONG,100,ARCA,278.54,27.854000000000003
2017-07-03 18:29:00,ETHUSD,SHORT,100,ARCA,276.94,27.694000000000003
2017-07-03 18:30:00,ETHUSD,LONG,100,ARCA,276.94,27.694000000000003
2017-07-03 18:33:00,ETHUSD,SHORT,100,ARCA,276.3,27.630000000000003
2017-07-03 18:34:00,ETHUSD,LONG,100,ARCA,276.75,27.675
2017-07-03 18:39:00,ETHUSD,SHORT,100,ARCA,275.5,27.55
2017-07-03 21:10:00,ETHUSD,LONG,100,ARCA,276.67,27.667
2017-07-03 23:43:00,ETHUSD,SHORT,100,ARCA,275.65,27.564999999999998
2017-07-04 01:56:00,ETHUSD,LONG,100,ARCA,278.8,27.880000000000003
2017-07-04 05:05:00,ETHUSD,SHORT,100,ARCA,278.72,27.872000000000003
2017-07-04 05:47:00,ETHUSD,LONG,100,ARCA,281.19,28.119
2017-07-04 12:36:00,ETHUSD,SHORT,100,ARCA,281.25,28.125
2017-07-04 22:10:00,ETHUSD,LONG,100,ARCA,267.01,26.701
2017-07-05 00:32:00,ETHUSD,SHORT,100,ARCA,259.76,25.976
2017-07-05 03:25:00,ETHUSD,LONG,100,ARCA,264.65,26.465
2017-07-05 05:50:00,ETHUSD,SHORT,100,ARCA,265.03,26.503
2017-07-05 06:02:00,ETHUSD,LONG,100,ARCA,264.72,26.472000000000005
2017-07-05 06:21:00,ETHUSD,SHORT,100,ARCA,263.5,26.35
2017-07-05 12:57:00,ETHUSD,LONG,100,ARCA,258.71,25.871
2017-07-05 14:14:00,ETHUSD,SHORT,100,ARCA,250.86,25.086000000000002
2017-07-05 17:02:00,ETHUSD,LONG,100,ARCA,254.76,25.476
2017-07-05 21:35:00,ETHUSD,SHORT,100,ARCA,264.55,26.455000000000002
2017-07-05 22:56:00,ETHUSD,LONG,100,ARCA,265.79,26.579000000000004
2017-07-06 00:18:00,ETHUSD,SHORT,100,ARCA,264.3,26.430000000000003
2017-07-06 03:58:00,ETHUSD,LONG,100,ARCA,264.86,26.486000000000004
2017-07-06 05:59:00,ETHUSD,SHORT,100,ARCA,262.02,26.201999999999998
2017-07-06 06:55:00,ETHUSD,LONG,100,ARCA,265.28,26.528
2017-07-06 10:37:00,ETHUSD,SHORT,100,ARCA,268.95,26.895
2017-07-06 21:31:00,ETHUSD,LONG,100,ARCA,262.35,26.235000000000003
2017-07-07 01:47:00,ETHUSD,SHORT,100,ARCA,263.98,26.398000000000003
2017-07-07 05:35:00,ETHUSD,LONG,100,ARCA,263.88,26.388
2017-07-07 07:02:00,ETHUSD,SHORT,100,ARCA,257.2,25.72
2017-07-07 11:11:00,ETHUSD,LONG,100,ARCA,254.32,25.432000000000002
2017-07-07 11:20:00,ETHUSD,SHORT,100,ARCA,250.96,25.096000000000004
2017-07-07 17:08:00,ETHUSD,LONG,100,ARCA,244.96,24.496000000000002
2017-07-07 20:00:00,ETHUSD,SHORT,100,ARCA,245.19,24.519000000000002
2017-07-08 04:01:00,ETHUSD,LONG,100,ARCA,237.15,23.715000000000003
2017-07-08 06:53:00,ETHUSD,SHORT,100,ARCA,236.8,23.680000000000003
2017-07-08 12:40:00,ETHUSD,LONG,100,ARCA,238.06,23.806
2017-07-08 17:43:00,ETHUSD,SHORT,100,ARCA,240.79,24.079
2017-07-08 20:15:00,ETHUSD,LONG,100,ARCA,242.2,24.22
2017-07-08 22:34:00,ETHUSD,SHORT,100,ARCA,238.39,23.839
2017-07-09 00:04:00,ETHUSD,LONG,100,ARCA,245.01,24.501
2017-07-09 06:14:00,ETHUSD,SHORT,100,ARCA,242.86,24.286
2017-07-09 11:59:00,ETHUSD,LONG,100,ARCA,241.73,24.173000000000002
2017-07-09 12:23:00,ETHUSD,SHORT,100,ARCA,241.47,24.147000000000002
2017-07-09 12:38:00,ETHUSD,LONG,100,ARCA,240.75,24.075000000000003
2017-07-09 13:09:00,ETHUSD,SHORT,100,ARCA,239.1,23.91
2017-07-09 15:58:00,ETHUSD,LONG,100,ARCA,240.73,24.073
2017-07-09 19:07:00,ETHUSD,SHORT,100,ARCA,240.44,24.044
2017-07-09 19:51:00,ETHUSD,LONG,100,ARCA,240.44,24.044
2017-07-09 22:50:00,ETHUSD,SHORT,100,ARCA,239.33,23.933000000000003
2017-07-10 03:18:00,ETHUSD,LONG,100,ARCA,234.56,23.456000000000003
2017-07-10 03:56:00,ETHUSD,SHORT,100,ARCA,234.65,23.465000000000003
2017-07-10 06:50:00,ETHUSD,LONG,100,ARCA,234.01,23.401
2017-07-10 09:15:00,ETHUSD,SHORT,100,ARCA,230.6,23.060000000000002
2017-07-10 17:20:00,ETHUSD,LONG,100,ARCA,215.54,21.554000000000002
2017-07-10 18:30:00,ETHUSD,SHORT,100,ARCA,213.22,21.322000000000003
2017-07-11 01:00:00,ETHUSD,LONG,100,ARCA,209.96,20.996000000000002
