MACDStrategy_35_84,tickers,['ETHUSDT'],initial equity,500.0,frequency,1 min
Start date,2018-07-25 00:00:00+00:00,End date,2018-07-25 04:20:00+00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-07-25 00:35:00+00:00,ETHUSDT,LONG,1,ARCA,482.8,0.013
2018-07-25 00:54:00+00:00,ETHUSDT,SHORT,1,ARCA,479.92,0.013
2018-07-25 01:53:00+00:00,ETHUSDT,LONG,1,ARCA,481.26,0.013
2018-07-25 02:25:00+00:00,ETHUSDT,SHORT,1,ARCA,477.73,0.013
2018-07-25 03:55:00+00:00,ETHUSDT,LONG,1,ARCA,478.72,0.013
