,Parameters,Target
176,"[1.0, 10.0, 90.0, 0.0]",-0.10348945154440925
177,"[21.0, 10.0, 77.0, 10.0]",0.008004124529279233
178,"[115.0, 25.0, 88.0, 8.0]",0.8817348268916534
179,"[96.0, 28.0, 87.0, 10.0]",0.18017908437987984
180,"[8.0, 10.0, 79.0, 20.0]",0.16409772515645082
181,"[12.0, 30.0, 81.0, 20.0]",-0.09851355957045071
182,"[1.0, 22.0, 90.0, 11.0]",0.22079899576940032
183,"[74.0, 10.0, 70.0, 20.0]",0.5420321473751601
184,"[48.0, 18.0, 90.0, 5.0]",-0.02975371442796315
185,"[19.0, 10.0, 90.0, 20.0]",-0.15957897743455507
186,"[67.0, 30.0, 90.0, 20.0]",-0.1088913381879324
187,"[112.0, 11.0, 80.0, 9.0]",0.25583557390511635
188,"[120.0, 24.0, 85.0, 11.0]",0.890243561331127
189,"[112.0, 20.0, 82.0, 0.0]",0.41729786293327775
190,"[39.0, 17.0, 84.0, 17.0]",0.21018206479337143
191,"[30.0, 30.0, 73.0, 12.0]",1.2811761572708682
192,"[59.0, 30.0, 90.0, 6.0]",0.372034728698301
193,"[10.0, 30.0, 90.0, 11.0]",0.19538504858965666
194,"[56.0, 23.0, 70.0, 11.0]",0.43850077045008384
195,"[120.0, 30.0, 90.0, 10.0]",0.4035324289676452
196,"[47.0, 18.0, 84.0, 7.0]",-0.20745552207945672
197,"[104.0, 10.0, 90.0, 20.0]",0.28225968595652207
198,"[29.0, 30.0, 75.0, 12.0]",1.3883284377752765
199,"[54.0, 20.0, 87.0, 15.0]",-0.14540141761060343
200,"[12.0, 19.0, 90.0, 0.0]",0.012758509254949146
201,"[25.0, 14.0, 78.0, 13.0]",0.5839719570188613
202,"[72.0, 11.0, 79.0, 0.0]",0.1333743476937732
203,"[70.0, 19.0, 76.0, 6.0]",-0.19807452086457278
204,"[74.0, 18.0, 80.0, 16.0]",0.06806280561327371
205,"[98.0, 24.0, 82.0, 16.0]",1.1385036283753616
206,"[6.0, 13.0, 88.0, 6.0]",-0.23589619727776712
