KDJStrategy_25_30_72,tickers,['BTCUSDT'],initial equity,1.0,frequency,60 min
Start date,2017-04-01 00:00:00,End date,2018-04-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2017-10-29 07:00:00,BTCUSDT,LONG,0.00017224167627875222,Binance,5799.99,0.001
2017-11-06 00:00:00,BTCUSDT,SHORT,0.00017224167627875222,Binance,7315.61,0.0012600529294016026
2017-11-08 02:00:00,BTCUSDT,LONG,0.00017231238787607668,Binance,7297.99,0.001258792876472201
2017-11-10 10:00:00,BTCUSDT,SHORT,0.00017231238787607668,Binance,7054.0,0.0012154915840778449
2017-11-13 10:00:00,BTCUSDT,LONG,0.00018960164058819985,Binance,6397.95,0.001214276092493767
2017-11-18 02:00:00,BTCUSDT,SHORT,0.00018960164058819985,Binance,7446.11,0.0014117946720002008
2017-11-18 21:00:00,BTCUSDT,LONG,0.00018037364502066495,Binance,7811.41,0.0014103828773282005
2017-11-24 00:00:00,BTCUSDT,SHORT,0.00018037364502066495,Binance,7981.38,0.0014396306028950348
2017-11-24 07:00:00,BTCUSDT,LONG,0.00017352107687567832,Binance,8279.99,0.0014381909722921398
2017-11-30 15:00:00,BTCUSDT,SHORT,0.00017352107687567832,Binance,8980.0,0.0015582192703435913
2017-12-01 11:00:00,BTCUSDT,LONG,0.00015621261470531784,Binance,9955.05,0.0015566610510732478
2017-12-09 15:00:00,BTCUSDT,SHORT,0.00015621261470531784,Binance,14405.48,0.002250317696885162
2017-12-10 15:00:00,BTCUSDT,LONG,0.000145832422844746,Binance,15400.0,0.0022480673791882766
2017-12-18 00:00:00,BTCUSDT,SHORT,0.000145832422844746,Binance,17849.98,0.0026031058311302593
2017-12-23 03:00:00,BTCUSDT,LONG,0.00018186288524452864,Binance,14284.95,0.002600502725299129
2017-12-24 02:00:00,BTCUSDT,SHORT,0.00018186288524452864,Binance,12157.98,0.002211085321545274
2017-12-25 06:00:00,BTCUSDT,LONG,0.0001630582274861287,Binance,13532.99,0.002208874236223729
2017-12-27 16:00:00,BTCUSDT,SHORT,0.0001630582274861287,Binance,14558.63,0.0023739044024263774
2017-12-29 05:00:00,BTCUSDT,LONG,0.0001598191424396875,Binance,14824.0,0.0023715304980239512
2017-12-30 03:00:00,BTCUSDT,SHORT,0.0001598191424396875,Binance,13423.64,0.002145354633219087
2017-12-31 13:00:00,BTCUSDT,LONG,0.0001627204615089658,Binance,13157.94,0.0021432092785858676
2018-01-01 17:00:00,BTCUSDT,SHORT,0.0001627204615089658,Binance,13022.0,0.0021189458497697525
2018-01-02 13:00:00,BTCUSDT,LONG,0.00015252168247022806,Binance,13864.98,0.0021168269039199827
2018-01-07 16:00:00,BTCUSDT,SHORT,0.00015252168247022806,Binance,15999.99,0.002440345394306824
2018-01-10 21:00:00,BTCUSDT,LONG,0.00016778967577427522,Binance,14515.0,0.0024379050489125175
2018-01-14 08:00:00,BTCUSDT,SHORT,0.00016778967577427522,Binance,13623.0,0.0022857987530729516
2018-01-15 10:00:00,BTCUSDT,LONG,0.00016712303599747681,Binance,13650.0,0.0022835129543198785
2018-01-16 04:00:00,BTCUSDT,SHORT,0.00016712303599747681,Binance,12887.0,0.0021537145648994837
2018-01-18 01:00:00,BTCUSDT,LONG,0.00018887587001103245,Binance,11380.01,0.002151560850334584
2018-01-21 06:00:00,BTCUSDT,SHORT,0.00018887587001103245,Binance,11826.99,0.0022338330258617803
2018-01-23 18:00:00,BTCUSDT,LONG,0.00019905067800384666,Binance,11200.0,0.0022315991928359186
2018-01-25 16:00:00,BTCUSDT,SHORT,0.00019905067800384666,Binance,10973.75,0.0021843323777447124
2018-01-27 07:00:00,BTCUSDT,LONG,0.00019388366596359915,Binance,11243.68,0.0021821480453669676
2018-01-29 05:00:00,BTCUSDT,SHORT,0.00019388366596359915,Binance,11590.0,0.0022471116885181145
2018-02-03 11:00:00,BTCUSDT,LONG,0.00024644524726757266,Binance,9099.87,0.0022448645768295963
2018-02-04 11:00:00,BTCUSDT,SHORT,0.00024644524726757266,Binance,8691.99,0.002142099624797269
2018-02-06 19:00:00,BTCUSDT,LONG,0.0002833449174011289,Binance,7544.93,0.002139957525172472
2018-02-10 16:00:00,BTCUSDT,SHORT,0.0002833449174011289,Binance,8185.98,0.002319455826947293
2018-02-12 02:00:00,BTCUSDT,LONG,0.00027175619097783815,Binance,8518.0,0.002317136371120346
2018-02-13 10:00:00,BTCUSDT,SHORT,0.00027175619097783815,Binance,8495.95,0.002308827010738164
2018-02-14 04:00:00,BTCUSDT,LONG,0.0002627376326302591,Binance,8770.01,0.0023065181837274257
2018-02-18 08:00:00,BTCUSDT,SHORT,0.0002627376326302591,Binance,10333.94,0.00271511493134314
2018-02-19 09:00:00,BTCUSDT,LONG,0.0002479148882831958,Binance,10929.91,0.0027123998164117966
2018-02-21 03:00:00,BTCUSDT,SHORT,0.0002479148882831958,Binance,10915.34,0.002706075296673099
2018-02-23 13:00:00,BTCUSDT,LONG,0.00026430474184332053,Binance,10218.0,0.0027033692213764256
2018-02-24 11:00:00,BTCUSDT,SHORT,0.00026430474184332053,Binance,9757.0,0.0025788213661652785
2018-02-26 12:00:00,BTCUSDT,LONG,0.00026102198206223086,Binance,9859.96,0.002576242544799113
2018-02-28 11:00:00,BTCUSDT,SHORT,0.00026102198206223086,Binance,10570.95,0.0027592503212807394
2018-03-01 11:00:00,BTCUSDT,LONG,0.00025803529257486694,Binance,10671.93,0.00275649107095946
2018-03-04 06:00:00,BTCUSDT,SHORT,0.00025803529257486694,Binance,11125.7,0.0028708232546001975
2018-03-04 22:00:00,BTCUSDT,LONG,0.0002508988726884927,Binance,11419.28,0.0028679524313455964
2018-03-06 02:00:00,BTCUSDT,SHORT,0.0002508988726884927,Binance,11282.71,0.0028308192198711834
2018-03-10 00:00:00,BTCUSDT,LONG,0.0003038136843087971,Binance,9298.99,0.002827988400651312
2018-03-10 22:00:00,BTCUSDT,SHORT,0.0003038136843087971,Binance,8829.99,0.0026826717943098347
2018-03-11 17:00:00,BTCUSDT,LONG,0.0002782339673736904,Binance,9622.51,0.0026799891225155253
2018-03-12 19:00:00,BTCUSDT,SHORT,0.0002782339673736904,Binance,8927.0,0.0024837946267449343
2018-03-15 22:00:00,BTCUSDT,LONG,0.00029776230726835895,Binance,8324.86,0.002481310832118189
2018-03-17 06:00:00,BTCUSDT,SHORT,0.00029776230726835895,Binance,8180.89,0.0024359606819086455
2018-03-19 00:00:00,BTCUSDT,LONG,0.00029340629351664124,Binance,8285.75,0.002433524721226737
2018-03-21 22:00:00,BTCUSDT,SHORT,0.00029340629351664124,Binance,8813.5,0.0025859363679089174
2018-03-23 23:00:00,BTCUSDT,LONG,0.0002900380287669818,Binance,8898.03,0.0025833504315410085
2018-03-25 00:00:00,BTCUSDT,SHORT,0.0002900380287669818,Binance,8539.98,0.002476918964909449
2018-03-31 12:00:00,BTCUSDT,LONG,0.00034476535619227264,Binance,7170.0,0.0024744420459445397
Sharpe Ratio,Sortino Ratio,Max Drawdown,Max Drawdown Duration,Total Returns,Annualized Returns,Compound Annual Growth Rate
2.6797891299294516,4.837923650090744,31.179687694843754,1499,1.4033972222055136,3.30299829836655,6.875912382786211
Trades,Trade Winning,Average Trade,Average Win,Average Loss,Best Trade,Worst Trade,Worst Trade Date,Avg Days in Trade
31,0.4838709677419355,0.03768728991865032,0.12527014158692065,-0.04442163352035308,0.4470525009919589,-0.14889586592882725,0 days 23:00:00,2 days 21:30:58
