BOLL_RSIStrategy_30_0.1_7_76_45,tickers,['BTCUSDT'],initial equity,1.0,frequency,60 min
2018-01-06 03:00:00,BTCUSDT,LONG,9.522236932725086e-05,Binance,16521.59,0.0015747997445980126
2018-01-06 12:00:00,BTCUSDT,CLOSE,9.522236932725086e-05,Binance,16214.91,0.0015440221486281332
2018-01-07 07:00:00,BTCUSDT,LONG,9.201269292888009e-05,Binance,16746.99,0.0015424781264795052
2018-01-07 11:00:00,BTCUSDT,CLOSE,9.201269292888009e-05,Binance,16607.0,0.0015280547914699116
2018-01-12 19:00:00,BTCUSDT,LONG,0.00011117592840575659,Binance,13717.0,0.0015265267366784416
2018-01-13 01:00:00,BTCUSDT,CLOSE,0.00011117592840575659,Binance,14170.38,0.001575405152362365
2018-01-13 19:00:00,BTCUSDT,LONG,0.00011159187850266885,Binance,14089.34,0.0015738297472100025
2018-01-14 04:00:00,BTCUSDT,CLOSE,0.00011159187850266885,Binance,13644.42,0.0015226064588793851
2018-01-15 19:00:00,BTCUSDT,LONG,0.00011043334073895969,Binance,13760.0,0.0015210838524205058
2018-01-15 23:00:00,BTCUSDT,CLOSE,0.00011043334073895969,Binance,13520.0,0.0014930587667907349
2018-01-18 04:00:00,BTCUSDT,LONG,0.00013839282309316905,Binance,10766.99,0.0014915657080239442
2018-01-18 14:00:00,BTCUSDT,CLOSE,0.00013839282309316905,Binance,11665.14,0.0016143716563770498
2018-01-18 17:00:00,BTCUSDT,LONG,0.0001476714753298894,Binance,10910.33,0.0016127572847206729
2018-01-18 22:00:00,BTCUSDT,CLOSE,0.0001476714753298894,Binance,10964.0,0.0016190700555169073
2018-01-20 12:00:00,BTCUSDT,LONG,0.00012952625336982743,Binance,12474.95,0.00161745098546139
2018-01-20 18:00:00,BTCUSDT,CLOSE,0.00012952625336982743,Binance,13035.0,0.0016883747126757004
2018-01-20 23:00:00,BTCUSDT,LONG,0.0001316412148514026,Binance,12799.94,0.0016866863379630251
2018-01-21 00:00:00,BTCUSDT,CLOSE,0.0001316412148514026,Binance,12205.0,0.0016066810272613685
2018-01-21 01:00:00,BTCUSDT,LONG,0.00012818576074633545,Binance,12508.95,0.001605074346234107
2018-01-21 04:00:00,BTCUSDT,CLOSE,0.00012818576074633545,Binance,12010.0,0.001539510986563489
2018-01-23 23:00:00,BTCUSDT,LONG,0.00014227316371255488,Binance,10799.18,0.0015379714755769255
2018-01-24 00:00:00,BTCUSDT,CLOSE,0.00014227316371255488,Binance,10579.61,0.0015051945855449828
2018-01-24 02:00:00,BTCUSDT,LONG,0.00014019216659419745,Binance,10715.19,0.0015036893909594383
2018-01-24 04:00:00,BTCUSDT,CLOSE,0.00014019216659419745,Binance,10612.34,0.0014877669372342654
2018-01-24 19:00:00,BTCUSDT,LONG,0.00013215450715306907,Binance,11235.28,0.001486279170297031
2018-01-25 03:00:00,BTCUSDT,CLOSE,0.00013215450715306907,Binance,11688.5,0.0015446879568586478
2018-01-25 09:00:00,BTCUSDT,LONG,0.00013554864184359567,Binance,11373.04,0.0015431432689017891
2018-01-25 11:00:00,BTCUSDT,CLOSE,0.00013554864184359567,Binance,11215.0,0.0015201780182759255
2018-01-27 12:00:00,BTCUSDT,LONG,0.00013782100922756383,Binance,11008.04,0.0015186578402576496
2018-01-27 18:00:00,BTCUSDT,CLOSE,0.00013782100922756383,Binance,11485.0,0.0015828742909785706
2018-01-27 23:00:00,BTCUSDT,LONG,0.00013747356631583338,Binance,11491.01,0.001581291416687592
2018-01-28 04:00:00,BTCUSDT,CLOSE,0.00013747356631583338,Binance,11838.0,0.0016274120780468357
2018-01-28 12:00:00,BTCUSDT,LONG,0.00013783928199063397,Binance,11782.99,0.0016257846659687891
2018-01-29 01:00:00,BTCUSDT,CLOSE,0.00013783928199063397,Binance,11499.63,0.0015851007423579543
2018-02-02 23:00:00,BTCUSDT,LONG,0.0001782854476964442,Binance,8873.03,0.0015835156416155961
2018-02-03 01:00:00,BTCUSDT,CLOSE,0.0001782854476964442,Binance,8643.0,0.0015409211244403673
2018-02-03 21:00:00,BTCUSDT,LONG,0.00016797897785600496,Binance,9154.96,0.001539380203315927
2018-02-04 09:00:00,BTCUSDT,CLOSE,0.00016797897785600496,Binance,8829.99,0.0014832526946787453
2018-02-07 02:00:00,BTCUSDT,LONG,0.00020327981419195258,Binance,7282.02,0.0014817694419840665
2018-02-07 09:00:00,BTCUSDT,CLOSE,0.00020327981419195258,Binance,7962.89,0.0016186947996309573
2018-02-07 19:00:00,BTCUSDT,LONG,0.00019868365251758373,Binance,8130.81,0.0016170761048313262
2018-02-07 23:00:00,BTCUSDT,CLOSE,0.00019868365251758373,Binance,7599.0,0.0015097970754811188
2018-02-10 08:00:00,BTCUSDT,LONG,0.00017499381463813613,Binance,8610.47,0.0015082872784056376
2018-02-10 10:00:00,BTCUSDT,CLOSE,0.00017499381463813613,Binance,8481.0,0.0014841225419460324
2018-02-10 11:00:00,BTCUSDT,LONG,0.00017150966837440555,Binance,8635.99,0.0014826384194040864
2018-02-10 15:00:00,BTCUSDT,CLOSE,0.00017150966837440555,Binance,8263.51,0.0014172718597085842
2018-02-11 21:00:00,BTCUSDT,LONG,0.00017009685938664188,Binance,8315.49,0.0014158545878488755
2018-02-11 23:00:00,BTCUSDT,CLOSE,0.00017009685938664188,Binance,8063.88,0.0013716406624707537
2018-02-12 15:00:00,BTCUSDT,LONG,0.0001579073425754383,Binance,8669.0,0.001370269021808283
2018-02-12 21:00:00,BTCUSDT,CLOSE,0.0001579073425754383,Binance,8830.96,0.0013944734259899924
2018-02-13 02:00:00,BTCUSDT,LONG,0.00015959700385452275,Binance,8720.0,0.0013930789525640024
2018-02-13 04:00:00,BTCUSDT,CLOSE,0.00015959700385452275,Binance,8604.98,0.001373329026228091
2018-02-13 06:00:00,BTCUSDT,LONG,0.00015724736309870942,Binance,8716.1,0.0013719556972018629
2018-02-13 07:00:00,BTCUSDT,CLOSE,0.00015724736309870942,Binance,8669.39,0.0013632387171743203
2018-02-15 11:00:00,BTCUSDT,LONG,0.00014221569980595814,Binance,9566.55,0.001361875478457146
2018-02-15 16:00:00,BTCUSDT,CLOSE,0.00014221569980595814,Binance,9889.96,0.0014065075824529337
2018-02-17 13:00:00,BTCUSDT,LONG,0.00013167879679133304,Binance,10660.0,0.0014051010748704807
2018-02-17 22:00:00,BTCUSDT,CLOSE,0.00013167879679133304,Binance,10911.02,0.0014367499853661708
2018-02-19 22:00:00,BTCUSDT,LONG,0.00012944641348247934,Binance,11077.0,0.0014353132353808046
2018-02-20 00:00:00,BTCUSDT,CLOSE,0.00012944641348247934,Binance,11409.0,0.0014768541314216068
2018-02-20 08:00:00,BTCUSDT,LONG,0.000129687804664575,Binance,11365.0,0.0014753772772901853
2018-02-20 15:00:00,BTCUSDT,CLOSE,0.000129687804664575,Binance,11516.99,0.001493613149443864
2018-02-23 19:00:00,BTCUSDT,LONG,0.00014857245258229098,Binance,10033.0,0.00149211953629442
2018-02-23 21:00:00,BTCUSDT,CLOSE,0.00014857245258229098,Binance,9875.0,0.0014671529692501235
2018-02-23 22:00:00,BTCUSDT,LONG,0.00014445796258712472,Binance,10135.96,0.0014656858162808734
2018-02-24 02:00:00,BTCUSDT,CLOSE,0.00014445796258712472,Binance,10420.93,0.0015053863160630456
2018-02-27 01:00:00,BTCUSDT,LONG,0.0001473641048373944,Binance,10195.0,0.001503880929746983
2018-02-27 08:00:00,BTCUSDT,CLOSE,0.0001473641048373944,Binance,10700.0,0.00157679592176012
2018-02-27 15:00:00,BTCUSDT,LONG,0.00014890636048911016,Binance,10568.01,0.0015752191258383598
2018-02-27 22:00:00,BTCUSDT,CLOSE,0.00014890636048911016,Binance,10737.03,0.0015988120597623906
2018-02-27 23:00:00,BTCUSDT,LONG,0.00015097076313978615,Binance,10569.04,0.0015972132477026283
2018-02-28 08:00:00,BTCUSDT,CLOSE,0.00015097076313978615,Binance,10525.0,0.0015889672820462494
2018-03-02 08:00:00,BTCUSDT,LONG,0.00014273545782623212,Binance,11110.0,0.0015873783147642032
2018-03-02 14:00:00,BTCUSDT,CLOSE,0.00014273545782623212,Binance,10774.99,0.001537973130723073
2018-03-03 11:00:00,BTCUSDT,LONG,0.00013598566186283036,Binance,11287.21,0.0015364351575923498
2018-03-03 16:00:00,BTCUSDT,CLOSE,0.00013598566186283036,Binance,11499.0,0.0015636991257606864
2018-03-03 20:00:00,BTCUSDT,LONG,0.00013776247274084488,Binance,11328.0,0.0015621354266349256
2018-03-04 03:00:00,BTCUSDT,CLOSE,0.00013776247274084488,Binance,11163.0,0.0015378424832060513
2018-03-05 08:00:00,BTCUSDT,LONG,0.00013415725044358317,Binance,11440.07,0.0015363046407228453
2018-03-05 23:00:00,BTCUSDT,CLOSE,0.00013415725044358317,Binance,11454.27,0.0015366733690384217
2018-03-10 09:00:00,BTCUSDT,LONG,0.00016621866565367393,Binance,9226.41,0.001535136695669383
2018-03-10 17:00:00,BTCUSDT,CLOSE,0.00016621866565367393,Binance,9138.32,0.0015189593567162816
2018-03-12 01:00:00,BTCUSDT,LONG,0.00015861995270062163,Binance,9556.95,0.0015174403973595657
2018-03-12 10:00:00,BTCUSDT,CLOSE,0.00015861995270062163,Binance,9835.16,0.0015600526140030458
2018-03-13 23:00:00,BTCUSDT,LONG,0.00017015672883362334,Binance,9150.0,0.0015584925613890425
2018-03-14 00:00:00,BTCUSDT,CLOSE,0.00017015672883362334,Binance,9286.0,0.0015800753839490262
2018-03-15 20:00:00,BTCUSDT,LONG,0.0001912935392574595,Binance,8243.44,0.0015784953085650772
2018-03-15 22:00:00,BTCUSDT,CLOSE,0.0001912935392574595,Binance,8324.86,0.0015924919332228544
2018-03-16 04:00:00,BTCUSDT,LONG,0.0001940796490207343,Binance,8188.95,0.0015908994412896316
2018-03-16 10:00:00,BTCUSDT,CLOSE,0.0001940796490207343,Binance,8089.79,0.001570063603851446
2018-03-16 22:00:00,BTCUSDT,LONG,0.0001849097293730643,Binance,8474.0,0.0015684935402475945
2018-03-16 23:00:00,BTCUSDT,CLOSE,0.0001849097293730643,Binance,8260.0,0.001527354364621511
2018-03-19 04:00:00,BTCUSDT,LONG,0.00018659878088972314,Binance,8168.87,0.0015258270102568897
2018-03-20 08:00:00,BTCUSDT,CLOSE,0.00018659878088972314,Binance,8331.25,0.0015546010932875058
2018-03-20 09:00:00,BTCUSDT,LONG,0.00018389530732538457,Binance,8436.83,0.0015530464921942185
2018-03-20 15:00:00,BTCUSDT,CLOSE,0.00018389530732538457,Binance,8513.88,0.001565662579131445
2018-03-21 13:00:00,BTCUSDT,LONG,0.0001733053114755943,Binance,9016.07,0.0015640969165523135
2018-03-21 14:00:00,BTCUSDT,CLOSE,0.0001733053114755943,Binance,9050.0,0.0015684130688541284
2018-03-22 08:00:00,BTCUSDT,LONG,0.00017391975679216547,Binance,9000.0,0.0015668446557852746
2018-03-22 09:00:00,BTCUSDT,CLOSE,0.00017391975679216547,Binance,8785.01,0.0015278868026167415
2018-03-24 10:00:00,BTCUSDT,LONG,0.0001739169551608037,Binance,8767.59,0.001526358915814125
2018-03-24 21:00:00,BTCUSDT,CLOSE,0.0001739169551608037,Binance,8663.36,0.0015067051926619004
2018-03-27 20:00:00,BTCUSDT,LONG,0.00018836995299583966,Binance,7982.66,0.0015051984874692385
2018-03-27 23:00:00,BTCUSDT,CLOSE,0.00018836995299583966,Binance,7795.51,0.001468439852278598
2018-03-31 18:00:00,BTCUSDT,LONG,0.0002087315825400788,Binance,7021.0,0.0014669714124263193
2018-03-31 20:00:00,BTCUSDT,CLOSE,0.0002087315825400788,Binance,6903.02,0.0014408782889058147
2018-03-31 22:00:00,BTCUSDT,LONG,0.00020628288239941072,Binance,6971.0,0.001439437410616909
2018-03-31 23:00:00,BTCUSDT,CLOSE,0.00020628288239941072,Binance,6923.91,0.001428284112274104
Sharpe Ratio,Sortino Ratio,Max Drawdown,Max Drawdown Duration,Total Returns,Annualized Returns,Compound Annual Growth Rate
1.8003474778254647,2.752026184574007,20.17710726854238,1733,0.42685582816182976,1.0046365004561066,1.3085797054684907
Trades,Trade Winning,Average Trade,Average Win,Average Loss,Best Trade,Worst Trade,Worst Trade Date,Avg Days in Trade
102,0.46078431372549017,0.0061462991310032595,0.03698728484873055,-0.02020872502778188,0.12319003360874439,-0.07076832787205944,0 days 05:00:00,0 days 05:45:53
