MACD_BOLLStrategy2_20_26_119_0.458,tickers,['BTCUSDT'],initial equity,1.0,frequency,60 min
2018-05-21 16:00:00,BTCUSDT,SHORT,0.00011569774407509028,Binance,8383.98,0.0009700075723706754
2018-05-29 16:00:00,BTCUSDT,LONG,0.0001301907572764497,Binance,7435.77,0.0009690375647983047
2018-05-30 16:00:00,BTCUSDT,SHORT,0.0001301907572764497,Binance,7296.99,0.0009500006539386807
2018-05-31 12:00:00,BTCUSDT,LONG,0.00012575542694982355,Binance,7539.25,0.000949050653284742
2018-06-01 05:00:00,BTCUSDT,SHORT,0.00012575542694982355,Binance,7489.87,0.0009418917996486749
2018-06-02 09:00:00,BTCUSDT,LONG,0.00012272106003106866,Binance,7659.72,0.0009409499078490264
2018-06-03 07:00:00,BTCUSDT,SHORT,0.00012272106003106866,Binance,7720.0,0.0009474065834398501
2018-06-03 08:00:00,BTCUSDT,LONG,0.00012191905066626527,Binance,7755.25,0.0009464591768564102
2018-06-04 05:00:00,BTCUSDT,SHORT,0.00012191905066626527,Binance,7660.0,0.000933899928103592
2018-06-05 22:00:00,BTCUSDT,LONG,0.00012203123236008318,Binance,7637.66,0.0009329660281754884
2018-06-06 16:00:00,BTCUSDT,SHORT,0.00012203123236008318,Binance,7516.99,0.0009173075533384217
2018-06-07 00:00:00,BTCUSDT,LONG,0.00011855536461047826,Binance,7721.91,0.0009163902457850833
2018-06-07 23:00:00,BTCUSDT,SHORT,0.00011855536461047826,Binance,7691.08,0.0009118187936483572
2018-06-09 06:00:00,BTCUSDT,LONG,0.00011864355513427042,Binance,7670.0,0.0009109069748547088
2018-06-09 16:00:00,BTCUSDT,SHORT,0.00011864355513427042,Binance,7585.47,0.0008999671281643542
2018-06-18 20:00:00,BTCUSDT,LONG,0.00013365497189383319,Binance,6720.05,0.00089906716103619
2018-06-19 18:00:00,BTCUSDT,SHORT,0.00013365497189383319,Binance,6710.49,0.0008968903523438487
2018-06-19 19:00:00,BTCUSDT,LONG,0.00013276379199284388,Binance,6742.03,0.0008959934619915048
2018-06-19 21:00:00,BTCUSDT,SHORT,0.00013276379199284388,Binance,6717.98,0.0008919044993320852
2018-06-19 22:00:00,BTCUSDT,LONG,0.00013226253681120252,Binance,6729.96,0.0008910125948327532
2018-06-20 05:00:00,BTCUSDT,SHORT,0.00013226253681120252,Binance,6587.37,0.0008712622671140112
2018-06-20 23:00:00,BTCUSDT,LONG,0.00012859858431652844,Binance,6761.51,0.0008703910048468972
2018-06-21 14:00:00,BTCUSDT,SHORT,0.00012859858431652844,Binance,6715.99,0.0008636668062839618
2018-06-29 22:00:00,BTCUSDT,LONG,0.00013805668345322566,Binance,6243.38,0.0008628031394776778
2018-07-01 02:00:00,BTCUSDT,SHORT,0.00013805668345322566,Binance,6343.14,0.000875712871079494
2018-07-01 15:00:00,BTCUSDT,LONG,0.00013836004943342854,Binance,6316.58,0.0008748371582084145
2018-07-01 20:00:00,BTCUSDT,SHORT,0.00013836004943342854,Binance,6354.68,0.0008792338389336197
2018-07-02 12:00:00,BTCUSDT,LONG,0.00013818523629757347,Binance,6350.0,0.0008783546050946862
2018-07-03 14:00:00,BTCUSDT,SHORT,0.00013818523629757347,Binance,6576.0,0.0009087061138928432
2018-07-04 19:00:00,BTCUSDT,LONG,0.00013569955280599657,Binance,6683.07,0.0009077974077789504
2018-07-05 12:00:00,BTCUSDT,SHORT,0.00013569955280599657,Binance,6641.06,0.0009011888721577917
2018-07-06 17:00:00,BTCUSDT,LONG,0.00013631212421981632,Binance,6598.0,0.0009002876832856339
2018-07-07 12:00:00,BTCUSDT,SHORT,0.00013631212421981632,Binance,6557.12,0.0008938149559642421
2018-07-08 02:00:00,BTCUSDT,LONG,0.0001323332823797978,Binance,6740.77,0.0008929211410082779
2018-07-09 07:00:00,BTCUSDT,SHORT,0.0001323332823797978,Binance,6725.0,0.0008899413240041401
2018-07-15 08:00:00,BTCUSDT,LONG,0.00014053646180218612,Binance,6319.8,0.0008890513826801359
2018-07-19 01:00:00,BTCUSDT,SHORT,0.00014053646180218612,Binance,7293.96,0.0010250673309266734
2018-07-19 19:00:00,BTCUSDT,LONG,0.0001373403726962202,Binance,7448.78,0.0010240422635957468
2018-07-20 19:00:00,BTCUSDT,SHORT,0.0001373403726962202,Binance,7350.05,0.0010094586063358532
2018-07-21 20:00:00,BTCUSDT,LONG,0.00013581193335882854,Binance,7417.91,0.0010084491477295174
2018-07-22 21:00:00,BTCUSDT,SHORT,0.00013581193335882854,Binance,7371.01,0.0010010711189072587
2018-07-23 00:00:00,BTCUSDT,LONG,0.00013374824663384507,Binance,7469.78,0.0010000700477883514
2018-07-25 19:00:00,BTCUSDT,SHORT,0.00013374824663384507,Binance,8242.69,0.0011024453350463286
2018-07-27 21:00:00,BTCUSDT,LONG,0.0001332487446269032,Binance,8257.05,0.0011013428897112822
2018-07-28 16:00:00,BTCUSDT,SHORT,0.0001332487446269032,Binance,8175.1,0.0010893218121993964
2018-07-29 00:00:00,BTCUSDT,LONG,0.00013188296580800168,Binance,8243.25,0.001088232490387197
2018-07-29 04:00:00,BTCUSDT,SHORT,0.00013188296580800168,Binance,8200.0,0.0010814403196256137
Sharpe Ratio,Sortino Ratio,Max Drawdown,Max Drawdown Duration,Total Returns,Annualized Returns,Compound Annual Growth Rate
0.7369599682040024,1.1277070677940721,23.58506666776325,2180,0.08035887930598817,0.2274454871471588,0.24454338865034608
Trades,Trade Winning,Average Trade,Average Win,Average Loss,Best Trade,Worst Trade,Worst Trade Date,Avg Days in Trade
41,0.3170731707317073,0.004521786720277133,0.040918836622308635,-0.012376843591380348,0.15414411848476214,-0.03642719489599268,0 days 17:00:00,1 days 00:20:29
