MACD_BOLLStrategy2_13_33_153_0.1,tickers,['BTCUSDT'],initial equity,1.0,frequency,60 min
2018-06-06 16:00:00,BTCUSDT,SHORT,0.0001490272108243816,Binance,7516.99,0.0011202360534947682
2018-06-06 20:00:00,BTCUSDT,LONG,0.00014684745966593184,Binance,7613.32,0.0011191158174412735
2018-06-06 22:00:00,BTCUSDT,SHORT,0.00014684745966593184,Binance,7655.02,0.0011241202406919015
2018-06-07 02:00:00,BTCUSDT,LONG,0.00014548921083676886,Binance,7711.04,0.0011229961204512096
2018-06-08 03:00:00,BTCUSDT,SHORT,0.00014548921083676886,Binance,7630.5,0.001110155423289965
2018-06-09 03:00:00,BTCUSDT,LONG,0.0001446174820488841,Binance,7661.15,0.001109045267866675
2018-06-09 12:00:00,BTCUSDT,SHORT,0.0001446174820488841,Binance,7603.15,0.0010995484086399729
2018-06-18 17:00:00,BTCUSDT,LONG,0.00016310202309320775,Binance,6728.0,0.001098448860231333
2018-06-20 02:00:00,BTCUSDT,SHORT,0.00016310202309320775,Binance,6598.53,0.0010762335924412241
2018-06-20 19:00:00,BTCUSDT,LONG,0.00015914851709677446,Binance,6748.93,0.001075157358848783
2018-06-21 18:00:00,BTCUSDT,SHORT,0.00015914851709677446,Binance,6697.0,0.0010658176189970985
2018-06-30 00:00:00,BTCUSDT,LONG,0.00017049026358059935,Binance,6238.99,0.0010647518013781015
2018-07-01 06:00:00,BTCUSDT,SHORT,0.00017049026358059935,Binance,6361.12,0.0010845090254678223
2018-07-02 14:00:00,BTCUSDT,LONG,0.0001636691917903747,Binance,6612.98,0.0010834245164423543
2018-07-03 19:00:00,BTCUSDT,SHORT,0.0001636691917903747,Binance,6601.54,0.0010804687163718304
2018-07-04 16:00:00,BTCUSDT,LONG,0.00016176760135074806,Binance,6665.79,0.0010793882476554583
2018-07-05 15:00:00,BTCUSDT,SHORT,0.00016176760135074806,Binance,6611.36,0.0010695038488662816
2018-07-06 19:00:00,BTCUSDT,LONG,0.00016246031751434138,Binance,6570.01,0.0010684343450174155
2018-07-07 18:00:00,BTCUSDT,SHORT,0.00016246031751434138,Binance,6559.03,0.0010655820963860905
2018-07-08 01:00:00,BTCUSDT,LONG,0.00015785854846341325,Binance,6736.74,0.0010645165142897045
2018-07-09 06:00:00,BTCUSDT,SHORT,0.00015785854846341325,Binance,6710.53,0.0010593145252201885
2018-07-15 15:00:00,BTCUSDT,LONG,0.00016556316310559823,Binance,6385.46,0.0010582552106949683
2018-07-19 02:00:00,BTCUSDT,SHORT,0.00016556316310559823,Binance,7323.99,0.0012125829509537702
2018-07-19 17:00:00,BTCUSDT,LONG,0.00016305289194042664,Binance,7421.88,0.0012113703680028166
2018-07-20 20:00:00,BTCUSDT,SHORT,0.00016305289194042664,Binance,7348.14,0.0011981354773831269
2018-07-21 20:00:00,BTCUSDT,LONG,0.00016119640229712113,Binance,7417.91,0.0011969373419057436
2018-07-25 17:00:00,BTCUSDT,SHORT,0.00016119640229712113,Binance,8242.69,0.0013286919732504573
2018-07-26 15:00:00,BTCUSDT,LONG,0.0001616007446102164,Binance,8205.63,0.001327363281277207
2018-07-26 20:00:00,BTCUSDT,SHORT,0.0001616007446102164,Binance,8145.72,0.001316354417386332
2018-07-27 21:00:00,BTCUSDT,LONG,0.00015910319362314346,Binance,8257.05,0.0013150380629689455
2018-07-28 22:00:00,BTCUSDT,SHORT,0.00015910319362314346,Binance,8181.76,0.0013017441454580903
2018-07-29 03:00:00,BTCUSDT,LONG,0.00015765444065017395,Binance,8240.44,0.0013004424013126322
2018-07-29 16:00:00,BTCUSDT,SHORT,0.00015765444065017395,Binance,8184.46,0.0012903164633237228
2018-07-29 20:00:00,BTCUSDT,LONG,0.00015702196326222882,Binance,8201.0,0.001289026146860399
2018-07-30 04:00:00,BTCUSDT,SHORT,0.00015702196326222882,Binance,8186.62,0.0012854791448818276
Sharpe Ratio,Sortino Ratio,Max Drawdown,Max Drawdown Duration,Total Returns,Annualized Returns,Compound Annual Growth Rate
1.859443038444841,3.6013912198223688,16.080618116806708,2154,0.28419366573694593,0.8043736710357501,1.0298537337190017
Trades,Trade Winning,Average Trade,Average Win,Average Loss,Best Trade,Worst Trade,Worst Trade Date,Avg Days in Trade
35,0.2571428571428571,0.010148043234826327,0.06939116628409375,-0.010359191666843164,0.15614771236175393,-0.027220475002711204,0 days 22:00:00,1 days 08:12:00
