MACD_BOLLStrategy2_20_26_119_0.458,tickers,['BTCUSDT'],initial equity,1.0,frequency,60 min
Start date,2017-04-01 00:00:00,End date,2018-04-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2017-10-29 10:00:00,BTCUSDT,LONG,0.0001734128127592947,Binance,5760.82,0.001
2017-10-30 20:00:00,BTCUSDT,SHORT,0.0001734128127592947,Binance,6116.16,0.0010606205088858878
2017-10-31 12:00:00,BTCUSDT,LONG,0.0001703146320076565,Binance,6214.97,0.0010595598883770018
2017-11-04 04:00:00,BTCUSDT,SHORT,0.0001703146320076565,Binance,7178.87,0.0012226666022808052
2017-11-04 19:00:00,BTCUSDT,LONG,0.0001657901983878954,Binance,7360.04,0.0012214439356785243
2017-11-06 06:00:00,BTCUSDT,SHORT,0.0001657901983878954,Binance,7299.0,0.0012101026580332486
2017-11-08 09:00:00,BTCUSDT,LONG,0.00016487081456592533,Binance,7325.03,0.0012088925553752153
2017-11-08 18:00:00,BTCUSDT,SHORT,0.00016487081456592533,Binance,7070.0,0.001165636658981092
2017-11-15 04:00:00,BTCUSDT,LONG,0.0001715773659121202,Binance,6780.07,0.0011644710223221108
2017-11-17 20:00:00,BTCUSDT,SHORT,0.0001715773659121202,Binance,7696.63,0.0013205675018002018
2017-11-18 21:00:00,BTCUSDT,LONG,0.00016871828355752714,Binance,7811.41,0.0013192469342984015
2017-11-21 13:00:00,BTCUSDT,SHORT,0.00016871828355752714,Binance,8224.31,0.001387591466645006
2017-11-21 23:00:00,BTCUSDT,LONG,0.00017055434026230432,Binance,8119.51,0.001386203875178361
2017-11-22 09:00:00,BTCUSDT,SHORT,0.00017055434026230432,Binance,8271.01,0.0014106566538529218
2017-11-22 18:00:00,BTCUSDT,LONG,0.00017280389040432817,Binance,8147.02,0.0014092459971990687
2017-11-23 04:00:00,BTCUSDT,SHORT,0.00017280389040432817,Binance,8199.95,0.001416983261120971
2017-11-24 19:00:00,BTCUSDT,LONG,0.00017193363528932474,Binance,8224.98,0.00141556627785985
2017-11-25 04:00:00,BTCUSDT,SHORT,0.00017193363528932474,Binance,8197.99,0.0014095102227655312
2017-11-25 08:00:00,BTCUSDT,LONG,0.00016858792778859738,Binance,8343.97,0.0014081007125427657
2017-11-30 05:00:00,BTCUSDT,SHORT,0.00016858792778859738,Binance,10284.49,0.0017338408574625519
2017-12-01 12:00:00,BTCUSDT,LONG,0.00017097856705437957,Binance,10120.42,0.0017321070166050894
2017-12-03 06:00:00,BTCUSDT,SHORT,0.00017097856705437957,Binance,11082.39,0.0018948511617377854
2017-12-03 11:00:00,BTCUSDT,LONG,0.0001627982939263439,Binance,11615.99,0.0018929563105760474
2017-12-04 10:00:00,BTCUSDT,SHORT,0.0001627982939263439,Binance,11349.84,0.0018477345883369752
2017-12-04 20:00:00,BTCUSDT,LONG,0.0001631141160362107,Binance,11305.22,0.0018458868537486383
2017-12-05 01:00:00,BTCUSDT,SHORT,0.0001631141160362107,Binance,11501.69,0.0018760879972725244
2017-12-05 07:00:00,BTCUSDT,LONG,0.00015894207957266356,Binance,11780.0,0.0018742119092752519
2017-12-08 19:00:00,BTCUSDT,SHORT,0.00015894207957266356,Binance,15199.96,0.002415913251821303
2017-12-09 07:00:00,BTCUSDT,LONG,0.00015717615837479323,Binance,15340.01,0.002413497338569482
2017-12-09 14:00:00,BTCUSDT,SHORT,0.00015717615837479323,Binance,14701.02,0.002310649847791003
2017-12-11 00:00:00,BTCUSDT,LONG,0.00015060265456453612,Binance,15312.02,0.0023083391979432117
2017-12-12 16:00:00,BTCUSDT,SHORT,0.00015060265456453612,Binance,16201.33,0.002439963305476056
2017-12-14 13:00:00,BTCUSDT,LONG,0.00014904430278053676,Binance,16338.0,0.00243752334217058
2017-12-16 08:00:00,BTCUSDT,SHORT,0.00014904430278053676,Binance,17720.0,0.0026410650452711117
2017-12-16 14:00:00,BTCUSDT,LONG,0.00014216750573061568,Binance,18540.0,0.0026384239802258406
2017-12-18 02:00:00,BTCUSDT,SHORT,0.00014216750573061568,Binance,18238.94,0.0025929846069703555
2017-12-18 22:00:00,BTCUSDT,LONG,0.0001385332564636521,Binance,18680.0,0.0025903916223633853
2017-12-19 04:00:00,BTCUSDT,SHORT,0.0001385332564636521,Binance,18690.98,0.0025893223258969924
2017-12-26 04:00:00,BTCUSDT,LONG,0.00017627167429290844,Binance,14660.02,0.0025867330035710947
2017-12-27 17:00:00,BTCUSDT,SHORT,0.00017627167429290844,Binance,14701.0,0.0025913698837800466
2017-12-29 05:00:00,BTCUSDT,LONG,0.0001744596421601707,Binance,14824.0,0.002588778513896267
2017-12-30 00:00:00,BTCUSDT,SHORT,0.0001744596421601707,Binance,14288.07,0.0024926915793594706
2018-01-02 13:00:00,BTCUSDT,LONG,0.00017942389306672865,Binance,13864.98,0.002490198887780111
2018-01-04 00:00:00,BTCUSDT,SHORT,0.00017942389306672865,Binance,14753.76,0.0026471770565721785
2018-01-04 07:00:00,BTCUSDT,LONG,0.00017913516067508077,Binance,14748.0,0.0026445298795156067
2018-01-04 12:00:00,BTCUSDT,SHORT,0.00017913516067508077,Binance,14398.97,0.0025793618045056674
2018-01-05 05:00:00,BTCUSDT,LONG,0.00017161371068389735,Binance,15000.0,0.002576782442701162
2018-01-06 18:00:00,BTCUSDT,SHORT,0.00017161371068389735,Binance,16769.89,0.0028779430506607833
2018-01-07 02:00:00,BTCUSDT,LONG,0.00017154633788943354,Binance,16742.94,0.002875065107610122
2018-01-07 15:00:00,BTCUSDT,SHORT,0.00017154633788943354,Binance,16439.65,0.0028201617536840265
2018-01-13 13:00:00,BTCUSDT,LONG,0.0001937328863534211,Binance,14527.86,0.0028173415919303425
2018-01-14 04:00:00,BTCUSDT,SHORT,0.0001937328863534211,Binance,13644.42,0.0026433728692183455
2018-01-15 12:00:00,BTCUSDT,LONG,0.0001858463379255215,Binance,14195.0,0.0026407294963491272
2018-01-15 23:00:00,BTCUSDT,SHORT,0.0001858463379255215,Binance,13520.0,0.002512642488753051
2018-01-20 04:00:00,BTCUSDT,LONG,0.00020321067393987304,Binance,12340.0,0.002510129846264298
2018-01-21 05:00:00,BTCUSDT,SHORT,0.00020321067393987304,Binance,11938.14,0.002425957474988556
2018-01-27 06:00:00,BTCUSDT,LONG,0.0002144828355825464,Binance,11288.12,0.002423531517513567
2018-01-29 03:00:00,BTCUSDT,SHORT,0.0002144828355825464,Binance,11598.98,0.0024877821202652444
2018-02-08 17:00:00,BTCUSDT,LONG,0.00030022746050753995,Binance,8269.76,0.002485294338144979
2018-02-09 12:00:00,BTCUSDT,SHORT,0.00030022746050753995,Binance,8241.0,0.002474174502042637
2018-02-09 13:00:00,BTCUSDT,LONG,0.00029714121351067735,Binance,8309.95,0.0024717003275405943
2018-02-10 20:00:00,BTCUSDT,SHORT,0.00029714121351067735,Binance,8170.98,0.0024279349127714744
2018-02-12 02:00:00,BTCUSDT,LONG,0.00028446600973008266,Binance,8518.0,0.002425506977858703
2018-02-13 09:00:00,BTCUSDT,SHORT,0.00028446600973008266,Binance,8431.08,0.002398355685315105
2018-02-13 12:00:00,BTCUSDT,LONG,0.00027875218329511455,Binance,8586.7,0.0023959573296297903
2018-02-13 15:00:00,BTCUSDT,SHORT,0.00027875218329511455,Binance,8489.91,0.002366580948479026
2018-02-14 05:00:00,BTCUSDT,LONG,0.00026702658599921043,Binance,8845.0,0.002364214367530547
2018-02-16 16:00:00,BTCUSDT,SHORT,0.00026702658599921043,Binance,10084.22,0.002692754839064958
2018-02-17 03:00:00,BTCUSDT,LONG,0.0002569422674278894,Binance,10459.05,0.0026900620842258928
2018-02-18 12:00:00,BTCUSDT,SHORT,0.0002569422674278894,Binance,10507.4,0.002699795180771805
2018-02-19 04:00:00,BTCUSDT,LONG,0.00025621966306536083,Binance,10515.97,0.0026970953855910335
2018-02-21 02:00:00,BTCUSDT,SHORT,0.00025621966306536083,Binance,11042.84,0.0028293927440846893
2018-02-26 13:00:00,BTCUSDT,LONG,0.00027916495678563237,Binance,10114.94,0.002826563351340605
2018-02-28 09:00:00,BTCUSDT,SHORT,0.00027916495678563237,Binance,10594.99,0.0029577499254942073
2018-02-28 11:00:00,BTCUSDT,LONG,0.0002792405018842341,Binance,10570.95,0.002954792175568713
2018-02-28 12:00:00,BTCUSDT,SHORT,0.0002792405018842341,Binance,10400.01,0.002904104012001053
2018-02-28 13:00:00,BTCUSDT,LONG,0.000277186825331104,Binance,10456.12,0.002901199907989052
2018-02-28 17:00:00,BTCUSDT,SHORT,0.000277186825331104,Binance,10447.83,0.002896000829299068
2018-03-01 12:00:00,BTCUSDT,LONG,0.0002716185705490521,Binance,10640.7,0.002893104828469769
2018-03-02 21:00:00,BTCUSDT,SHORT,0.0002716185705490521,Binance,11049.85,0.003001344461781444
2018-03-03 05:00:00,BTCUSDT,LONG,0.00026449520998258173,Binance,11324.76,0.0029983431173196623
2018-03-04 09:00:00,BTCUSDT,SHORT,0.00026449520998258173,Binance,11256.75,0.0029773564549714273
2018-03-05 02:00:00,BTCUSDT,LONG,0.00025759902205617157,Binance,11535.0,0.002974379098516456
2018-03-06 01:00:00,BTCUSDT,SHORT,0.00025759902205617157,Binance,11315.01,0.002914735510555802
2018-03-12 06:00:00,BTCUSDT,LONG,0.0003032289793685469,Binance,9593.11,0.002911820775045246
2018-03-12 18:00:00,BTCUSDT,SHORT,0.0003032289793685469,Binance,9210.0,0.002792738899984317
2018-03-19 05:00:00,BTCUSDT,LONG,0.0003347183533456446,Binance,8326.87,0.0027899461610843323
2018-03-22 00:00:00,BTCUSDT,SHORT,0.0003347183533456446,Binance,9035.0,0.003024180322477899
2018-03-24 00:00:00,BTCUSDT,LONG,0.0003386972953698027,Binance,8911.01,0.0030211561421554217
2018-03-24 22:00:00,BTCUSDT,SHORT,0.0003386972953698027,Binance,8625.0,0.002921264172564549
Sharpe Ratio,Sortino Ratio,Max Drawdown,Max Drawdown Duration,Total Returns,Annualized Returns,Compound Annual Growth Rate
3.8421674867835476,6.858153773670209,19.912183001545564,1078,1.9183429083919843,4.51496074086883,11.437481484834638
Trades,Trade Winning,Average Trade,Average Win,Average Loss,Best Trade,Worst Trade,Worst Trade Date,Avg Days in Trade
45,0.5111111111111111,0.02855437615509075,0.07768501657256463,-0.022809475190450148,0.29031918505942267,-0.06081005736564095,0 days 15:00:00,1 days 07:38:40
