MACDStrategy_5_30,tickers,['ETHUSD'],initial equity,100000.0,frequency,60 min
Start date,2017-07-01 00:00:00,End date,2018-04-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2017-07-01 19:00:00,ETHUSD,LONG,100,ARCA,264.48,26.448000000000004
2017-07-01 22:00:00,ETHUSD,SHORT,100,ARCA,258.0,25.8
2017-07-02 18:00:00,ETHUSD,LONG,100,ARCA,256.6,25.660000000000004
2017-07-02 22:00:00,ETHUSD,SHORT,100,ARCA,253.79,25.379
2017-07-02 23:00:00,ETHUSD,LONG,100,ARCA,258.5,25.85
2017-07-04 23:00:00,ETHUSD,SHORT,100,ARCA,269.72,26.972000000000005
2017-07-06 05:00:00,ETHUSD,LONG,100,ARCA,266.3,26.630000000000003
2017-07-07 03:00:00,ETHUSD,SHORT,100,ARCA,260.93,26.093000000000004
2017-07-09 00:00:00,ETHUSD,LONG,100,ARCA,241.03,24.103
2017-07-09 20:00:00,ETHUSD,SHORT,100,ARCA,238.62,23.862000000000002
2017-07-12 15:00:00,ETHUSD,LONG,100,ARCA,196.58,19.658
2017-07-13 17:00:00,ETHUSD,SHORT,100,ARCA,202.93,20.293000000000003
2017-07-17 10:00:00,ETHUSD,LONG,100,ARCA,161.44,16.144000000000002
2017-07-20 01:00:00,ETHUSD,SHORT,100,ARCA,218.79,21.879
2017-07-20 20:00:00,ETHUSD,LONG,100,ARCA,225.8,22.580000000000002
2017-07-21 22:00:00,ETHUSD,SHORT,100,ARCA,224.42,22.442
2017-07-22 17:00:00,ETHUSD,LONG,100,ARCA,226.49,22.649
2017-07-23 16:00:00,ETHUSD,SHORT,100,ARCA,224.84,22.484
2017-07-24 00:00:00,ETHUSD,LONG,100,ARCA,229.0,22.900000000000002
2017-07-24 10:00:00,ETHUSD,SHORT,100,ARCA,231.29,23.129
2017-07-24 11:00:00,ETHUSD,LONG,100,ARCA,228.49,22.849000000000004
2017-07-24 13:00:00,ETHUSD,SHORT,100,ARCA,224.51,22.451
2017-07-26 22:00:00,ETHUSD,LONG,100,ARCA,199.96,19.996000000000002
2017-07-26 23:00:00,ETHUSD,SHORT,100,ARCA,195.36,19.536
2017-07-27 07:00:00,ETHUSD,LONG,100,ARCA,203.33,20.333000000000002
2017-07-28 02:00:00,ETHUSD,SHORT,100,ARCA,199.7,19.97
2017-07-28 07:00:00,ETHUSD,LONG,100,ARCA,202.54,20.254
2017-07-28 13:00:00,ETHUSD,SHORT,100,ARCA,202.69,20.269000000000002
2017-07-30 03:00:00,ETHUSD,LONG,100,ARCA,196.57,19.657
2017-07-31 05:00:00,ETHUSD,SHORT,100,ARCA,196.0,19.6
2017-08-01 02:00:00,ETHUSD,LONG,100,ARCA,200.47,20.047
2017-08-02 20:00:00,ETHUSD,SHORT,100,ARCA,217.9,21.790000000000003
2017-08-03 16:00:00,ETHUSD,LONG,100,ARCA,222.97,22.297
2017-08-04 18:00:00,ETHUSD,SHORT,100,ARCA,223.3,22.330000000000002
2017-08-09 03:00:00,ETHUSD,LONG,100,ARCA,292.14,29.214
2017-08-09 21:00:00,ETHUSD,SHORT,100,ARCA,290.5,29.05
2017-08-10 05:00:00,ETHUSD,LONG,100,ARCA,302.3,30.230000000000004
2017-08-10 06:00:00,ETHUSD,SHORT,100,ARCA,291.96,29.195999999999998
2017-08-10 17:00:00,ETHUSD,LONG,100,ARCA,301.33,30.133
2017-08-11 08:00:00,ETHUSD,SHORT,100,ARCA,295.62,29.562
2017-08-11 13:00:00,ETHUSD,LONG,100,ARCA,303.62,30.362000000000002
2017-08-11 17:00:00,ETHUSD,SHORT,100,ARCA,300.06,30.006
2017-08-12 04:00:00,ETHUSD,LONG,100,ARCA,300.55,30.055000000000003
2017-08-12 05:00:00,ETHUSD,SHORT,100,ARCA,299.99,29.999000000000002
2017-08-12 06:00:00,ETHUSD,LONG,100,ARCA,307.89,30.789
2017-08-13 07:00:00,ETHUSD,SHORT,100,ARCA,307.22,30.722000000000005
2017-08-14 09:00:00,ETHUSD,LONG,100,ARCA,302.5,30.25
2017-08-15 02:00:00,ETHUSD,SHORT,100,ARCA,298.0,29.8
2017-08-16 18:00:00,ETHUSD,LONG,100,ARCA,290.96,29.096
2017-08-18 02:00:00,ETHUSD,SHORT,100,ARCA,298.71,29.871
2017-08-18 16:00:00,ETHUSD,LONG,100,ARCA,302.91,30.291000000000004
2017-08-18 22:00:00,ETHUSD,SHORT,100,ARCA,298.01,29.801000000000002
2017-08-20 04:00:00,ETHUSD,LONG,100,ARCA,292.5,29.25
2017-08-20 11:00:00,ETHUSD,SHORT,100,ARCA,292.16,29.216000000000005
2017-08-20 13:00:00,ETHUSD,LONG,100,ARCA,291.09,29.108999999999998
2017-08-22 11:00:00,ETHUSD,SHORT,100,ARCA,308.48,30.848000000000003
2017-08-23 06:00:00,ETHUSD,LONG,100,ARCA,315.73,31.573000000000004
2017-08-24 06:00:00,ETHUSD,SHORT,100,ARCA,316.93,31.693
2017-08-24 16:00:00,ETHUSD,LONG,100,ARCA,322.0,32.2
2017-08-26 07:00:00,ETHUSD,SHORT,100,ARCA,328.7,32.87
2017-08-27 01:00:00,ETHUSD,LONG,100,ARCA,329.7,32.97
2017-08-27 02:00:00,ETHUSD,SHORT,100,ARCA,330.0,33.0
2017-08-27 03:00:00,ETHUSD,LONG,100,ARCA,332.75,33.275
2017-09-02 08:00:00,ETHUSD,SHORT,100,ARCA,387.34,38.734
2017-09-03 14:00:00,ETHUSD,LONG,100,ARCA,356.6,35.660000000000004
2017-09-03 19:00:00,ETHUSD,SHORT,100,ARCA,339.55,33.955000000000005
2017-09-04 05:00:00,ETHUSD,LONG,100,ARCA,349.07,34.907000000000004
2017-09-04 11:00:00,ETHUSD,SHORT,100,ARCA,344.77,34.477
2017-09-05 20:00:00,ETHUSD,LONG,100,ARCA,300.19,30.019000000000002
2017-09-07 11:00:00,ETHUSD,SHORT,100,ARCA,326.69,32.669000000000004
2017-09-07 21:00:00,ETHUSD,LONG,100,ARCA,336.09,33.609
2017-09-08 12:00:00,ETHUSD,SHORT,100,ARCA,329.62,32.962
2017-09-08 14:00:00,ETHUSD,LONG,100,ARCA,332.53,33.253
2017-09-08 20:00:00,ETHUSD,SHORT,100,ARCA,330.11,33.011
2017-09-10 07:00:00,ETHUSD,LONG,100,ARCA,303.08,30.308
2017-09-10 10:00:00,ETHUSD,SHORT,100,ARCA,294.52,29.451999999999998
2017-09-11 02:00:00,ETHUSD,LONG,100,ARCA,304.0,30.400000000000002
2017-09-11 16:00:00,ETHUSD,SHORT,100,ARCA,291.66,29.166000000000004
2017-09-11 21:00:00,ETHUSD,LONG,100,ARCA,298.36,29.836000000000002
2017-09-12 05:00:00,ETHUSD,SHORT,100,ARCA,294.99,29.499000000000002
2017-09-12 09:00:00,ETHUSD,LONG,100,ARCA,300.0,30.0
2017-09-13 02:00:00,ETHUSD,SHORT,100,ARCA,287.1,28.710000000000004
2017-09-14 10:00:00,ETHUSD,LONG,100,ARCA,275.36,27.536
2017-09-14 11:00:00,ETHUSD,SHORT,100,ARCA,269.69,26.969
2017-09-15 23:00:00,ETHUSD,LONG,100,ARCA,252.96,25.296000000000003
2017-09-16 22:00:00,ETHUSD,SHORT,100,ARCA,245.63,24.563000000000002
2017-09-17 23:00:00,ETHUSD,LONG,100,ARCA,254.14,25.414
2017-09-19 13:00:00,ETHUSD,SHORT,100,ARCA,279.97,27.997000000000003
2017-09-20 17:00:00,ETHUSD,LONG,100,ARCA,283.74,28.374000000000002
2017-09-20 19:00:00,ETHUSD,SHORT,100,ARCA,284.0,28.400000000000002
2017-09-20 21:00:00,ETHUSD,LONG,100,ARCA,290.38,29.038
2017-09-21 09:00:00,ETHUSD,SHORT,100,ARCA,281.23,28.123000000000005
2017-09-23 06:00:00,ETHUSD,LONG,100,ARCA,261.14,26.114
2017-09-24 18:00:00,ETHUSD,SHORT,100,ARCA,279.21,27.921
2017-09-24 22:00:00,ETHUSD,LONG,100,ARCA,284.7,28.47
2017-09-25 08:00:00,ETHUSD,SHORT,100,ARCA,282.99,28.299000000000003
2017-09-25 10:00:00,ETHUSD,LONG,100,ARCA,288.0,28.8
2017-09-26 16:00:00,ETHUSD,SHORT,100,ARCA,292.47,29.247000000000003
2017-09-26 18:00:00,ETHUSD,LONG,100,ARCA,293.57,29.357
2017-09-26 22:00:00,ETHUSD,SHORT,100,ARCA,290.97,29.097000000000005
2017-09-27 15:00:00,ETHUSD,LONG,100,ARCA,290.2,29.02
2017-09-27 16:00:00,ETHUSD,SHORT,100,ARCA,290.33,29.033
2017-09-27 18:00:00,ETHUSD,LONG,100,ARCA,297.0,29.700000000000003
2017-09-28 21:00:00,ETHUSD,SHORT,100,ARCA,302.23,30.223000000000003
2017-09-30 09:00:00,ETHUSD,LONG,100,ARCA,297.94,29.794
2017-10-01 12:00:00,ETHUSD,SHORT,100,ARCA,300.16,30.016000000000005
2017-10-02 05:00:00,ETHUSD,LONG,100,ARCA,303.0,30.3
2017-10-02 20:00:00,ETHUSD,SHORT,100,ARCA,297.7,29.77
2017-10-04 13:00:00,ETHUSD,LONG,100,ARCA,294.76,29.476
2017-10-05 00:00:00,ETHUSD,SHORT,100,ARCA,292.96,29.296
2017-10-05 01:00:00,ETHUSD,LONG,100,ARCA,292.32,29.232
2017-10-05 04:00:00,ETHUSD,SHORT,100,ARCA,290.49,29.049000000000003
2017-10-05 21:00:00,ETHUSD,LONG,100,ARCA,293.7,29.37
2017-10-09 06:00:00,ETHUSD,SHORT,100,ARCA,309.9,30.99
2017-10-10 20:00:00,ETHUSD,LONG,100,ARCA,303.58,30.358
2017-10-11 17:00:00,ETHUSD,SHORT,100,ARCA,297.24,29.724000000000004
2017-10-12 03:00:00,ETHUSD,LONG,100,ARCA,302.51,30.251
2017-10-13 04:00:00,ETHUSD,SHORT,100,ARCA,303.72,30.372000000000003
2017-10-13 14:00:00,ETHUSD,LONG,100,ARCA,329.99,32.999
2017-10-15 10:00:00,ETHUSD,SHORT,100,ARCA,337.92,33.792
2017-10-16 08:00:00,ETHUSD,LONG,100,ARCA,337.99,33.799
2017-10-17 03:00:00,ETHUSD,SHORT,100,ARCA,334.97,33.49700000000001
2017-10-19 07:00:00,ETHUSD,LONG,100,ARCA,313.45,31.345
2017-10-20 03:00:00,ETHUSD,SHORT,100,ARCA,305.82,30.582
2017-10-21 00:00:00,ETHUSD,LONG,100,ARCA,308.37,30.837000000000003
2017-10-21 05:00:00,ETHUSD,SHORT,100,ARCA,304.19,30.419
2017-10-22 08:00:00,ETHUSD,LONG,100,ARCA,300.81,30.081000000000003
2017-10-22 15:00:00,ETHUSD,SHORT,100,ARCA,294.13,29.413
2017-10-24 09:00:00,ETHUSD,LONG,100,ARCA,301.23,30.123000000000005
2017-10-25 08:00:00,ETHUSD,SHORT,100,ARCA,295.72,29.572000000000003
2017-10-26 05:00:00,ETHUSD,LONG,100,ARCA,295.86,29.586000000000002
2017-10-27 01:00:00,ETHUSD,SHORT,100,ARCA,295.19,29.519000000000002
2017-10-27 10:00:00,ETHUSD,LONG,100,ARCA,295.76,29.576
2017-10-27 21:00:00,ETHUSD,SHORT,100,ARCA,293.65,29.365
2017-10-29 01:00:00,ETHUSD,LONG,100,ARCA,295.03,29.503
2017-10-29 03:00:00,ETHUSD,SHORT,100,ARCA,294.03,29.403
2017-10-29 04:00:00,ETHUSD,LONG,100,ARCA,292.9,29.29
2017-10-29 06:00:00,ETHUSD,SHORT,100,ARCA,292.9,29.29
2017-10-29 13:00:00,ETHUSD,LONG,100,ARCA,295.74,29.574
2017-10-30 23:00:00,ETHUSD,SHORT,100,ARCA,306.32,30.632
2017-10-31 11:00:00,ETHUSD,LONG,100,ARCA,308.0,30.8
2017-10-31 22:00:00,ETHUSD,SHORT,100,ARCA,304.86,30.486000000000004
2017-11-03 10:00:00,ETHUSD,LONG,100,ARCA,288.61,28.861000000000004
2017-11-05 02:00:00,ETHUSD,SHORT,100,ARCA,298.5,29.85
2017-11-05 11:00:00,ETHUSD,LONG,100,ARCA,299.19,29.919
2017-11-05 18:00:00,ETHUSD,SHORT,100,ARCA,297.98,29.798000000000002
2017-11-06 19:00:00,ETHUSD,LONG,100,ARCA,300.5,30.05
2017-11-07 21:00:00,ETHUSD,SHORT,100,ARCA,289.81,28.981
2017-11-08 14:00:00,ETHUSD,LONG,100,ARCA,296.85,29.685000000000002
2017-11-10 14:00:00,ETHUSD,SHORT,100,ARCA,317.62,31.762
2017-11-12 00:00:00,ETHUSD,LONG,100,ARCA,304.93,30.493000000000002
2017-11-12 15:00:00,ETHUSD,SHORT,100,ARCA,305.61,30.561000000000003
2017-11-13 01:00:00,ETHUSD,LONG,100,ARCA,315.2,31.52
2017-11-13 07:00:00,ETHUSD,SHORT,100,ARCA,303.9,30.39
2017-11-13 09:00:00,ETHUSD,LONG,100,ARCA,315.84,31.584
2017-11-14 03:00:00,ETHUSD,SHORT,100,ARCA,310.41,31.041000000000004
2017-11-14 06:00:00,ETHUSD,LONG,100,ARCA,311.73,31.173000000000002
2017-11-15 23:00:00,ETHUSD,SHORT,100,ARCA,325.73,32.573
2017-11-17 00:00:00,ETHUSD,LONG,100,ARCA,335.09,33.509
2017-11-17 17:00:00,ETHUSD,SHORT,100,ARCA,328.72,32.87200000000001
2017-11-17 20:00:00,ETHUSD,LONG,100,ARCA,329.81,32.981
2017-11-18 09:00:00,ETHUSD,SHORT,100,ARCA,326.9,32.69
2017-11-18 17:00:00,ETHUSD,LONG,100,ARCA,330.65,33.065
2017-11-21 13:00:00,ETHUSD,SHORT,100,ARCA,361.01,36.101
2017-11-21 19:00:00,ETHUSD,LONG,100,ARCA,368.72,36.87200000000001
2017-11-22 06:00:00,ETHUSD,SHORT,100,ARCA,356.51,35.651
2017-11-22 15:00:00,ETHUSD,LONG,100,ARCA,367.4,36.74
2017-11-22 22:00:00,ETHUSD,SHORT,100,ARCA,363.88,36.388
2017-11-23 02:00:00,ETHUSD,LONG,100,ARCA,366.58,36.658
2017-11-26 09:00:00,ETHUSD,SHORT,100,ARCA,459.04,45.904
2017-11-27 06:00:00,ETHUSD,LONG,100,ARCA,469.38,46.938
2017-11-28 04:00:00,ETHUSD,SHORT,100,ARCA,471.54,47.154
2017-11-29 11:00:00,ETHUSD,LONG,100,ARCA,472.0,47.2
2017-11-29 14:00:00,ETHUSD,SHORT,100,ARCA,459.14,45.914
2017-11-29 18:00:00,ETHUSD,LONG,100,ARCA,475.29,47.529
2017-11-30 03:00:00,ETHUSD,SHORT,100,ARCA,421.0,42.1
2017-12-01 07:00:00,ETHUSD,LONG,100,ARCA,432.22,43.22200000000001
2017-12-01 14:00:00,ETHUSD,SHORT,100,ARCA,417.01,41.701
2017-12-01 18:00:00,ETHUSD,LONG,100,ARCA,427.55,42.755
2017-12-03 00:00:00,ETHUSD,SHORT,100,ARCA,454.43,45.443000000000005
2017-12-03 15:00:00,ETHUSD,LONG,100,ARCA,465.77,46.577
2017-12-04 07:00:00,ETHUSD,SHORT,100,ARCA,459.49,45.949000000000005
2017-12-05 08:00:00,ETHUSD,LONG,100,ARCA,463.56,46.356
2017-12-05 21:00:00,ETHUSD,SHORT,100,ARCA,453.82,45.382000000000005
2017-12-08 04:00:00,ETHUSD,LONG,100,ARCA,425.58,42.558
2017-12-08 09:00:00,ETHUSD,SHORT,100,ARCA,410.51,41.051
2017-12-08 17:00:00,ETHUSD,LONG,100,ARCA,427.55,42.755
2017-12-10 04:00:00,ETHUSD,SHORT,100,ARCA,456.17,45.617000000000004
2017-12-10 07:00:00,ETHUSD,LONG,100,ARCA,460.93,46.093
2017-12-10 08:00:00,ETHUSD,SHORT,100,ARCA,447.63,44.763000000000005
2017-12-11 03:00:00,ETHUSD,LONG,100,ARCA,445.06,44.506
2017-12-11 06:00:00,ETHUSD,SHORT,100,ARCA,428.01,42.801
2017-12-11 11:00:00,ETHUSD,LONG,100,ARCA,447.02,44.702
2017-12-14 22:00:00,ETHUSD,SHORT,100,ARCA,660.39,66.039
2017-12-15 23:00:00,ETHUSD,LONG,100,ARCA,688.76,68.876
2017-12-17 01:00:00,ETHUSD,SHORT,100,ARCA,687.97,68.79700000000001
2017-12-17 08:00:00,ETHUSD,LONG,100,ARCA,701.6,70.16000000000001
2017-12-18 09:00:00,ETHUSD,SHORT,100,ARCA,690.3,69.03
