MACDStrategy_30_96,tickers,['ETHUSD'],initial equity,100000.0,frequency,60 min
Start date,2017-07-01 00:00:00,End date,2018-04-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2017-07-03 11:00:00,ETHUSD,LONG,100,ARCA,272.73,27.273000000000003
2017-07-05 21:00:00,ETHUSD,SHORT,100,ARCA,255.5,25.55
2017-07-13 22:00:00,ETHUSD,LONG,100,ARCA,206.6,20.66
2017-07-14 18:00:00,ETHUSD,SHORT,100,ARCA,200.68,20.068
2017-07-18 15:00:00,ETHUSD,LONG,100,ARCA,189.8,18.98
2017-07-25 15:00:00,ETHUSD,SHORT,100,ARCA,212.12,21.212000000000003
2017-07-31 03:00:00,ETHUSD,LONG,100,ARCA,198.02,19.802000000000003
2017-08-14 01:00:00,ETHUSD,SHORT,100,ARCA,289.91,28.991000000000003
2017-08-17 11:00:00,ETHUSD,LONG,100,ARCA,299.75,29.975
2017-08-19 19:00:00,ETHUSD,SHORT,100,ARCA,280.86,28.086000000000002
2017-08-21 15:00:00,ETHUSD,LONG,100,ARCA,316.99,31.699
2017-09-02 21:00:00,ETHUSD,SHORT,100,ARCA,355.0,35.5
2017-09-07 02:00:00,ETHUSD,LONG,100,ARCA,335.64,33.564
2017-09-09 09:00:00,ETHUSD,SHORT,100,ARCA,297.0,29.700000000000003
2017-09-12 18:00:00,ETHUSD,LONG,100,ARCA,310.5,31.05
2017-09-13 17:00:00,ETHUSD,SHORT,100,ARCA,274.39,27.439
2017-09-17 06:00:00,ETHUSD,LONG,100,ARCA,254.47,25.447000000000003
2017-09-17 19:00:00,ETHUSD,SHORT,100,ARCA,244.53,24.453000000000003
2017-09-18 02:00:00,ETHUSD,LONG,100,ARCA,260.0,26.0
2017-09-29 23:00:00,ETHUSD,SHORT,100,ARCA,294.11,29.411
2017-10-01 00:00:00,ETHUSD,LONG,100,ARCA,303.38,30.338
2017-10-03 14:00:00,ETHUSD,SHORT,100,ARCA,294.01,29.401
2017-10-06 17:00:00,ETHUSD,LONG,100,ARCA,301.37,30.137
2017-10-10 04:00:00,ETHUSD,SHORT,100,ARCA,294.37,29.437
2017-10-12 18:00:00,ETHUSD,LONG,100,ARCA,307.69,30.769000000000002
2017-10-17 15:00:00,ETHUSD,SHORT,100,ARCA,327.4,32.74
2017-10-25 02:00:00,ETHUSD,LONG,100,ARCA,303.1,30.310000000000002
2017-10-27 22:00:00,ETHUSD,SHORT,100,ARCA,293.66,29.366000000000003
2017-10-29 22:00:00,ETHUSD,LONG,100,ARCA,307.0,30.700000000000003
2017-11-01 23:00:00,ETHUSD,SHORT,100,ARCA,297.0,29.700000000000003
2017-11-04 14:00:00,ETHUSD,LONG,100,ARCA,297.27,29.727
2017-11-08 02:00:00,ETHUSD,SHORT,100,ARCA,290.69,29.069000000000003
2017-11-09 05:00:00,ETHUSD,LONG,100,ARCA,312.47,31.247000000000003
2017-11-11 16:00:00,ETHUSD,SHORT,100,ARCA,302.5,30.25
2017-11-13 23:00:00,ETHUSD,LONG,100,ARCA,311.13,31.113
2017-11-30 07:00:00,ETHUSD,SHORT,100,ARCA,420.34,42.034
2017-12-02 17:00:00,ETHUSD,LONG,100,ARCA,469.41,46.941
2017-12-05 18:00:00,ETHUSD,SHORT,100,ARCA,459.43,45.943000000000005
2017-12-09 13:00:00,ETHUSD,LONG,100,ARCA,469.26,46.926
2017-12-22 13:00:00,ETHUSD,SHORT,100,ARCA,665.01,66.501
2017-12-26 02:00:00,ETHUSD,LONG,100,ARCA,718.1,71.81
2017-12-28 23:00:00,ETHUSD,SHORT,100,ARCA,702.76,70.276
2018-01-01 06:00:00,ETHUSD,LONG,100,ARCA,735.73,73.57300000000001
2018-01-12 09:00:00,ETHUSD,SHORT,100,ARCA,1173.0,117.30000000000001
2018-01-13 15:00:00,ETHUSD,LONG,100,ARCA,1332.6,133.26
2018-01-16 12:00:00,ETHUSD,SHORT,100,ARCA,1225.5,122.55000000000001
2018-01-20 03:00:00,ETHUSD,LONG,100,ARCA,1019.9,101.99000000000001
2018-01-22 15:00:00,ETHUSD,SHORT,100,ARCA,1070.1,107.00999999999999
2018-01-25 11:00:00,ETHUSD,LONG,100,ARCA,1095.0,109.5
2018-01-31 05:00:00,ETHUSD,SHORT,100,ARCA,1077.5,107.75
2018-02-08 07:00:00,ETHUSD,LONG,100,ARCA,752.8,75.28
2018-02-12 00:00:00,ETHUSD,SHORT,100,ARCA,837.52,83.75200000000001
2018-02-12 21:00:00,ETHUSD,LONG,100,ARCA,855.72,85.572
2018-02-19 10:00:00,ETHUSD,SHORT,100,ARCA,925.87,92.587
2018-02-20 20:00:00,ETHUSD,LONG,100,ARCA,936.99,93.69900000000001
2018-02-20 21:00:00,ETHUSD,SHORT,100,ARCA,943.68,94.368
2018-02-25 00:00:00,ETHUSD,LONG,100,ARCA,832.4,83.24000000000001
2018-02-25 01:00:00,ETHUSD,SHORT,100,ARCA,821.62,82.162
2018-02-26 11:00:00,ETHUSD,LONG,100,ARCA,848.15,84.815
2018-03-01 21:00:00,ETHUSD,SHORT,100,ARCA,869.62,86.962
2018-03-12 15:00:00,ETHUSD,LONG,100,ARCA,725.75,72.575
2018-03-13 18:00:00,ETHUSD,SHORT,100,ARCA,685.04,68.504
2018-03-21 08:00:00,ETHUSD,LONG,100,ARCA,557.08,55.708000000000006
2018-03-23 08:00:00,ETHUSD,SHORT,100,ARCA,533.54,53.354
