MACDStrategy_45_60,tickers,['ETHUSD'],initial equity,100000.0,frequency,60 min
Start date,2017-07-01 00:00:00,End date,2018-04-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2017-07-03 23:00:00,ETHUSD,LONG,100,ARCA,280.2,28.02
2017-07-05 12:00:00,ETHUSD,SHORT,100,ARCA,265.52,26.552
2017-07-05 17:00:00,ETHUSD,LONG,100,ARCA,258.48,25.848000000000003
2017-07-05 18:00:00,ETHUSD,SHORT,100,ARCA,254.06,25.406000000000002
2017-07-07 15:00:00,ETHUSD,LONG,100,ARCA,253.77,25.377000000000002
2017-07-08 03:00:00,ETHUSD,SHORT,100,ARCA,245.73,24.573
2017-07-10 10:00:00,ETHUSD,LONG,100,ARCA,234.72,23.472
2017-07-10 22:00:00,ETHUSD,SHORT,100,ARCA,213.0,21.3
2017-07-13 13:00:00,ETHUSD,LONG,100,ARCA,214.84,21.484
2017-07-15 01:00:00,ETHUSD,SHORT,100,ARCA,188.43,18.843
2017-07-18 14:00:00,ETHUSD,LONG,100,ARCA,188.24,18.824
2017-07-21 09:00:00,ETHUSD,SHORT,100,ARCA,226.99,22.699
2017-07-22 02:00:00,ETHUSD,LONG,100,ARCA,219.95,21.995
2017-07-23 05:00:00,ETHUSD,SHORT,100,ARCA,234.64,23.464
2017-07-24 01:00:00,ETHUSD,LONG,100,ARCA,231.08,23.108000000000004
2017-07-25 04:00:00,ETHUSD,SHORT,100,ARCA,226.71,22.671000000000003
2017-07-28 10:00:00,ETHUSD,LONG,100,ARCA,202.3,20.230000000000004
2017-07-29 05:00:00,ETHUSD,SHORT,100,ARCA,192.33,19.233000000000004
2017-07-31 06:00:00,ETHUSD,LONG,100,ARCA,195.23,19.523
2017-08-01 10:00:00,ETHUSD,SHORT,100,ARCA,206.08,20.608000000000004
2017-08-01 18:00:00,ETHUSD,LONG,100,ARCA,212.35,21.235
2017-08-04 07:00:00,ETHUSD,SHORT,100,ARCA,224.79,22.479
2017-08-04 19:00:00,ETHUSD,LONG,100,ARCA,222.41,22.241
2017-08-11 10:00:00,ETHUSD,SHORT,100,ARCA,301.51,30.151
2017-08-11 21:00:00,ETHUSD,LONG,100,ARCA,299.39,29.939
2017-08-14 06:00:00,ETHUSD,SHORT,100,ARCA,297.23,29.723000000000003
2017-08-15 18:00:00,ETHUSD,LONG,100,ARCA,285.3,28.53
2017-08-16 06:00:00,ETHUSD,SHORT,100,ARCA,284.69,28.469
2017-08-17 17:00:00,ETHUSD,LONG,100,ARCA,310.38,31.038
2017-08-19 08:00:00,ETHUSD,SHORT,100,ARCA,295.6,29.560000000000002
2017-08-21 12:00:00,ETHUSD,LONG,100,ARCA,303.14,30.314
2017-08-23 19:00:00,ETHUSD,SHORT,100,ARCA,319.95,31.995
2017-08-24 13:00:00,ETHUSD,LONG,100,ARCA,318.48,31.848000000000003
2017-08-27 20:00:00,ETHUSD,SHORT,100,ARCA,334.96,33.496
2017-08-28 04:00:00,ETHUSD,LONG,100,ARCA,338.4,33.839999999999996
2017-09-02 20:00:00,ETHUSD,SHORT,100,ARCA,354.68,35.468
2017-09-06 23:00:00,ETHUSD,LONG,100,ARCA,334.48,33.448
2017-09-09 00:00:00,ETHUSD,SHORT,100,ARCA,305.19,30.519000000000002
2017-09-12 12:00:00,ETHUSD,LONG,100,ARCA,305.52,30.552
2017-09-13 09:00:00,ETHUSD,SHORT,100,ARCA,290.0,29.0
2017-09-13 15:00:00,ETHUSD,LONG,100,ARCA,278.88,27.888
2017-09-13 18:00:00,ETHUSD,SHORT,100,ARCA,267.37,26.737000000000002
2017-09-17 03:00:00,ETHUSD,LONG,100,ARCA,254.29,25.429000000000002
2017-09-18 08:00:00,ETHUSD,SHORT,100,ARCA,264.15,26.415
2017-09-18 17:00:00,ETHUSD,LONG,100,ARCA,284.21,28.421
2017-09-20 20:00:00,ETHUSD,SHORT,100,ARCA,284.99,28.499000000000002
2017-09-24 10:00:00,ETHUSD,LONG,100,ARCA,293.01,29.301000000000002
2017-09-30 02:00:00,ETHUSD,SHORT,100,ARCA,293.05,29.305000000000003
2017-10-01 10:00:00,ETHUSD,LONG,100,ARCA,300.2,30.02
2017-10-02 21:00:00,ETHUSD,SHORT,100,ARCA,299.32,29.932000000000002
2017-10-06 00:00:00,ETHUSD,LONG,100,ARCA,294.13,29.413
2017-10-10 03:00:00,ETHUSD,SHORT,100,ARCA,291.72,29.172000000000004
2017-10-12 02:00:00,ETHUSD,LONG,100,ARCA,303.15,30.314999999999998
2017-10-16 04:00:00,ETHUSD,SHORT,100,ARCA,329.05,32.905
2017-10-17 17:00:00,ETHUSD,LONG,100,ARCA,328.35,32.835
2017-10-18 07:00:00,ETHUSD,SHORT,100,ARCA,315.65,31.564999999999998
2017-10-20 16:00:00,ETHUSD,LONG,100,ARCA,303.9,30.39
2017-10-21 09:00:00,ETHUSD,SHORT,100,ARCA,300.47,30.047000000000004
2017-10-25 03:00:00,ETHUSD,LONG,100,ARCA,305.8,30.580000000000002
2017-10-26 15:00:00,ETHUSD,SHORT,100,ARCA,295.23,29.523000000000003
2017-10-27 15:00:00,ETHUSD,LONG,100,ARCA,297.01,29.701
2017-10-28 09:00:00,ETHUSD,SHORT,100,ARCA,295.28,29.528
2017-10-29 23:00:00,ETHUSD,LONG,100,ARCA,308.54,30.854000000000003
2017-11-01 09:00:00,ETHUSD,SHORT,100,ARCA,303.2,30.32
2017-11-04 11:00:00,ETHUSD,LONG,100,ARCA,294.05,29.405
2017-11-06 04:00:00,ETHUSD,SHORT,100,ARCA,296.49,29.649
2017-11-08 01:00:00,ETHUSD,LONG,100,ARCA,292.35,29.235000000000003
2017-11-08 18:00:00,ETHUSD,SHORT,100,ARCA,298.4,29.84
2017-11-09 12:00:00,ETHUSD,LONG,100,ARCA,311.01,31.101
2017-11-11 13:00:00,ETHUSD,SHORT,100,ARCA,298.32,29.832
2017-11-13 03:00:00,ETHUSD,LONG,100,ARCA,310.77,31.076999999999998
2017-11-14 07:00:00,ETHUSD,SHORT,100,ARCA,313.22,31.322000000000003
2017-11-14 13:00:00,ETHUSD,LONG,100,ARCA,316.98,31.698000000000004
2017-11-17 09:00:00,ETHUSD,SHORT,100,ARCA,329.75,32.975
2017-11-18 07:00:00,ETHUSD,LONG,100,ARCA,331.0,33.1
2017-11-23 05:00:00,ETHUSD,SHORT,100,ARCA,371.14,37.114
2017-11-23 09:00:00,ETHUSD,LONG,100,ARCA,374.88,37.488
2017-11-27 18:00:00,ETHUSD,SHORT,100,ARCA,469.77,46.977000000000004
2017-11-28 07:00:00,ETHUSD,LONG,100,ARCA,473.44,47.344
2017-11-29 12:00:00,ETHUSD,SHORT,100,ARCA,473.94,47.394000000000005
2017-12-02 14:00:00,ETHUSD,LONG,100,ARCA,463.44,46.344
2017-12-05 18:00:00,ETHUSD,SHORT,100,ARCA,459.43,45.943000000000005
2017-12-09 09:00:00,ETHUSD,LONG,100,ARCA,451.32,45.132000000000005
2017-12-11 10:00:00,ETHUSD,SHORT,100,ARCA,445.83,44.583
2017-12-14 07:00:00,ETHUSD,LONG,100,ARCA,690.69,69.069
2017-12-16 04:00:00,ETHUSD,SHORT,100,ARCA,684.25,68.425
2017-12-17 06:00:00,ETHUSD,LONG,100,ARCA,683.12,68.312
2017-12-21 13:00:00,ETHUSD,SHORT,100,ARCA,821.5,82.15
2017-12-22 11:00:00,ETHUSD,LONG,100,ARCA,671.11,67.111
2017-12-22 15:00:00,ETHUSD,SHORT,100,ARCA,602.75,60.275000000000006
2017-12-24 19:00:00,ETHUSD,LONG,100,ARCA,583.4,58.34
2017-12-25 14:00:00,ETHUSD,SHORT,100,ARCA,691.09,69.10900000000001
2017-12-26 11:00:00,ETHUSD,LONG,100,ARCA,743.33,74.33300000000001
2017-12-28 18:00:00,ETHUSD,SHORT,100,ARCA,656.46,65.646
2017-12-30 14:00:00,ETHUSD,LONG,100,ARCA,686.51,68.651
2017-12-31 10:00:00,ETHUSD,SHORT,100,ARCA,702.0,70.2
2018-01-01 14:00:00,ETHUSD,LONG,100,ARCA,760.4,76.04
2018-01-12 09:00:00,ETHUSD,SHORT,100,ARCA,1173.0,117.30000000000001
2018-01-13 17:00:00,ETHUSD,LONG,100,ARCA,1326.8,132.68
2018-01-15 23:00:00,ETHUSD,SHORT,100,ARCA,1317.1,131.71
2018-01-19 15:00:00,ETHUSD,LONG,100,ARCA,1001.3,100.13
2018-01-22 17:00:00,ETHUSD,SHORT,100,ARCA,1074.7,107.47000000000001
2018-01-25 05:00:00,ETHUSD,LONG,100,ARCA,1039.8,103.98
2018-01-27 09:00:00,ETHUSD,SHORT,100,ARCA,1037.0,103.7
2018-01-28 03:00:00,ETHUSD,LONG,100,ARCA,1105.2,110.52000000000001
2018-01-30 21:00:00,ETHUSD,SHORT,100,ARCA,1129.5,112.95
2018-02-02 07:00:00,ETHUSD,LONG,100,ARCA,1035.6,103.56
2018-02-02 14:00:00,ETHUSD,SHORT,100,ARCA,950.9,95.09
2018-02-04 19:00:00,ETHUSD,LONG,100,ARCA,887.14,88.714
2018-02-05 15:00:00,ETHUSD,SHORT,100,ARCA,818.35,81.83500000000001
2018-02-08 04:00:00,ETHUSD,LONG,100,ARCA,823.28,82.328
2018-02-10 02:00:00,ETHUSD,SHORT,100,ARCA,870.01,87.001
2018-02-10 03:00:00,ETHUSD,LONG,100,ARCA,873.0,87.30000000000001
2018-02-12 03:00:00,ETHUSD,SHORT,100,ARCA,832.9,83.29
2018-02-13 08:00:00,ETHUSD,LONG,100,ARCA,866.06,86.606
2018-02-14 21:00:00,ETHUSD,SHORT,100,ARCA,888.0,88.80000000000001
2018-02-15 07:00:00,ETHUSD,LONG,100,ARCA,919.13,91.91300000000001
2018-02-19 12:00:00,ETHUSD,SHORT,100,ARCA,924.66,92.46600000000001
2018-02-20 20:00:00,ETHUSD,LONG,100,ARCA,936.99,93.69900000000001
2018-02-21 14:00:00,ETHUSD,SHORT,100,ARCA,889.53,88.953
2018-02-24 19:00:00,ETHUSD,LONG,100,ARCA,824.12,82.412
2018-02-25 19:00:00,ETHUSD,SHORT,100,ARCA,836.72,83.67200000000001
2018-02-26 23:00:00,ETHUSD,LONG,100,ARCA,873.73,87.373
2018-03-01 13:00:00,ETHUSD,SHORT,100,ARCA,858.44,85.84400000000001
2018-03-06 08:00:00,ETHUSD,LONG,100,ARCA,841.33,84.13300000000001
2018-03-07 01:00:00,ETHUSD,SHORT,100,ARCA,818.22,81.822
2018-03-11 09:00:00,ETHUSD,LONG,100,ARCA,672.21,67.221
2018-03-12 09:00:00,ETHUSD,SHORT,100,ARCA,722.26,72.226
2018-03-13 06:00:00,ETHUSD,LONG,100,ARCA,689.84,68.98400000000001
2018-03-14 02:00:00,ETHUSD,SHORT,100,ARCA,684.94,68.49400000000001
2018-03-17 10:00:00,ETHUSD,LONG,100,ARCA,599.14,59.914
2018-03-18 00:00:00,ETHUSD,SHORT,100,ARCA,573.62,57.362
2018-03-20 15:00:00,ETHUSD,LONG,100,ARCA,526.33,52.63300000000001
2018-03-23 09:00:00,ETHUSD,SHORT,100,ARCA,530.87,53.087
2018-03-25 08:00:00,ETHUSD,LONG,100,ARCA,519.24,51.92400000000001
2018-03-26 07:00:00,ETHUSD,SHORT,100,ARCA,522.41,52.241
