MACD_RSIStrategy_41_113_2_74_36,tickers,['BTCUSDT'],initial equity,1.0,frequency,60 min
Start date,2017-04-01 00:00:00,End date,2018-04-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2017-11-19 17:00:00,BTCUSDT,SHORT,0.00015476139265958877,Binance,7944.0,0.001229424503287773
2017-11-19 22:00:00,BTCUSDT,LONG,0.00015339041774147465,Binance,7998.98,0.0012281950787844853
2017-11-20 00:00:00,BTCUSDT,SHORT,0.00015339041774147465,Binance,8047.53,0.0012344139884870496
2017-11-20 01:00:00,BTCUSDT,LONG,0.00015351299558058525,Binance,8025.03,0.0012331795744985625
2017-11-20 07:00:00,BTCUSDT,SHORT,0.00015351299558058525,Binance,8014.01,0.001230254681712766
2017-11-20 18:00:00,BTCUSDT,LONG,0.00014991488380320056,Binance,8189.95,0.0012290244270310533
2017-11-20 20:00:00,BTCUSDT,SHORT,0.00014991488380320056,Binance,8238.48,0.0012350707719149916
2017-11-20 23:00:00,BTCUSDT,LONG,0.00015009764557256862,Binance,8212.0,0.0012338357011430765
2017-11-21 01:00:00,BTCUSDT,SHORT,0.00015009764557256862,Binance,8263.89,0.0012403904322706941
2017-11-21 02:00:00,BTCUSDT,LONG,0.00015292025731446088,Binance,8095.14,0.0012391500418384234
2017-11-21 05:00:00,BTCUSDT,SHORT,0.00015292025731446088,Binance,8086.02,0.001236516259049877
2017-11-21 13:00:00,BTCUSDT,LONG,0.00015004838862446045,Binance,8224.31,0.001235279742790827
2017-11-21 14:00:00,BTCUSDT,SHORT,0.00015004838862446045,Binance,8363.0,0.0012548546740663627
2017-11-21 16:00:00,BTCUSDT,LONG,0.00015110555516215877,Binance,8287.89,0.0012535998193922964
2017-11-22 00:00:00,BTCUSDT,SHORT,0.00015110555516215877,Binance,8195.0,0.001238310024553891
2017-11-22 02:00:00,BTCUSDT,LONG,0.00015118556386118035,Binance,8174.29,0.0012370717145293374
2017-11-22 03:00:00,BTCUSDT,SHORT,0.00015118556386118035,Binance,8184.97,0.0012374493046368453
2017-11-22 09:00:00,BTCUSDT,LONG,0.00014931376500292907,Binance,8271.01,0.0012362118553322086
2017-11-22 15:00:00,BTCUSDT,SHORT,0.00014931376500292907,Binance,8205.03,0.0012251239212619832
2017-11-22 16:00:00,BTCUSDT,LONG,0.00014935969569714803,Binance,8186.11,0.0012238987973407212
2017-11-22 19:00:00,BTCUSDT,SHORT,0.00014935969569714803,Binance,8199.98,0.0012247465175227
2017-11-22 21:00:00,BTCUSDT,LONG,0.00014949557545228156,Binance,8176.15,0.0012235217710051772
2017-11-22 22:00:00,BTCUSDT,SHORT,0.00014949557545228156,Binance,8239.82,0.0012318166325232186
2017-11-23 00:00:00,BTCUSDT,LONG,0.00014977512561827546,Binance,8208.0,0.0012305848158906956
2017-11-23 05:00:00,BTCUSDT,SHORT,0.00014977512561827546,Binance,8237.98,0.0012338444893408409
2017-11-23 07:00:00,BTCUSDT,LONG,0.00015127494277722954,Binance,8140.0,0.0012326106448515
2017-11-23 12:00:00,BTCUSDT,SHORT,0.00015127494277722954,Binance,8139.81,0.001231349291967521
2017-11-23 17:00:00,BTCUSDT,LONG,0.00015095084679398276,Binance,8140.98,0.0012301179426755533
2017-11-23 20:00:00,BTCUSDT,SHORT,0.00015095084679398276,Binance,8165.01,0.0012325151735813375
2017-11-23 21:00:00,BTCUSDT,LONG,0.00015144182300629605,Binance,8122.27,0.001231282658407756
2017-11-24 03:00:00,BTCUSDT,SHORT,0.00015144182300629605,Binance,8115.88,0.0012290836625003382
2017-11-25 19:00:00,BTCUSDT,LONG,0.00014353276740487037,Binance,8545.97,0.0012278545788378377
2017-11-25 20:00:00,BTCUSDT,SHORT,0.00014353276740487037,Binance,8570.18,0.001230101652557872
