MACD_RSIStrategy_41_113_2_74_36,tickers,['BTCUSDT'],initial equity,1.0,frequency,60 min
2018-04-12 17:00:00,BTCUSDT,SHORT,0.00011400323099283132,Binance,7688.05,0.0008764625400344369
2018-04-13 01:00:00,BTCUSDT,LONG,0.00011223993309786045,Binance,7793.22,0.0008755860774944024
2018-04-13 07:00:00,BTCUSDT,SHORT,0.00011223993309786045,Binance,8093.01,0.0009083589009603156
2018-04-13 10:00:00,BTCUSDT,LONG,0.00011244517135349468,Binance,8062.09,0.0009074505420593553
2018-04-13 11:00:00,BTCUSDT,SHORT,0.00011244517135349468,Binance,8091.0,0.0009097938814211255
2018-04-13 14:00:00,BTCUSDT,LONG,0.00011210954481444186,Binance,8099.0,0.0009088840875397044
2018-04-13 15:00:00,BTCUSDT,SHORT,0.00011210954481444186,Binance,8125.0,0.0009108900516173401
2018-04-13 17:00:00,BTCUSDT,LONG,0.00011202621169545446,Binance,8114.79,0.0009099791615657227
2018-04-14 01:00:00,BTCUSDT,SHORT,0.00011202621169545446,Binance,8065.24,0.0009035182836146471
2018-04-14 03:00:00,BTCUSDT,LONG,0.00011208828596431688,Binance,8044.66,0.0009026147653310325
2018-04-14 06:00:00,BTCUSDT,SHORT,0.00011208828596431688,Binance,8018.0,0.0008987238768618928
2018-04-14 09:00:00,BTCUSDT,LONG,0.00011155812535224453,Binance,8040.0,0.000897825152985031
2018-04-14 14:00:00,BTCUSDT,SHORT,0.00011155812535224453,Binance,7975.01,0.0008896771652654036
2018-04-14 15:00:00,BTCUSDT,LONG,0.00011161503261617999,Binance,7955.01,0.0008887874881001383
2018-04-14 19:00:00,BTCUSDT,SHORT,0.00011161503261617999,Binance,8022.0,0.0008953757916469959
2018-04-14 22:00:00,BTCUSDT,LONG,0.00011086371531291869,Binance,8060.22,0.0008944804158553489
2018-04-15 01:00:00,BTCUSDT,SHORT,0.00011086371531291869,Binance,8113.02,0.0008994395396080157
2018-04-15 03:00:00,BTCUSDT,LONG,0.00011103941988650892,Binance,8083.99,0.0008985401000684077
2018-04-15 04:00:00,BTCUSDT,SHORT,0.00011103941988650892,Binance,8116.11,0.000901208146135094
2018-04-15 07:00:00,BTCUSDT,LONG,0.00011138176407041617,Binance,8074.99,0.0009003069379889588
2018-04-15 09:00:00,BTCUSDT,SHORT,0.00011138176407041617,Binance,8116.23,0.0009040000150012338
2018-04-15 10:00:00,BTCUSDT,LONG,0.00011114459616094119,Binance,8117.29,0.0009030960149862326
2018-04-15 11:00:00,BTCUSDT,SHORT,0.00011114459616094119,Binance,8330.0,0.0009258344860206401
2018-04-15 14:00:00,BTCUSDT,LONG,0.00011081984656255554,Binance,8337.71,0.0009249086515346194
2018-04-15 17:00:00,BTCUSDT,SHORT,0.00011081984656255554,Binance,8299.99,0.0009198036182707453
2018-04-15 20:00:00,BTCUSDT,LONG,0.00011069153874807937,Binance,8293.0,0.0009188838146524746
2018-04-15 22:00:00,BTCUSDT,SHORT,0.00011069153874807937,Binance,8350.0,0.0009242743485464627
2018-04-16 01:00:00,BTCUSDT,LONG,0.00011085034364818753,Binance,8321.37,0.0009233500741979162
2018-04-16 07:00:00,BTCUSDT,SHORT,0.00011085034364818753,Binance,8110.0,0.000898996286986801
2018-04-16 10:00:00,BTCUSDT,LONG,0.00011111596512069127,Binance,8074.44,0.0008980972906998142
2018-04-16 14:00:00,BTCUSDT,SHORT,0.00011111596512069127,Binance,7973.98,0.0008860364835530897
2018-04-16 16:00:00,BTCUSDT,LONG,0.00011112951081522057,Binance,7957.07,0.0008851504470695366
2018-04-16 17:00:00,BTCUSDT,SHORT,0.00011112951081522057,Binance,8031.02,0.0008924833239472527
2018-04-16 19:00:00,BTCUSDT,LONG,0.0001115606670076844,Binance,7983.99,0.0008915908406233055
2018-04-16 21:00:00,BTCUSDT,SHORT,0.0001115606670076844,Binance,8018.98,0.000894602757521281
2018-04-17 01:00:00,BTCUSDT,LONG,0.00011103276291617909,Binance,8041.0,0.0008937081547637598
2018-04-17 07:00:00,BTCUSDT,SHORT,0.00011103276291617909,Binance,8138.6,0.0009036512442696152
2018-04-17 10:00:00,BTCUSDT,LONG,0.00011151371229363572,Binance,8087.3,0.0009027475930253456
2018-04-17 14:00:00,BTCUSDT,SHORT,0.00011151371229363572,Binance,8114.98,0.0009049315449886079
2018-04-19 20:00:00,BTCUSDT,LONG,0.00010977944823929106,Binance,8226.7,0.0009040266134436194
2018-04-20 00:00:00,BTCUSDT,SHORT,0.00010977944823929106,Binance,8350.56,0.0009167198692890942
2018-04-20 02:00:00,BTCUSDT,LONG,0.00010989783003383653,Binance,8324.89,0.0009158031494198052
2018-04-20 06:00:00,BTCUSDT,SHORT,0.00010989783003383653,Binance,8309.89,0.0009132388788198778
2018-04-20 08:00:00,BTCUSDT,LONG,0.00010988694545533774,Binance,8294.1,0.0009123256399410579
2018-04-20 10:00:00,BTCUSDT,SHORT,0.00010988694545533774,Binance,8488.01,0.0009327214918943614
2018-04-20 13:00:00,BTCUSDT,LONG,0.00010952547142393982,Binance,8499.0,0.000931788770402467
2018-04-20 17:00:00,BTCUSDT,SHORT,0.00010952547142393982,Binance,8505.0,0.0009315141344606082
2018-04-20 18:00:00,BTCUSDT,LONG,0.000109306401486397,Binance,8505.01,0.0009305826203261475
2018-04-20 19:00:00,BTCUSDT,SHORT,0.000109306401486397,Binance,8518.0,0.0009310719278611296
2018-04-20 21:00:00,BTCUSDT,LONG,0.00010921560254504388,Binance,8508.04,0.0009301408559332685
2018-04-20 22:00:00,BTCUSDT,SHORT,0.00010921560254504388,Binance,8830.0,0.0009643737704727374
2018-04-21 01:00:00,BTCUSDT,LONG,0.0001091208602387259,Binance,8820.0,0.0009634093967022647
2018-04-21 02:00:00,BTCUSDT,SHORT,0.0001091208602387259,Binance,8849.46,0.0009656606878481953
2018-04-21 08:00:00,BTCUSDT,LONG,0.0001096385275809165,Binance,8790.07,0.0009646950271603471
2018-04-21 12:00:00,BTCUSDT,SHORT,0.0001096385275809165,Binance,8755.01,0.0009598864053561999
2018-04-21 14:00:00,BTCUSDT,LONG,0.00010957530610998998,Binance,8742.55,0.0009589265189508437
2018-04-21 15:00:00,BTCUSDT,SHORT,0.00010957530610998998,Binance,8829.54,0.0009674995483104011
2018-04-21 17:00:00,BTCUSDT,LONG,0.00011022437405403294,Binance,8760.0,0.0009665320487620907
2018-04-21 18:00:00,BTCUSDT,SHORT,0.00011022437405403294,Binance,8779.97,0.0009677666974631876
2018-04-21 20:00:00,BTCUSDT,LONG,0.00011019191464175227,Binance,8765.0,0.0009667989307657243
2018-04-21 22:00:00,BTCUSDT,SHORT,0.00011019191464175227,Binance,8806.29,0.0009703819559905167
2018-04-22 01:00:00,BTCUSDT,LONG,0.00010985064212419611,Binance,8815.99,0.0009694115740345262
2018-04-22 02:00:00,BTCUSDT,SHORT,0.00010985064212419611,Binance,8852.05,0.0009724033766154901
2018-04-22 12:00:00,BTCUSDT,LONG,0.00010960727699163604,Binance,8853.97,0.0009714309732388746
2018-04-22 14:00:00,BTCUSDT,SHORT,0.00010960727699163604,Binance,8961.9,0.000982289455671343
2018-04-22 16:00:00,BTCUSDT,LONG,0.00010990261818165527,Binance,8919.95,0.0009813071662156717
2018-04-22 18:00:00,BTCUSDT,SHORT,0.00010990261818165527,Binance,8948.8,0.0009834965495839965
2018-04-22 19:00:00,BTCUSDT,LONG,0.0001105202724897397,Binance,8881.0,0.0009825130530344125
2018-04-22 21:00:00,BTCUSDT,SHORT,0.0001105202724897397,Binance,8920.02,0.000985843041013928
2018-04-22 22:00:00,BTCUSDT,LONG,0.00011119714520512445,Binance,8848.0,0.0009848571979729141
2018-04-23 01:00:00,BTCUSDT,SHORT,0.00011119714520512445,Binance,8853.24,0.000984455013815816
2018-04-23 09:00:00,BTCUSDT,LONG,0.00011032982462023561,Binance,8905.0,0.0009834705588020003
2018-04-23 12:00:00,BTCUSDT,SHORT,0.00011032982462023561,Binance,8940.74,0.0009864302761751255
2018-04-23 14:00:00,BTCUSDT,LONG,0.00011037766588777343,Binance,8919.0,0.0009854438458989502
2018-04-23 21:00:00,BTCUSDT,SHORT,0.00011037766588777343,Binance,8922.0,0.0009847895350507145
2018-04-23 22:00:00,BTCUSDT,LONG,0.00011018147277362025,Binance,8920.02,0.0009838047455156638
2018-04-23 23:00:00,BTCUSDT,SHORT,0.00011018147277362025,Binance,8934.01,0.000984362379574251
2018-04-24 06:00:00,BTCUSDT,LONG,0.00010646529175458252,Binance,9227.37,0.000983378017194677
2018-04-24 08:00:00,BTCUSDT,SHORT,0.00010646529175458252,Binance,9249.99,0.0009848028840769708
2018-04-24 14:00:00,BTCUSDT,LONG,0.00010579839188516525,Binance,9289.69,0.0009838180811928938
2018-04-24 15:00:00,BTCUSDT,SHORT,0.00010579839188516525,Binance,9347.0,0.0009888975689506395
2018-04-25 03:00:00,BTCUSDT,LONG,0.00010557571870640718,Binance,9347.99,0.0009879086713816888
2018-04-25 06:00:00,BTCUSDT,SHORT,0.00010557571870640718,Binance,9415.06,0.0009940017261639458
2018-04-25 08:00:00,BTCUSDT,LONG,0.0001068753344343927,Binance,9281.98,0.0009930077244377823
2018-04-25 20:00:00,BTCUSDT,SHORT,0.0001068753344343927,Binance,9083.0,0.000970748662667589
2018-04-25 22:00:00,BTCUSDT,LONG,0.00010818627985381534,Binance,8955.0,0.0009697779140049213
2018-04-26 04:00:00,BTCUSDT,SHORT,0.00010818627985381534,Binance,8935.0,0.0009666444104938401
2018-04-26 06:00:00,BTCUSDT,LONG,0.00010910564219828804,Binance,8842.0,0.0009656777660833462
2018-04-26 10:00:00,BTCUSDT,SHORT,0.00010910564219828804,Binance,8845.02,0.0009650415873567018
2018-04-26 14:00:00,BTCUSDT,LONG,0.00010907288334681871,Binance,8829.99,0.0009640765457693451
2018-04-26 16:00:00,BTCUSDT,SHORT,0.00010907288334681871,Binance,8900.51,0.0009708042889571934
2018-04-28 07:00:00,BTCUSDT,LONG,0.00010616264468570427,Binance,9126.22,0.0009698334846682361
2018-04-28 09:00:00,BTCUSDT,SHORT,0.00010616264468570427,Binance,9273.0,0.0009844462041705357
2018-04-28 11:00:00,BTCUSDT,LONG,0.00010657599781835999,Binance,9218.57,0.0009834617579663652
2018-04-28 13:00:00,BTCUSDT,SHORT,0.00010657599781835999,Binance,9387.99,0.0010005344017587855
2018-04-28 14:00:00,BTCUSDT,LONG,0.00010724220692144035,Binance,9311.02,0.0009995338673570266
2018-04-28 18:00:00,BTCUSDT,SHORT,0.00010724220692144035,Binance,9390.52,0.0010070600889399242
2018-04-28 20:00:00,BTCUSDT,LONG,0.00010770383748755658,Binance,9331.58,0.0010060530288509841
2018-04-28 23:00:00,BTCUSDT,SHORT,0.00010770383748755658,Binance,9348.0,0.001006815472833679
2018-04-29 04:00:00,BTCUSDT,LONG,0.00010615781725265492,Binance,9465.18,0.0010058086573608452
2018-04-29 12:00:00,BTCUSDT,SHORT,0.00010615781725265492,Binance,9247.48,0.0009816922918875813
2018-04-29 20:00:00,BTCUSDT,LONG,0.00010514390861077313,Binance,9317.99,0.0009807105995956937
2018-04-29 21:00:00,BTCUSDT,SHORT,0.00010514390861077313,Binance,9335.1,0.0009815289012724284
2018-04-30 01:00:00,BTCUSDT,LONG,0.00010404321030257935,Binance,9415.0,0.0009805473723711558
2018-04-30 02:00:00,BTCUSDT,SHORT,0.00010404321030257935,Binance,9445.01,0.000982689161739965
2018-04-30 03:00:00,BTCUSDT,LONG,0.00010579726382904221,Binance,9269.85,0.0009817064725782252
2018-04-30 05:00:00,BTCUSDT,SHORT,0.00010579726382904221,Binance,9350.8,0.0009892890546126078
2018-04-30 07:00:00,BTCUSDT,LONG,0.00010706033346227527,Binance,9222.01,0.0009882997655579952
2018-04-30 10:00:00,BTCUSDT,SHORT,0.00010706033346227527,Binance,9264.8,0.0009918925774612878
2018-04-30 14:00:00,BTCUSDT,LONG,0.0001067505706498621,Binance,9273.11,0.0009909006848838266
2018-04-30 15:00:00,BTCUSDT,SHORT,0.0001067505706498621,Binance,9318.06,0.000994708222349654
2018-04-30 20:00:00,BTCUSDT,LONG,0.00010696259030418887,Binance,9281.0,0.0009937135141273043
2018-05-01 02:00:00,BTCUSDT,SHORT,0.00010696259030418887,Binance,9009.11,0.000963637741935371
2018-05-01 03:00:00,BTCUSDT,LONG,0.00010759793623963747,Binance,8938.01,0.0009626741041934357
2018-05-01 07:00:00,BTCUSDT,SHORT,0.00010759793623963747,Binance,8973.71,0.0009655526764129972
2018-05-03 19:00:00,BTCUSDT,LONG,9.969186216575893e-05,Binance,9666.01,0.0009645871237365841
2018-05-03 21:00:00,BTCUSDT,SHORT,9.969186216575893e-05,Binance,9678.0,0.000964817842040215
2018-05-04 00:00:00,BTCUSDT,LONG,0.00010031140443525123,Binance,9599.0,0.0009638530241981749
2018-05-04 02:00:00,BTCUSDT,SHORT,0.00010031140443525123,Binance,9649.12,0.0009679167787642716
2018-05-04 03:00:00,BTCUSDT,LONG,0.00010087677901760485,Binance,9575.86,0.0009669488619855071
2018-05-04 05:00:00,BTCUSDT,SHORT,0.00010087677901760485,Binance,9635.1,0.0009719578535125245
2018-05-04 10:00:00,BTCUSDT,LONG,9.988774743857287e-05,Binance,9711.05,0.0009709858956590121
2018-05-04 17:00:00,BTCUSDT,SHORT,9.988774743857287e-05,Binance,9665.0,0.0009654150789938068
2018-05-04 18:00:00,BTCUSDT,LONG,9.984333777730894e-05,Binance,9649.97,0.0009644496639148128
2018-05-04 20:00:00,BTCUSDT,SHORT,9.984333777730894e-05,Binance,9710.46,0.0009695247377530474
2018-05-04 23:00:00,BTCUSDT,LONG,9.960754106214635e-05,Binance,9713.99,0.0009685552130152944
2018-05-05 01:00:00,BTCUSDT,SHORT,9.960754106214635e-05,Binance,9809.99,0.000977148981744245
2018-05-05 06:00:00,BTCUSDT,LONG,9.952987041562868e-05,Binance,9798.02,0.0009761718327625007
2018-05-05 08:00:00,BTCUSDT,SHORT,9.952987041562868e-05,Binance,9837.05,0.00097908031177206
2018-05-05 16:00:00,BTCUSDT,LONG,9.830707080123021e-05,Binance,9939.5,0.0009781012314602879
2018-05-05 22:00:00,BTCUSDT,SHORT,9.830707080123021e-05,Binance,9841.74,0.0009675126309872994
2018-05-06 02:00:00,BTCUSDT,LONG,9.760624601221276e-05,Binance,9892.59,0.0009665451183563122
2018-05-06 13:00:00,BTCUSDT,SHORT,9.760624601221276e-05,Binance,9561.0,0.0009332133181227662
2018-05-06 15:00:00,BTCUSDT,LONG,9.789307097065448e-05,Binance,9513.93,0.0009322801048046434
2018-05-06 17:00:00,BTCUSDT,SHORT,9.789307097065448e-05,Binance,9619.02,0.0009416354075281449
2018-05-06 18:00:00,BTCUSDT,LONG,9.817001437926108e-05,Binance,9572.71,0.0009406937721206168
2018-05-06 21:00:00,BTCUSDT,SHORT,9.817001437926108e-05,Binance,9561.17,0.0009386201963825597
2018-05-07 00:00:00,BTCUSDT,LONG,9.888566395122885e-05,Binance,9473.0,0.0009376815761861771
2018-05-07 06:00:00,BTCUSDT,SHORT,9.888566395122885e-05,Binance,9371.53,0.0009267099662888598
2018-05-07 07:00:00,BTCUSDT,LONG,9.9188403685685e-05,Binance,9324.25,0.000925783256322571
2018-05-07 11:00:00,BTCUSDT,SHORT,9.9188403685685e-05,Binance,9339.0,0.0009263205020206123
2018-05-15 08:00:00,BTCUSDT,LONG,0.0001060467363960871,Binance,8717.56,0.0009253941815185917
2018-05-15 10:00:00,BTCUSDT,SHORT,0.0001060467363960871,Binance,8783.19,0.0009314286346467483
2018-05-15 12:00:00,BTCUSDT,LONG,0.00010608852007218401,Binance,8762.18,0.0009304972060121015
2018-05-15 16:00:00,BTCUSDT,SHORT,0.00010608852007218401,Binance,8537.0,0.000905677695856235
2018-05-15 18:00:00,BTCUSDT,LONG,0.00010623234052726931,Binance,8508.4,0.0009047720181603787
2018-05-16 04:00:00,BTCUSDT,SHORT,0.00010623234052726931,Binance,8202.01,0.0008713187193280683
2018-05-16 08:00:00,BTCUSDT,LONG,0.00010626848574492339,Binance,8182.83,0.0008704474006087402
2018-05-16 10:00:00,BTCUSDT,SHORT,0.00010626848574492339,Binance,8350.26,0.000887369485776404
2018-05-16 12:00:00,BTCUSDT,LONG,0.00010618665420154424,Binance,8339.99,0.0008864821162906276
2018-05-16 14:00:00,BTCUSDT,SHORT,0.00010618665420154424,Binance,8193.81,0.0008700732690631552
2018-05-20 11:00:00,BTCUSDT,LONG,0.00010410580089850208,Binance,8340.88,0.000869203195794092
2018-05-20 14:00:00,BTCUSDT,SHORT,0.00010410580089850208,Binance,8350.0,0.0008692834375024923
2018-05-20 22:00:00,BTCUSDT,LONG,0.0001022531926550041,Binance,8484.29,0.0008684141540649899
2018-05-21 03:00:00,BTCUSDT,SHORT,0.0001022531926550041,Binance,8501.0,0.0008692543907601899
2018-05-21 08:00:00,BTCUSDT,LONG,0.00010180938496971129,Binance,8520.99,0.0008683851363694296
2018-05-21 12:00:00,BTCUSDT,SHORT,0.00010180938496971129,Binance,8493.71,0.0008647393912110863
2018-05-21 14:00:00,BTCUSDT,LONG,0.0001027882026305418,Binance,8396.01,0.0008638746518198752
2018-05-21 20:00:00,BTCUSDT,SHORT,0.0001027882026305418,Binance,8405.01,0.0008639358709917302
2018-05-22 00:00:00,BTCUSDT,LONG,0.00010325854648929554,Binance,8350.0,0.0008630719351207384
2018-05-22 03:00:00,BTCUSDT,SHORT,0.00010325854648929554,Binance,8324.94,0.000859621204010596
2018-05-22 05:00:00,BTCUSDT,LONG,0.00010352393160658608,Binance,8287.0,0.0008587615828065854
2018-05-22 06:00:00,BTCUSDT,SHORT,0.00010352393160658608,Binance,8327.1,0.000862054130881203
2018-05-22 08:00:00,BTCUSDT,LONG,0.00010373956488024755,Binance,8293.18,0.0008611920767503217
2018-05-22 14:00:00,BTCUSDT,SHORT,0.00010373956488024755,Binance,8220.0,0.0008527392233156349
2018-05-22 17:00:00,BTCUSDT,LONG,0.00010365816821273384,Binance,8210.01,0.0008518864840923192
2018-05-23 00:00:00,BTCUSDT,SHORT,0.00010365816821273384,Binance,7944.07,0.0008234677443537325
2018-05-30 14:00:00,BTCUSDT,LONG,0.00011144175258260201,Binance,7374.45,0.0008226442766093788
2018-05-30 20:00:00,BTCUSDT,SHORT,0.00011144175258260201,Binance,7342.99,0.0008183156747965207
2018-05-31 01:00:00,BTCUSDT,LONG,0.00011122928094327295,Binance,7342.31,0.0008174973591217241
2018-05-31 03:00:00,BTCUSDT,SHORT,0.00011122928094327295,Binance,7370.24,0.000819786495579348
2018-05-31 08:00:00,BTCUSDT,LONG,0.00010850751423070856,Binance,7540.01,0.0008189667090837687
2018-05-31 13:00:00,BTCUSDT,SHORT,0.00010850751423070856,Binance,7537.75,0.0008179025153925235
2018-05-31 19:00:00,BTCUSDT,LONG,0.00010818798503151187,Binance,7544.9,0.000817084612877131
2018-05-31 21:00:00,BTCUSDT,SHORT,0.00010818798503151187,Binance,7554.94,0.0008173537356339703
2018-05-31 22:00:00,BTCUSDT,LONG,0.00010950332656977636,Binance,7449.27,0.0008165363818983364
2018-06-01 00:00:00,BTCUSDT,SHORT,0.00010950332656977636,Binance,7517.84,0.0008232284886193276
2018-06-01 02:00:00,BTCUSDT,LONG,0.00010972257010325802,Binance,7487.82,0.0008224052601307081
2018-06-01 03:00:00,BTCUSDT,SHORT,0.00010972257010325802,Binance,7495.13,0.0008223849268580324
2018-06-01 05:00:00,BTCUSDT,LONG,0.0001095801368233685,Binance,7489.87,0.0008215625419311743
2018-06-01 06:00:00,BTCUSDT,SHORT,0.0001095801368233685,Binance,7542.99,0.0008265618762573004
2018-06-01 09:00:00,BTCUSDT,LONG,0.00010952589065152636,Binance,7531.64,0.0008257353143810431
2018-06-01 13:00:00,BTCUSDT,SHORT,0.00010952589065152636,Binance,7429.52,0.0008137247951133282
2018-06-01 17:00:00,BTCUSDT,LONG,0.00010925591979107959,Binance,7432.99,0.0008129110703182148
2018-06-01 20:00:00,BTCUSDT,SHORT,0.00010925591979107959,Binance,7444.91,0.0008134004898118064
2018-06-02 00:00:00,BTCUSDT,LONG,0.0001086388537602125,Binance,7472.23,0.0008125870893219945
2018-06-02 02:00:00,BTCUSDT,SHORT,0.0001086388537602125,Binance,7489.89,0.0008136930643900781
2018-06-02 10:00:00,BTCUSDT,LONG,0.00010601390234391153,Binance,7660.0,0.000812879371325688
2018-06-02 14:00:00,BTCUSDT,SHORT,0.00010601390234391153,Binance,7653.79,0.0008114081456208067
2018-06-02 16:00:00,BTCUSDT,LONG,0.00010611462104949008,Binance,7631.24,0.000810596737475186
2018-06-02 17:00:00,BTCUSDT,SHORT,0.00010611462104949008,Binance,7642.37,0.0008109671964699915
2018-06-02 20:00:00,BTCUSDT,LONG,0.00010632404497649759,Binance,7612.07,0.0008101562292735215
2018-06-02 22:00:00,BTCUSDT,SHORT,0.00010632404497649759,Binance,7631.02,0.0008113609136965528
2018-06-03 02:00:00,BTCUSDT,LONG,0.00010596722374929147,Binance,7641.41,0.0008105495527828561
2018-06-03 04:00:00,BTCUSDT,SHORT,0.00010596722374929147,Binance,7645.28,0.0008101490963859831
2018-06-03 10:00:00,BTCUSDT,LONG,0.0001049520507207232,Binance,7703.8,0.0008093389472895971
2018-06-03 12:00:00,BTCUSDT,SHORT,0.0001049520507207232,Binance,7718.83,0.0008101070376646399
2018-06-03 14:00:00,BTCUSDT,LONG,0.0001047670900215561,Binance,7717.0,0.0008092969306269753
2018-06-03 15:00:00,BTCUSDT,SHORT,0.0001047670900215561,Binance,7730.01,0.0008098506535375289
2018-06-03 16:00:00,BTCUSDT,LONG,0.00010487554298808386,Binance,7706.58,0.0008090408028839913
2018-06-03 20:00:00,BTCUSDT,SHORT,0.00010487554298808386,Binance,7720.01,0.0008096402406234373
2018-06-04 01:00:00,BTCUSDT,LONG,0.00010488354343430236,Binance,7703.99,0.0008088306003828139
2018-06-04 04:00:00,BTCUSDT,SHORT,0.00010488354343430236,Binance,7699.01,0.0008074994497361284
2018-06-04 05:00:00,BTCUSDT,LONG,0.00010520695278539241,Binance,7660.0,0.0008066919502863922
2018-06-04 08:00:00,BTCUSDT,SHORT,0.00010520695278539241,Binance,7609.24,0.0008005449534127193
2018-06-04 10:00:00,BTCUSDT,LONG,0.00010523507166107049,Binance,7592.0,0.0007997444084593065
2018-06-04 18:00:00,BTCUSDT,SHORT,0.00010523507166107049,Binance,7498.0,0.0007890525673147065
2018-06-04 22:00:00,BTCUSDT,LONG,0.00010489865488825038,Binance,7507.01,0.0007882635147473919
2018-06-05 06:00:00,BTCUSDT,SHORT,0.00010489865488825038,Binance,7429.01,0.000779293156151361
2018-06-07 05:00:00,BTCUSDT,LONG,0.00010084742597668755,Binance,7712.0,0.0007785138629952097
2018-06-07 06:00:00,BTCUSDT,SHORT,0.00010084742597668755,Binance,7718.66,0.0007784069929892191
2018-06-07 08:00:00,BTCUSDT,LONG,0.00010090061102823208,Binance,7699.17,0.0007776285859962299
2018-06-07 12:00:00,BTCUSDT,SHORT,0.00010090061102823208,Binance,7705.85,0.0007775249734919022
2018-06-07 14:00:00,BTCUSDT,LONG,0.00010090646307800934,Binance,7690.0,0.0007767474485184103
2018-06-07 16:00:00,BTCUSDT,SHORT,0.00010090646307800934,Binance,7720.8,0.0007790786201326945
2018-06-07 18:00:00,BTCUSDT,LONG,0.00010101351685951377,Binance,7697.2,0.0007782995415125619
2018-06-08 00:00:00,BTCUSDT,SHORT,0.00010101351685951377,Binance,7694.99,0.0007772980020987898
2018-06-08 01:00:00,BTCUSDT,LONG,0.00010108733169046056,Binance,7674.0,0.000776520704096691
2018-06-08 06:00:00,BTCUSDT,SHORT,0.00010108733169046056,Binance,7648.95,0.0007732119457337484
