MACD_EMVStrategy_16_45_31_113_41,tickers,['BTCUSDT'],initial equity,1.0,frequency,60 min
Start date,2017-04-01 00:00:00,End date,2018-04-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2017-10-29 21:00:00,BTCUSDT,LONG,0.00016290017757586924,Binance,6132.59,0.001
2017-11-04 10:00:00,BTCUSDT,SHORT,0.00016290017757586924,Binance,7114.91,0.0011590201024363278
2017-11-14 10:00:00,BTCUSDT,LONG,0.00017708390622272945,Binance,6531.95,0.0011578610823338915
2017-11-18 06:00:00,BTCUSDT,SHORT,0.00017708390622272945,Binance,7566.87,0.0013399708974795848
2017-11-19 00:00:00,BTCUSDT,LONG,0.00017206540088207965,Binance,7772.0,0.0013386309265821053
2017-11-19 04:00:00,BTCUSDT,SHORT,0.00017206540088207965,Binance,7769.96,0.0013369412822377236
2017-11-26 08:00:00,BTCUSDT,LONG,0.0001514758239935846,Binance,8808.46,0.0013356043409554856
2017-11-30 06:00:00,BTCUSDT,SHORT,0.0001514758239935846,Binance,10000.01,0.0015147597546940862
2017-12-03 05:00:00,BTCUSDT,LONG,0.0001367506327598002,Binance,11054.66,0.0015132449949393921
2017-12-04 19:00:00,BTCUSDT,SHORT,0.0001367506327598002,Binance,11149.25,0.0015246669922972023
2017-12-05 12:00:00,BTCUSDT,LONG,0.00012984217777979164,Binance,11718.99,0.0015231423253049053
2017-12-09 00:00:00,BTCUSDT,SHORT,0.00012984217777979164,Binance,15769.69,0.002047570892512203
2017-12-09 03:00:00,BTCUSDT,LONG,0.0001318155064904165,Binance,15502.56,0.0020455233216196906
2017-12-09 06:00:00,BTCUSDT,SHORT,0.0001318155064904165,Binance,15174.52,0.002000237039548955
2017-12-15 01:00:00,BTCUSDT,LONG,0.00011691563317868834,Binance,17074.18,0.001998236802509406
2017-12-18 04:00:00,BTCUSDT,SHORT,0.00011691563317868834,Binance,18700.11,0.002186335201161122
2017-12-25 11:00:00,BTCUSDT,LONG,0.00015811338529666673,Binance,13800.0,0.0021841488659599608
2017-12-27 22:00:00,BTCUSDT,SHORT,0.00015811338529666673,Binance,15315.05,0.002421514401487716
2018-01-02 14:00:00,BTCUSDT,LONG,0.00017685912255197022,Binance,13664.4,0.002419092887086228
2018-01-04 13:00:00,BTCUSDT,SHORT,0.00017685912255197022,Binance,14518.95,0.002567808757375928
2018-01-05 04:00:00,BTCUSDT,LONG,0.00017291950483769853,Binance,14820.05,0.0025652409486185525
2018-01-07 15:00:00,BTCUSDT,SHORT,0.00017291950483769853,Binance,16439.65,0.002842736137705071
2018-01-13 05:00:00,BTCUSDT,LONG,0.00020078227234011312,Binance,14130.0,0.0028398934015673657
2018-01-14 10:00:00,BTCUSDT,SHORT,0.00020078227234011312,Binance,13410.38,0.0026925665693444062
2018-01-15 15:00:00,BTCUSDT,LONG,0.00019207878541704305,Binance,13990.01,0.0026898740027750615
2018-01-15 16:00:00,BTCUSDT,SHORT,0.00019207878541704305,Binance,14069.97,0.002702542748454233
2018-01-16 01:00:00,BTCUSDT,LONG,0.00020789195772852843,Binance,12973.76,0.0026998402057057786
2018-01-16 07:00:00,BTCUSDT,SHORT,0.00020789195772852843,Binance,12347.32,0.0025669085275006136
2018-01-19 19:00:00,BTCUSDT,LONG,0.00022953965121223421,Binance,11160.5,0.002564341618973113
2018-01-21 13:00:00,BTCUSDT,SHORT,0.00022953965121223421,Binance,11995.96,0.0027535484743559132
2018-01-27 14:00:00,BTCUSDT,LONG,0.0002477253115632745,Binance,11093.11,0.0027507949258815576
2018-01-29 10:00:00,BTCUSDT,SHORT,0.0002477253115632745,Binance,11429.98,0.0028314953566619962
2018-02-04 05:00:00,BTCUSDT,LONG,0.00030515425415281584,Binance,9260.35,0.002828663861305334
2018-02-04 16:00:00,BTCUSDT,SHORT,0.00030515425415281584,Binance,8500.0,0.002593811160298935
2018-02-07 00:00:00,BTCUSDT,LONG,0.00034327085738470415,Binance,7541.06,0.002591217349138636
2018-02-10 22:00:00,BTCUSDT,SHORT,0.00034327085738470415,Binance,8539.99,0.0029315296893567995
2018-02-12 04:00:00,BTCUSDT,LONG,0.00034460426828785307,Binance,8489.94,0.002928598159667443
2018-02-12 13:00:00,BTCUSDT,SHORT,0.00034460426828785307,Binance,8670.75,0.002987977459256902
2018-02-15 12:00:00,BTCUSDT,LONG,0.0003082098730693862,Binance,9675.24,0.0029849894817976456
2018-02-18 17:00:00,BTCUSDT,SHORT,0.0003082098730693862,Binance,10743.0,0.003311098666384416
2018-02-27 05:00:00,BTCUSDT,LONG,0.0003201038229755756,Binance,10323.15,0.0033077875677180314
2018-02-28 20:00:00,BTCUSDT,SHORT,0.0003201038229755756,Binance,10670.0,0.003415507791149392
2018-03-01 17:00:00,BTCUSDT,LONG,0.0003141640729101276,Binance,10850.0,0.003412092283358243
2018-03-04 12:00:00,BTCUSDT,SHORT,0.0003141640729101276,Binance,11221.0,0.003525235062124542
2018-03-11 20:00:00,BTCUSDT,LONG,0.00036705144676425186,Binance,9585.0,0.003521709827062417
2018-03-13 01:00:00,BTCUSDT,SHORT,0.00036705144676425186,Binance,9088.0,0.003335763548193521
2018-03-19 14:00:00,BTCUSDT,LONG,0.00038896299254117725,Binance,8558.9,0.0033324277846453277
2018-03-22 11:00:00,BTCUSDT,SHORT,0.00038896299254117725,Binance,8642.01,0.003361422071170779
2018-03-24 02:00:00,BTCUSDT,LONG,0.0003770565835589327,Binance,8897.08,0.003358060649099608
2018-03-24 08:00:00,BTCUSDT,SHORT,0.0003770565835589327,Binance,8873.29,0.003345732412327642
2018-03-31 20:00:00,BTCUSDT,LONG,0.0004837077530175777,Binance,6903.02,0.0033423866799153147
Sharpe Ratio,Sortino Ratio,Max Drawdown,Max Drawdown Duration,Total Returns,Annualized Returns,Compound Annual Growth Rate
4.2957949519719065,7.890596693364552,18.308935143151693,679,2.371979954138366,5.582628801249889,16.474953522047116
Trades,Trade Winning,Average Trade,Average Win,Average Loss,Best Trade,Worst Trade,Worst Trade Date,Avg Days in Trade
25,0.72,0.05520943442663562,0.09097257127086394,-0.036752917458522896,0.34565265436697196,-0.08210812766256138,0 days 11:00:00,2 days 00:26:24
