RSIStrategy_12_70_30,tickers,['BTCUSDT'],initial equity,100000.0,frequency,60 min
Start date,2017-05-01 00:00:00,End date,2018-04-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2017-10-28 12:00:00,BTCUSDT,LONG,100,Binance,5689.99,568.999
2017-10-29 13:00:00,BTCUSDT,SHORT,100,Binance,5790.0,579.0
2017-11-04 00:00:00,BTCUSDT,LONG,100,Binance,7041.13,704.113
2017-11-04 13:00:00,BTCUSDT,SHORT,100,Binance,7250.2,725.02
2017-11-06 00:00:00,BTCUSDT,LONG,100,Binance,7315.61,731.561
2017-11-07 11:00:00,BTCUSDT,SHORT,100,Binance,7160.55,716.0550000000001
2017-11-08 20:00:00,BTCUSDT,LONG,100,Binance,6989.0,698.9000000000001
2017-11-09 06:00:00,BTCUSDT,SHORT,100,Binance,7332.04,733.2040000000001
2017-11-09 11:00:00,BTCUSDT,LONG,100,Binance,7076.0,707.6
2017-11-12 18:00:00,BTCUSDT,SHORT,100,Binance,6141.33,614.133
2017-11-12 22:00:00,BTCUSDT,LONG,100,Binance,5660.02,566.0020000000001
2017-11-13 10:00:00,BTCUSDT,SHORT,100,Binance,6397.95,639.7950000000001
2017-11-18 02:00:00,BTCUSDT,LONG,100,Binance,7446.11,744.611
2017-11-19 18:00:00,BTCUSDT,SHORT,100,Binance,8011.98,801.198
2017-11-21 03:00:00,BTCUSDT,LONG,100,Binance,7894.41,789.441
2017-11-21 15:00:00,BTCUSDT,SHORT,100,Binance,8370.01,837.0010000000001
2017-11-24 00:00:00,BTCUSDT,LONG,100,Binance,7981.38,798.138
2017-11-25 08:00:00,BTCUSDT,SHORT,100,Binance,8343.97,834.3969999999999
2017-11-29 20:00:00,BTCUSDT,LONG,100,Binance,9200.0,920.0
2017-11-30 08:00:00,BTCUSDT,SHORT,100,Binance,10222.02,1022.2020000000001
2017-11-30 13:00:00,BTCUSDT,LONG,100,Binance,9035.01,903.5010000000001
2017-12-01 13:00:00,BTCUSDT,SHORT,100,Binance,10659.63,1065.963
2017-12-04 19:00:00,BTCUSDT,LONG,100,Binance,11149.25,1114.925
2017-12-04 23:00:00,BTCUSDT,SHORT,100,Binance,11579.0,1157.9
2017-12-08 11:00:00,BTCUSDT,LONG,100,Binance,14834.98,1483.498
2017-12-10 14:00:00,BTCUSDT,SHORT,100,Binance,15060.0,1506.0
2017-12-13 01:00:00,BTCUSDT,LONG,100,Binance,16079.94,1607.9940000000001
2017-12-15 00:00:00,BTCUSDT,SHORT,100,Binance,16968.96,1696.896
2017-12-18 00:00:00,BTCUSDT,LONG,100,Binance,17849.98,1784.998
2017-12-18 12:00:00,BTCUSDT,SHORT,100,Binance,19161.0,1916.1000000000001
2017-12-19 10:00:00,BTCUSDT,LONG,100,Binance,16852.0,1685.2
2017-12-20 12:00:00,BTCUSDT,SHORT,100,Binance,17689.98,1768.998
2017-12-21 14:00:00,BTCUSDT,LONG,100,Binance,15474.97,1547.497
2017-12-23 11:00:00,BTCUSDT,SHORT,100,Binance,14642.99,1464.299
2017-12-24 02:00:00,BTCUSDT,LONG,100,Binance,12157.98,1215.798
2017-12-25 06:00:00,BTCUSDT,SHORT,100,Binance,13532.99,1353.299
2017-12-27 16:00:00,BTCUSDT,LONG,100,Binance,14558.63,1455.863
2017-12-29 06:00:00,BTCUSDT,SHORT,100,Binance,14830.98,1483.098
2017-12-30 02:00:00,BTCUSDT,LONG,100,Binance,13336.17,1333.6170000000002
2017-12-31 17:00:00,BTCUSDT,SHORT,100,Binance,13762.99,1376.299
2018-01-01 18:00:00,BTCUSDT,LONG,100,Binance,13135.0,1313.5
2018-01-02 17:00:00,BTCUSDT,SHORT,100,Binance,13780.0,1378.0
2018-01-04 13:00:00,BTCUSDT,LONG,100,Binance,14518.95,1451.8950000000002
2018-01-04 20:00:00,BTCUSDT,SHORT,100,Binance,14799.02,1479.902
2018-01-06 12:00:00,BTCUSDT,LONG,100,Binance,16214.91,1621.491
2018-01-07 00:00:00,BTCUSDT,SHORT,100,Binance,17009.09,1700.909
2018-01-07 13:00:00,BTCUSDT,LONG,100,Binance,16386.0,1638.6000000000001
2018-01-09 02:00:00,BTCUSDT,SHORT,100,Binance,15216.3,1521.63
2018-01-09 13:00:00,BTCUSDT,LONG,100,Binance,14050.01,1405.0010000000002
