EMVStrategy_10_5_10,tickers,['ETHUSDT'],initial equity,500.0,frequency,1 min
Start date,2018-07-25 00:00:00+00:00,End date,2018-07-25 04:20:00+00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-07-25 00:10:00+00:00,ETHUSDT,LONG,1,ARCA,482.53,0.013
2018-07-25 00:22:00+00:00,ETHUSDT,SHORT,1,ARCA,484.5,0.013
2018-07-25 00:47:00+00:00,ETHUSDT,LONG,1,ARCA,481.76,0.013
2018-07-25 00:59:00+00:00,ETHUSDT,SHORT,1,ARCA,479.88,0.013
2018-07-25 01:09:00+00:00,ETHUSDT,LONG,1,ARCA,479.59,0.013
2018-07-25 01:26:00+00:00,ETHUSDT,SHORT,1,ARCA,480.91,0.013
2018-07-25 01:46:00+00:00,ETHUSDT,LONG,1,ARCA,480.99,0.013
2018-07-25 02:06:00+00:00,ETHUSDT,SHORT,1,ARCA,481.46,0.013
2018-07-25 02:29:00+00:00,ETHUSDT,LONG,1,ARCA,478.56,0.013
2018-07-25 02:45:00+00:00,ETHUSDT,SHORT,1,ARCA,477.64,0.013
2018-07-25 02:57:00+00:00,ETHUSDT,LONG,1,ARCA,478.12,0.013
2018-07-25 03:04:00+00:00,ETHUSDT,SHORT,1,ARCA,477.25,0.013
2018-07-25 03:17:00+00:00,ETHUSDT,LONG,1,ARCA,476.69,0.013
2018-07-25 03:32:00+00:00,ETHUSDT,SHORT,1,ARCA,476.13,0.013
2018-07-25 03:36:00+00:00,ETHUSDT,LONG,1,ARCA,476.62,0.013
2018-07-25 03:56:00+00:00,ETHUSDT,SHORT,1,ARCA,478.79,0.013
2018-07-25 04:16:00+00:00,ETHUSDT,LONG,1,ARCA,479.47,0.013
2018-07-25 04:17:00+00:00,ETHUSDT,SHORT,1,ARCA,479.43,0.013
2018-07-25 04:19:00+00:00,ETHUSDT,LONG,1,ARCA,478.68,0.013
