EMVStrategy_26_10_30,tickers,['ETHUSDT'],initial equity,500.0,frequency,1 min
Start date,2018-07-25 00:00:00+00:00,End date,2018-07-25 04:20:00+00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-07-25 00:26:00+00:00,ETHUSDT,LONG,1,ARCA,484.44,0.013
2018-07-25 00:46:00+00:00,ETHUSDT,SHORT,1,ARCA,482.31,0.013
2018-07-25 01:28:00+00:00,ETHUSDT,LONG,1,ARCA,480.69,0.013
2018-07-25 02:07:00+00:00,ETHUSDT,SHORT,1,ARCA,481.11,0.013
2018-07-25 02:54:00+00:00,ETHUSDT,LONG,1,ARCA,477.44,0.013
2018-07-25 03:18:00+00:00,ETHUSDT,SHORT,1,ARCA,476.11,0.013
2018-07-25 03:38:00+00:00,ETHUSDT,LONG,1,ARCA,476.95,0.013
2018-07-25 04:15:00+00:00,ETHUSDT,SHORT,1,ARCA,479.7,0.013
