EMVStrategy_26_30_5,tickers,['ETHUSDT'],initial equity,500.0,frequency,1 min
Start date,2018-07-25 00:00:00+00:00,End date,2018-07-25 04:20:00+00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-07-25 00:26:00+00:00,ETHUSDT,LONG,1,ARCA,484.44,0.013
2018-07-25 00:53:00+00:00,ETHUSDT,SHORT,1,ARCA,480.0,0.013
2018-07-25 01:28:00+00:00,ETHUSDT,LONG,1,ARCA,480.69,0.013
2018-07-25 02:09:00+00:00,ETHUSDT,SHORT,1,ARCA,480.49,0.013
2018-07-25 02:55:00+00:00,ETHUSDT,LONG,1,ARCA,478.01,0.013
2018-07-25 03:22:00+00:00,ETHUSDT,SHORT,1,ARCA,475.93,0.013
2018-07-25 03:39:00+00:00,ETHUSDT,LONG,1,ARCA,477.11,0.013
2018-07-25 04:17:00+00:00,ETHUSDT,SHORT,1,ARCA,479.43,0.013
