EMVStrategy_10_30_26,tickers,['ETHUSDT'],initial equity,500.0,frequency,1 min
Start date,2018-07-25 00:00:00+00:00,End date,2018-07-25 04:20:00+00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-07-25 00:10:00+00:00,ETHUSDT,LONG,1,ARCA,482.53,0.013
2018-07-25 00:40:00+00:00,ETHUSDT,SHORT,1,ARCA,480.35,0.013
2018-07-25 01:16:00+00:00,ETHUSDT,LONG,1,ARCA,480.31,0.013
2018-07-25 01:47:00+00:00,ETHUSDT,SHORT,1,ARCA,480.96,0.013
2018-07-25 02:05:00+00:00,ETHUSDT,LONG,1,ARCA,481.76,0.013
2018-07-25 02:18:00+00:00,ETHUSDT,SHORT,1,ARCA,478.58,0.013
2018-07-25 02:44:00+00:00,ETHUSDT,LONG,1,ARCA,478.0,0.013
2018-07-25 03:08:00+00:00,ETHUSDT,SHORT,1,ARCA,476.07,0.013
2018-07-25 03:30:00+00:00,ETHUSDT,LONG,1,ARCA,475.42,0.013
2018-07-25 04:13:00+00:00,ETHUSDT,SHORT,1,ARCA,479.38,0.013
