EMVStrategy_5_26_45,tickers,['ETHUSDT'],initial equity,500.0,frequency,1 min
Start date,2018-07-25 00:00:00+00:00,End date,2018-07-25 04:20:00+00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-07-25 00:05:00+00:00,ETHUSDT,LONG,1,ARCA,481.18,0.013
2018-07-25 00:34:00+00:00,ETHUSDT,SHORT,1,ARCA,483.13,0.013
2018-07-25 01:16:00+00:00,ETHUSDT,LONG,1,ARCA,480.31,0.013
2018-07-25 01:43:00+00:00,ETHUSDT,SHORT,1,ARCA,480.15,0.013
2018-07-25 01:55:00+00:00,ETHUSDT,LONG,1,ARCA,482.0,0.013
2018-07-25 02:12:00+00:00,ETHUSDT,SHORT,1,ARCA,480.0,0.013
2018-07-25 02:38:00+00:00,ETHUSDT,LONG,1,ARCA,478.32,0.013
2018-07-25 03:02:00+00:00,ETHUSDT,SHORT,1,ARCA,477.14,0.013
2018-07-25 03:32:00+00:00,ETHUSDT,LONG,1,ARCA,476.13,0.013
2018-07-25 04:10:00+00:00,ETHUSDT,SHORT,1,ARCA,479.23,0.013
