EMVStrategy_30_30_5,tickers,['ETHUSDT'],initial equity,500.0,frequency,1 min
Start date,2018-07-25 00:00:00+00:00,End date,2018-07-25 04:20:00+00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-07-25 00:30:00+00:00,ETHUSDT,LONG,1,ARCA,484.42,0.013
2018-07-25 01:00:00+00:00,ETHUSDT,SHORT,1,ARCA,479.5,0.013
2018-07-25 01:33:00+00:00,ETHUSDT,LONG,1,ARCA,480.3,0.013
2018-07-25 02:17:00+00:00,ETHUSDT,SHORT,1,ARCA,478.83,0.013
2018-07-25 03:01:00+00:00,ETHUSDT,LONG,1,ARCA,477.66,0.013
2018-07-25 03:29:00+00:00,ETHUSDT,SHORT,1,ARCA,476.08,0.013
2018-07-25 03:37:00+00:00,ETHUSDT,LONG,1,ARCA,476.93,0.013
2018-07-25 04:19:00+00:00,ETHUSDT,SHORT,1,ARCA,478.68,0.013
