EMVStrategy_5_10_45,tickers,['ETHUSDT'],initial equity,500.0,frequency,1 min
Start date,2018-07-25 00:00:00+00:00,End date,2018-07-25 04:20:00+00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-07-25 00:05:00+00:00,ETHUSDT,LONG,1,ARCA,481.18,0.013
2018-07-25 00:22:00+00:00,ETHUSDT,SHORT,1,ARCA,484.5,0.013
2018-07-25 01:09:00+00:00,ETHUSDT,LONG,1,ARCA,479.59,0.013
2018-07-25 01:31:00+00:00,ETHUSDT,SHORT,1,ARCA,480.5,0.013
2018-07-25 01:51:00+00:00,ETHUSDT,LONG,1,ARCA,481.0,0.013
2018-07-25 02:06:00+00:00,ETHUSDT,SHORT,1,ARCA,481.46,0.013
2018-07-25 02:31:00+00:00,ETHUSDT,LONG,1,ARCA,478.59,0.013
2018-07-25 02:45:00+00:00,ETHUSDT,SHORT,1,ARCA,477.64,0.013
2018-07-25 02:56:00+00:00,ETHUSDT,LONG,1,ARCA,478.17,0.013
2018-07-25 03:04:00+00:00,ETHUSDT,SHORT,1,ARCA,477.25,0.013
2018-07-25 03:20:00+00:00,ETHUSDT,LONG,1,ARCA,476.3,0.013
2018-07-25 03:57:00+00:00,ETHUSDT,SHORT,1,ARCA,479.3,0.013
