EMVStrategy_5_45_10,tickers,['ETHUSDT'],initial equity,500.0,frequency,1 min
Start date,2018-07-25 00:00:00+00:00,End date,2018-07-25 04:20:00+00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-07-25 00:05:00+00:00,ETHUSDT,LONG,1,ARCA,481.18,0.013
2018-07-25 00:30:00+00:00,ETHUSDT,SHORT,1,ARCA,484.42,0.013
2018-07-25 00:48:00+00:00,ETHUSDT,LONG,1,ARCA,481.07,0.013
2018-07-25 00:51:00+00:00,ETHUSDT,SHORT,1,ARCA,479.75,0.013
2018-07-25 01:12:00+00:00,ETHUSDT,LONG,1,ARCA,479.8,0.013
2018-07-25 01:32:00+00:00,ETHUSDT,SHORT,1,ARCA,480.45,0.013
2018-07-25 01:40:00+00:00,ETHUSDT,LONG,1,ARCA,480.3,0.013
2018-07-25 02:01:00+00:00,ETHUSDT,SHORT,1,ARCA,481.98,0.013
2018-07-25 02:29:00+00:00,ETHUSDT,LONG,1,ARCA,478.56,0.013
2018-07-25 02:37:00+00:00,ETHUSDT,SHORT,1,ARCA,478.51,0.013
2018-07-25 02:52:00+00:00,ETHUSDT,LONG,1,ARCA,477.81,0.013
2018-07-25 03:09:00+00:00,ETHUSDT,SHORT,1,ARCA,475.86,0.013
2018-07-25 03:29:00+00:00,ETHUSDT,LONG,1,ARCA,476.08,0.013
2018-07-25 04:04:00+00:00,ETHUSDT,SHORT,1,ARCA,478.95,0.013
2018-07-25 04:12:00+00:00,ETHUSDT,LONG,1,ARCA,480.08,0.013
