EMVStrategy_10_30_30,tickers,['ETHUSDT'],initial equity,500.0,frequency,1 min
Start date,2018-07-25 00:00:00+00:00,End date,2018-07-25 04:20:00+00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-07-25 00:10:00+00:00,ETHUSDT,LONG,1,ARCA,482.53,0.013
2018-07-25 00:41:00+00:00,ETHUSDT,SHORT,1,ARCA,480.0,0.013
2018-07-25 01:17:00+00:00,ETHUSDT,LONG,1,ARCA,481.07,0.013
2018-07-25 01:49:00+00:00,ETHUSDT,SHORT,1,ARCA,481.11,0.013
2018-07-25 02:05:00+00:00,ETHUSDT,LONG,1,ARCA,481.76,0.013
2018-07-25 02:18:00+00:00,ETHUSDT,SHORT,1,ARCA,478.58,0.013
2018-07-25 02:45:00+00:00,ETHUSDT,LONG,1,ARCA,477.64,0.013
2018-07-25 03:08:00+00:00,ETHUSDT,SHORT,1,ARCA,476.07,0.013
2018-07-25 03:32:00+00:00,ETHUSDT,LONG,1,ARCA,476.13,0.013
2018-07-25 04:14:00+00:00,ETHUSDT,SHORT,1,ARCA,479.94,0.013
