EMVStrategy_5_30_26,tickers,['ETHUSDT'],initial equity,500.0,frequency,1 min
Start date,2018-07-25 00:00:00+00:00,End date,2018-07-25 04:20:00+00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-07-25 00:05:00+00:00,ETHUSDT,LONG,1,ARCA,481.18,0.013
2018-07-25 00:35:00+00:00,ETHUSDT,SHORT,1,ARCA,482.8,0.013
2018-07-25 01:09:00+00:00,ETHUSDT,LONG,1,ARCA,479.59,0.013
2018-07-25 01:40:00+00:00,ETHUSDT,SHORT,1,ARCA,480.3,0.013
2018-07-25 01:57:00+00:00,ETHUSDT,LONG,1,ARCA,482.88,0.013
2018-07-25 02:11:00+00:00,ETHUSDT,SHORT,1,ARCA,480.19,0.013
2018-07-25 02:37:00+00:00,ETHUSDT,LONG,1,ARCA,478.51,0.013
2018-07-25 03:02:00+00:00,ETHUSDT,SHORT,1,ARCA,477.14,0.013
2018-07-25 03:28:00+00:00,ETHUSDT,LONG,1,ARCA,475.77,0.013
2018-07-25 03:29:00+00:00,ETHUSDT,SHORT,1,ARCA,476.08,0.013
2018-07-25 03:30:00+00:00,ETHUSDT,LONG,1,ARCA,475.42,0.013
2018-07-25 04:07:00+00:00,ETHUSDT,SHORT,1,ARCA,479.3,0.013
