EMVStrategy_10_10_30,tickers,['ETHUSDT'],initial equity,500.0,frequency,1 min
Start date,2018-07-25 00:00:00+00:00,End date,2018-07-25 04:20:00+00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-07-25 00:10:00+00:00,ETHUSDT,LONG,1,ARCA,482.53,0.013
2018-07-25 00:29:00+00:00,ETHUSDT,SHORT,1,ARCA,484.5,0.013
2018-07-25 01:13:00+00:00,ETHUSDT,LONG,1,ARCA,480.13,0.013
2018-07-25 01:36:00+00:00,ETHUSDT,SHORT,1,ARCA,480.2,0.013
2018-07-25 01:56:00+00:00,ETHUSDT,LONG,1,ARCA,482.1,0.013
2018-07-25 02:12:00+00:00,ETHUSDT,SHORT,1,ARCA,480.0,0.013
2018-07-25 02:36:00+00:00,ETHUSDT,LONG,1,ARCA,478.78,0.013
2018-07-25 02:53:00+00:00,ETHUSDT,SHORT,1,ARCA,477.82,0.013
2018-07-25 03:22:00+00:00,ETHUSDT,LONG,1,ARCA,475.93,0.013
2018-07-25 04:02:00+00:00,ETHUSDT,SHORT,1,ARCA,479.21,0.013
