EMVStrategy_5_5_10,tickers,['ETHUSDT'],initial equity,500.0,frequency,1 min
Start date,2018-07-25 00:00:00+00:00,End date,2018-07-25 04:20:00+00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-07-25 00:05:00+00:00,ETHUSDT,LONG,1,ARCA,481.18,0.013
2018-07-25 00:14:00+00:00,ETHUSDT,SHORT,1,ARCA,482.73,0.013
2018-07-25 00:43:00+00:00,ETHUSDT,LONG,1,ARCA,480.73,0.013
2018-07-25 00:53:00+00:00,ETHUSDT,SHORT,1,ARCA,480.0,0.013
2018-07-25 01:00:00+00:00,ETHUSDT,LONG,1,ARCA,479.5,0.013
2018-07-25 01:05:00+00:00,ETHUSDT,SHORT,1,ARCA,479.72,0.013
2018-07-25 01:06:00+00:00,ETHUSDT,LONG,1,ARCA,479.59,0.013
2018-07-25 01:22:00+00:00,ETHUSDT,SHORT,1,ARCA,480.59,0.013
2018-07-25 01:39:00+00:00,ETHUSDT,LONG,1,ARCA,480.01,0.013
2018-07-25 01:58:00+00:00,ETHUSDT,SHORT,1,ARCA,482.48,0.013
2018-07-25 02:14:00+00:00,ETHUSDT,LONG,1,ARCA,478.88,0.013
2018-07-25 02:19:00+00:00,ETHUSDT,SHORT,1,ARCA,478.4,0.013
2018-07-25 02:24:00+00:00,ETHUSDT,LONG,1,ARCA,477.3,0.013
2018-07-25 02:37:00+00:00,ETHUSDT,SHORT,1,ARCA,478.51,0.013
2018-07-25 02:52:00+00:00,ETHUSDT,LONG,1,ARCA,477.81,0.013
2018-07-25 03:02:00+00:00,ETHUSDT,SHORT,1,ARCA,477.14,0.013
2018-07-25 03:13:00+00:00,ETHUSDT,LONG,1,ARCA,476.24,0.013
2018-07-25 03:24:00+00:00,ETHUSDT,SHORT,1,ARCA,476.15,0.013
2018-07-25 03:30:00+00:00,ETHUSDT,LONG,1,ARCA,475.42,0.013
2018-07-25 03:52:00+00:00,ETHUSDT,SHORT,1,ARCA,479.16,0.013
2018-07-25 04:02:00+00:00,ETHUSDT,LONG,1,ARCA,479.21,0.013
2018-07-25 04:07:00+00:00,ETHUSDT,SHORT,1,ARCA,479.3,0.013
2018-07-25 04:13:00+00:00,ETHUSDT,LONG,1,ARCA,479.38,0.013
