EMVStrategy_10_5_30,tickers,['ETHUSDT'],initial equity,500.0,frequency,1 min
Start date,2018-07-25 00:00:00+00:00,End date,2018-07-25 04:20:00+00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-07-25 00:10:00+00:00,ETHUSDT,LONG,1,ARCA,482.53,0.013
2018-07-25 00:26:00+00:00,ETHUSDT,SHORT,1,ARCA,484.44,0.013
2018-07-25 01:11:00+00:00,ETHUSDT,LONG,1,ARCA,479.87,0.013
2018-07-25 01:34:00+00:00,ETHUSDT,SHORT,1,ARCA,480.5,0.013
2018-07-25 01:54:00+00:00,ETHUSDT,LONG,1,ARCA,481.52,0.013
2018-07-25 02:09:00+00:00,ETHUSDT,SHORT,1,ARCA,480.49,0.013
2018-07-25 02:34:00+00:00,ETHUSDT,LONG,1,ARCA,478.21,0.013
2018-07-25 02:49:00+00:00,ETHUSDT,SHORT,1,ARCA,478.53,0.013
2018-07-25 03:20:00+00:00,ETHUSDT,LONG,1,ARCA,476.3,0.013
2018-07-25 03:59:00+00:00,ETHUSDT,SHORT,1,ARCA,480.12,0.013
