EMVStrategy_5_5_26,tickers,['ETHUSDT'],initial equity,500.0,frequency,1 min
Start date,2018-07-25 00:00:00+00:00,End date,2018-07-25 04:20:00+00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-07-25 00:05:00+00:00,ETHUSDT,LONG,1,ARCA,481.18,0.013
2018-07-25 00:17:00+00:00,ETHUSDT,SHORT,1,ARCA,483.9,0.013
2018-07-25 00:47:00+00:00,ETHUSDT,LONG,1,ARCA,481.76,0.013
2018-07-25 00:54:00+00:00,ETHUSDT,SHORT,1,ARCA,479.92,0.013
2018-07-25 01:00:00+00:00,ETHUSDT,LONG,1,ARCA,479.5,0.013
2018-07-25 01:04:00+00:00,ETHUSDT,SHORT,1,ARCA,479.57,0.013
2018-07-25 01:07:00+00:00,ETHUSDT,LONG,1,ARCA,479.26,0.013
2018-07-25 01:26:00+00:00,ETHUSDT,SHORT,1,ARCA,480.91,0.013
2018-07-25 01:49:00+00:00,ETHUSDT,LONG,1,ARCA,481.11,0.013
2018-07-25 02:03:00+00:00,ETHUSDT,SHORT,1,ARCA,481.5,0.013
2018-07-25 02:27:00+00:00,ETHUSDT,LONG,1,ARCA,478.49,0.013
2018-07-25 02:42:00+00:00,ETHUSDT,SHORT,1,ARCA,478.44,0.013
2018-07-25 02:58:00+00:00,ETHUSDT,LONG,1,ARCA,478.0,0.013
2018-07-25 03:02:00+00:00,ETHUSDT,SHORT,1,ARCA,477.14,0.013
2018-07-25 03:16:00+00:00,ETHUSDT,LONG,1,ARCA,475.86,0.013
2018-07-25 03:54:00+00:00,ETHUSDT,SHORT,1,ARCA,479.3,0.013
2018-07-25 04:15:00+00:00,ETHUSDT,LONG,1,ARCA,479.7,0.013
