EMVStrategy_10_30_5,tickers,['ETHUSDT'],initial equity,500.0,frequency,1 min
Start date,2018-07-25 00:00:00+00:00,End date,2018-07-25 04:20:00+00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-07-25 00:10:00+00:00,ETHUSDT,LONG,1,ARCA,482.53,0.013
2018-07-25 00:35:00+00:00,ETHUSDT,SHORT,1,ARCA,482.8,0.013
2018-07-25 01:10:00+00:00,ETHUSDT,LONG,1,ARCA,479.88,0.013
2018-07-25 01:40:00+00:00,ETHUSDT,SHORT,1,ARCA,480.3,0.013
2018-07-25 01:57:00+00:00,ETHUSDT,LONG,1,ARCA,482.88,0.013
2018-07-25 02:11:00+00:00,ETHUSDT,SHORT,1,ARCA,480.19,0.013
2018-07-25 02:37:00+00:00,ETHUSDT,LONG,1,ARCA,478.51,0.013
2018-07-25 03:04:00+00:00,ETHUSDT,SHORT,1,ARCA,477.25,0.013
2018-07-25 03:20:00+00:00,ETHUSDT,LONG,1,ARCA,476.3,0.013
2018-07-25 04:05:00+00:00,ETHUSDT,SHORT,1,ARCA,478.65,0.013
