EMVStrategy_5_10_30,tickers,['ETHUSDT'],initial equity,500.0,frequency,1 min
Start date,2018-07-25 00:00:00+00:00,End date,2018-07-25 04:20:00+00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-07-25 00:05:00+00:00,ETHUSDT,LONG,1,ARCA,481.18,0.013
2018-07-25 00:22:00+00:00,ETHUSDT,SHORT,1,ARCA,484.5,0.013
2018-07-25 00:49:00+00:00,ETHUSDT,LONG,1,ARCA,480.46,0.013
2018-07-25 00:56:00+00:00,ETHUSDT,SHORT,1,ARCA,479.97,0.013
2018-07-25 01:07:00+00:00,ETHUSDT,LONG,1,ARCA,479.26,0.013
2018-07-25 01:30:00+00:00,ETHUSDT,SHORT,1,ARCA,480.48,0.013
2018-07-25 01:51:00+00:00,ETHUSDT,LONG,1,ARCA,481.0,0.013
2018-07-25 02:06:00+00:00,ETHUSDT,SHORT,1,ARCA,481.46,0.013
2018-07-25 02:29:00+00:00,ETHUSDT,LONG,1,ARCA,478.56,0.013
2018-07-25 02:45:00+00:00,ETHUSDT,SHORT,1,ARCA,477.64,0.013
2018-07-25 03:18:00+00:00,ETHUSDT,LONG,1,ARCA,476.11,0.013
2018-07-25 03:56:00+00:00,ETHUSDT,SHORT,1,ARCA,478.79,0.013
2018-07-25 04:20:00+00:00,ETHUSDT,LONG,1,ARCA,479.88,0.013
