EMVStrategy_30_26_5,tickers,['ETHUSDT'],initial equity,500.0,frequency,1 min
Start date,2018-07-25 00:00:00+00:00,End date,2018-07-25 04:20:00+00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-07-25 00:30:00+00:00,ETHUSDT,LONG,1,ARCA,484.42,0.013
2018-07-25 00:56:00+00:00,ETHUSDT,SHORT,1,ARCA,479.97,0.013
2018-07-25 01:32:00+00:00,ETHUSDT,LONG,1,ARCA,480.45,0.013
2018-07-25 02:14:00+00:00,ETHUSDT,SHORT,1,ARCA,478.88,0.013
2018-07-25 02:58:00+00:00,ETHUSDT,LONG,1,ARCA,478.0,0.013
2018-07-25 03:27:00+00:00,ETHUSDT,SHORT,1,ARCA,476.51,0.013
2018-07-25 03:36:00+00:00,ETHUSDT,LONG,1,ARCA,476.62,0.013
2018-07-25 04:17:00+00:00,ETHUSDT,SHORT,1,ARCA,479.43,0.013
