MACDStrategy_10_72,tickers,['ETHUSD'],initial equity,100000.0,frequency,60 min
Start date,2017-01-01 00:00:00,End date,2018-09-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2017-07-02 17:00:00,ETHUSD,LONG,100,ARCA,271.27,27.127
2017-07-04 22:00:00,ETHUSD,SHORT,100,ARCA,265.0,26.5
2017-07-12 20:00:00,ETHUSD,LONG,100,ARCA,212.81,21.281000000000002
2017-07-13 21:00:00,ETHUSD,SHORT,100,ARCA,199.72,19.972
2017-07-17 20:00:00,ETHUSD,LONG,100,ARCA,181.35,18.135
2017-07-21 21:00:00,ETHUSD,SHORT,100,ARCA,212.87,21.287000000000003
2017-07-22 07:00:00,ETHUSD,LONG,100,ARCA,226.22,22.622
2017-07-23 12:00:00,ETHUSD,SHORT,100,ARCA,226.54,22.654
2017-07-23 17:00:00,ETHUSD,LONG,100,ARCA,231.08,23.108000000000004
2017-07-24 22:00:00,ETHUSD,SHORT,100,ARCA,226.81,22.681
2017-07-28 05:00:00,ETHUSD,LONG,100,ARCA,202.69,20.269000000000002
2017-07-28 10:00:00,ETHUSD,SHORT,100,ARCA,197.0,19.700000000000003
2017-07-30 01:00:00,ETHUSD,LONG,100,ARCA,202.67,20.267
2017-08-04 17:00:00,ETHUSD,SHORT,100,ARCA,220.99,22.099000000000004
2017-08-04 18:00:00,ETHUSD,LONG,100,ARCA,264.65,26.465
2017-08-13 04:00:00,ETHUSD,SHORT,100,ARCA,297.75,29.775000000000002
2017-08-16 16:00:00,ETHUSD,LONG,100,ARCA,303.45,30.345
2017-08-18 20:00:00,ETHUSD,SHORT,100,ARCA,290.03,29.003
2017-08-20 20:00:00,ETHUSD,LONG,100,ARCA,294.45,29.445
2017-08-22 12:00:00,ETHUSD,SHORT,100,ARCA,310.0,31.0
2017-08-22 14:00:00,ETHUSD,LONG,100,ARCA,306.9,30.689999999999998
2017-08-22 15:00:00,ETHUSD,SHORT,100,ARCA,307.4,30.74
2017-08-22 16:00:00,ETHUSD,LONG,100,ARCA,315.8,31.580000000000002
2017-08-24 03:00:00,ETHUSD,SHORT,100,ARCA,316.11,31.611000000000004
2017-08-24 08:00:00,ETHUSD,LONG,100,ARCA,322.0,32.2
2017-09-02 05:00:00,ETHUSD,SHORT,100,ARCA,355.78,35.577999999999996
2017-09-06 02:00:00,ETHUSD,LONG,100,ARCA,328.1,32.81
2017-09-08 14:00:00,ETHUSD,SHORT,100,ARCA,304.11,30.411
2017-09-11 18:00:00,ETHUSD,LONG,100,ARCA,298.84,29.884
2017-09-12 23:00:00,ETHUSD,SHORT,100,ARCA,293.85,29.385000000000005
2017-09-16 00:00:00,ETHUSD,LONG,100,ARCA,259.05,25.905
2017-09-16 18:00:00,ETHUSD,SHORT,100,ARCA,256.91,25.691000000000003
2017-09-16 20:00:00,ETHUSD,LONG,100,ARCA,253.4,25.340000000000003
2017-09-21 02:00:00,ETHUSD,SHORT,100,ARCA,283.21,28.320999999999998
2017-09-23 12:00:00,ETHUSD,LONG,100,ARCA,279.08,27.908
2017-09-29 04:00:00,ETHUSD,SHORT,100,ARCA,286.68,28.668000000000003
2017-09-30 10:00:00,ETHUSD,LONG,100,ARCA,305.57,30.557000000000002
2017-10-02 16:00:00,ETHUSD,SHORT,100,ARCA,296.76,29.676000000000002
2017-10-05 18:00:00,ETHUSD,LONG,100,ARCA,295.5,29.55
2017-10-09 06:00:00,ETHUSD,SHORT,100,ARCA,305.01,30.501
2017-10-11 22:00:00,ETHUSD,LONG,100,ARCA,302.43,30.243000000000002
2017-10-15 14:00:00,ETHUSD,SHORT,100,ARCA,330.8,33.080000000000005
2017-10-16 04:00:00,ETHUSD,LONG,100,ARCA,342.8,34.28
2017-10-16 21:00:00,ETHUSD,SHORT,100,ARCA,337.0,33.7
2017-10-20 19:00:00,ETHUSD,LONG,100,ARCA,306.1,30.610000000000003
2017-10-21 00:00:00,ETHUSD,SHORT,100,ARCA,301.63,30.163
2017-10-24 05:00:00,ETHUSD,LONG,100,ARCA,308.65,30.865
2017-10-26 15:00:00,ETHUSD,SHORT,100,ARCA,296.8,29.680000000000003
2017-10-29 09:00:00,ETHUSD,LONG,100,ARCA,296.27,29.627
2017-11-01 00:00:00,ETHUSD,SHORT,100,ARCA,302.72,30.272000000000006
2017-11-03 14:00:00,ETHUSD,LONG,100,ARCA,297.58,29.758
2017-11-05 19:00:00,ETHUSD,SHORT,100,ARCA,295.28,29.528
2017-11-06 15:00:00,ETHUSD,LONG,100,ARCA,303.87,30.387
2017-11-07 14:00:00,ETHUSD,SHORT,100,ARCA,288.0,28.8
2017-11-08 11:00:00,ETHUSD,LONG,100,ARCA,298.31,29.831000000000003
2017-11-10 18:00:00,ETHUSD,SHORT,100,ARCA,289.93,28.993000000000002
2017-11-11 23:00:00,ETHUSD,LONG,100,ARCA,313.07,31.307000000000002
2017-11-12 06:00:00,ETHUSD,SHORT,100,ARCA,300.07,30.007
2017-11-12 21:00:00,ETHUSD,LONG,100,ARCA,308.53,30.852999999999998
2017-11-17 12:00:00,ETHUSD,SHORT,100,ARCA,329.81,32.981
2017-11-17 16:00:00,ETHUSD,LONG,100,ARCA,332.0,33.2
2017-11-18 04:00:00,ETHUSD,SHORT,100,ARCA,328.43,32.843
2017-11-18 11:00:00,ETHUSD,LONG,100,ARCA,333.04,33.304
2017-11-28 17:00:00,ETHUSD,SHORT,100,ARCA,463.92,46.392
2017-11-29 03:00:00,ETHUSD,LONG,100,ARCA,472.0,47.2
2017-11-29 06:00:00,ETHUSD,SHORT,100,ARCA,459.14,45.914
2017-11-29 11:00:00,ETHUSD,LONG,100,ARCA,477.61,47.761
2017-11-29 21:00:00,ETHUSD,SHORT,100,ARCA,435.06,43.506
2017-12-01 19:00:00,ETHUSD,LONG,100,ARCA,454.83,45.483000000000004
2017-12-04 13:00:00,ETHUSD,SHORT,100,ARCA,456.81,45.681000000000004
2017-12-05 08:00:00,ETHUSD,LONG,100,ARCA,466.78,46.678
2017-12-05 09:00:00,ETHUSD,SHORT,100,ARCA,462.39,46.239000000000004
2017-12-08 15:00:00,ETHUSD,LONG,100,ARCA,437.01,43.701
