RSIStrategy_2_77_34,tickers,['BTCUSDT'],initial equity,1,frequency,60 min,,
,,,,,,,,
Start date,2018/4/1 0:00,End date,2018/9/1 0:00,,,,,
,,,,,,,,
timestamp,ticker,action,quantity,exchange,price,commission,,
,,,,,,,,
2018/4/8 5:00,BTCUSDT,LONG,0.000146305,Binance,6952,0.00101813,,
,,,,,,,,
2018/4/8 8:00,BTCUSDT,SHORT,0.000146305,Binance,6962.98,0.001018719,,
,,,,,,,,
2018/4/8 13:00,BTCUSDT,LONG,0.000144006,Binance,7060.01,0.0010177,,
,,,,,,,,
2018/4/8 18:00,BTCUSDT,SHORT,0.000144006,Binance,6999.99,0.001008039,,
,,,,,,,,
2018/4/8 19:00,BTCUSDT,LONG,0.000143832,Binance,6994.42,0.001007031,,
,,,,,,,,
2018/4/8 22:00,BTCUSDT,SHORT,0.000143832,Binance,7027,0.00101071,,
,,,,,,,,
2018/4/9 5:00,BTCUSDT,LONG,0.000141791,Binance,7113.94,0.001009699,,
,,,,,,,,
2018/4/9 7:00,BTCUSDT,SHORT,0.000141791,Binance,7125,0.001010258,,
,,,,,,,,
2018/4/9 9:00,BTCUSDT,LONG,0.000142487,Binance,7076,0.001009248,,
,,,,,,,,
2018/4/9 15:00,BTCUSDT,SHORT,0.000142487,Binance,6738.98,0.000960217,,
,,,,,,,,
2018/4/9 18:00,BTCUSDT,LONG,0.00014197,Binance,6750.01,0.000959257,,
,,,,,,,,
2018/4/9 21:00,BTCUSDT,SHORT,0.00014197,Binance,6723.67,0.000954558,,
,,,,,,,,
2018/4/10 1:00,BTCUSDT,LONG,0.00014134,Binance,6740.11,0.000953604,,
,,,,,,,,
2018/4/10 3:00,BTCUSDT,SHORT,0.00014134,Binance,6805.63,0.000961911,,
,,,,,,,,
2018/4/10 5:00,BTCUSDT,LONG,0.000142012,Binance,6759.92,0.000960949,,
,,,,,,,,
2018/4/10 8:00,BTCUSDT,SHORT,0.000142012,Binance,6733.11,0.000956181,,
,,,,,,,,
2018/4/10 11:00,BTCUSDT,LONG,0.000141688,Binance,6735,0.000955224,,
,,,,,,,,
2018/4/10 12:00,BTCUSDT,SHORT,0.000141688,Binance,6755.04,0.000957109,,
,,,,,,,,
2018/4/10 19:00,BTCUSDT,LONG,0.000139548,Binance,6844.93,0.000956152,,
,,,,,,,,
2018/4/10 21:00,BTCUSDT,SHORT,0.000139548,Binance,6860,0.000957298,,
,,,,,,,,
2018/4/10 22:00,BTCUSDT,LONG,0.000140651,Binance,6792.6,0.000956341,,
,,,,,,,,
2018/4/11 0:00,BTCUSDT,SHORT,0.000140651,Binance,6860.2,0.000964893,,
,,,,,,,,
2018/4/11 2:00,BTCUSDT,LONG,0.00014062,Binance,6847.99,0.000963928,,
,,,,,,,,
2018/4/11 7:00,BTCUSDT,SHORT,0.00014062,Binance,6846.89,0.000962809,,
,,,,,,,,
2018/4/11 10:00,BTCUSDT,LONG,0.000140892,Binance,6820.03,0.000961846,,
,,,,,,,,
2018/4/11 12:00,BTCUSDT,SHORT,0.000140892,Binance,6855,0.000965812,,
,,,,,,,,
2018/4/11 15:00,BTCUSDT,LONG,0.000139147,Binance,6927.06,0.000964846,,
,,,,,,,,
2018/4/11 22:00,BTCUSDT,SHORT,0.000139147,Binance,6931,0.000964429,,
,,,,,,,,
2018/4/12 1:00,BTCUSDT,LONG,0.000138689,Binance,6939.99,0.000963465,,
,,,,,,,,
2018/4/12 2:00,BTCUSDT,SHORT,0.000138689,Binance,6964,0.000965831,,
,,,,,,,,
2018/4/12 5:00,BTCUSDT,LONG,0.000138891,Binance,6940,0.000964865,,
,,,,,,,,
2018/4/12 8:00,BTCUSDT,SHORT,0.000138891,Binance,6843,0.000950428,,
,,,,,,,,
2018/4/12 13:00,BTCUSDT,LONG,0.000123455,Binance,7683.18,0.000949478,,
,,,,,,,,
2018/4/12 17:00,BTCUSDT,SHORT,0.000123455,Binance,7688.05,0.000949129,,
,,,,,,,,
2018/4/13 1:00,BTCUSDT,LONG,0.000121546,Binance,7793.22,0.00094818,,
,,,,,,,,
2018/4/13 7:00,BTCUSDT,SHORT,0.000121546,Binance,8093.01,0.00098367,,
,,,,,,,,
2018/4/13 10:00,BTCUSDT,LONG,0.000121768,Binance,8062.09,0.000982687,,
,,,,,,,,
2018/4/13 11:00,BTCUSDT,SHORT,0.000121768,Binance,8091,0.000985224,,
,,,,,,,,
2018/4/13 14:00,BTCUSDT,LONG,0.000121404,Binance,8099,0.000984239,,
,,,,,,,,
2018/4/13 15:00,BTCUSDT,SHORT,0.000121404,Binance,8125,0.000986411,,
,,,,,,,,
2018/4/13 17:00,BTCUSDT,LONG,0.000121314,Binance,8114.79,0.000985425,,
,,,,,,,,
2018/4/14 1:00,BTCUSDT,SHORT,0.000121314,Binance,8065.24,0.000978428,,
,,,,,,,,
2018/4/14 3:00,BTCUSDT,LONG,0.000121381,Binance,8044.66,0.00097745,,
,,,,,,,,
2018/4/14 6:00,BTCUSDT,SHORT,0.000121381,Binance,8018,0.000973236,,
,,,,,,,,
2018/4/14 9:00,BTCUSDT,LONG,0.000120807,Binance,8040,0.000972263,,
,,,,,,,,
2018/4/14 14:00,BTCUSDT,SHORT,0.000120807,Binance,7975.01,0.00096344,,
,,,,,,,,
2018/4/14 15:00,BTCUSDT,LONG,0.000120869,Binance,7955.01,0.000962476,,
,,,,,,,,
2018/4/14 19:00,BTCUSDT,SHORT,0.000120869,Binance,8022,0.000969611,,
,,,,,,,,
2018/4/14 22:00,BTCUSDT,LONG,0.000120055,Binance,8060.22,0.000968641,,
,,,,,,,,
2018/4/15 1:00,BTCUSDT,SHORT,0.000120055,Binance,8113.02,0.000974011,,
,,,,,,,,
2018/4/15 3:00,BTCUSDT,LONG,0.000120246,Binance,8083.99,0.000973037,,
,,,,,,,,
2018/4/15 5:00,BTCUSDT,SHORT,0.000120246,Binance,8128,0.000977356,,
,,,,,,,,
2018/4/15 7:00,BTCUSDT,LONG,0.000120793,Binance,8074.99,0.000976379,,
,,,,,,,,
2018/4/15 9:00,BTCUSDT,SHORT,0.000120793,Binance,8116.23,0.000980384,,
,,,,,,,,
2018/4/15 10:00,BTCUSDT,LONG,0.000120536,Binance,8117.29,0.000979404,,
,,,,,,,,
2018/4/15 11:00,BTCUSDT,SHORT,0.000120536,Binance,8330,0.001004063,,
,,,,,,,,
2018/4/15 14:00,BTCUSDT,LONG,0.000120184,Binance,8337.71,0.001003059,,
,,,,,,,,
2018/4/15 17:00,BTCUSDT,SHORT,0.000120184,Binance,8299.99,0.000997523,,
,,,,,,,,
2018/4/15 20:00,BTCUSDT,LONG,0.000120044,Binance,8293,0.000996526,,
,,,,,,,,
2018/4/15 22:00,BTCUSDT,SHORT,0.000120044,Binance,8350,0.001002372,,
,,,,,,,,
2018/4/16 1:00,BTCUSDT,LONG,0.000120217,Binance,8321.37,0.001001369,,
,,,,,,,,
2018/4/16 7:00,BTCUSDT,SHORT,0.000120217,Binance,8110,0.000974958,,
,,,,,,,,
2018/4/16 10:00,BTCUSDT,LONG,0.000120505,Binance,8074.44,0.000973983,,
,,,,,,,,
2018/4/16 14:00,BTCUSDT,SHORT,0.000120505,Binance,7973.98,0.000960903,,
,,,,,,,,
2018/4/16 16:00,BTCUSDT,LONG,0.000120519,Binance,7957.07,0.000959942,,
,,,,,,,,
2018/4/16 17:00,BTCUSDT,SHORT,0.000120519,Binance,8031.02,0.000967894,,
,,,,,,,,
2018/4/16 19:00,BTCUSDT,LONG,0.000120987,Binance,7983.99,0.000966926,,
,,,,,,,,
2018/4/16 21:00,BTCUSDT,SHORT,0.000120987,Binance,8018.98,0.000970193,,
,,,,,,,,
2018/4/17 1:00,BTCUSDT,LONG,0.000120415,Binance,8041,0.000969223,,
,,,,,,,,
2018/4/17 7:00,BTCUSDT,SHORT,0.000120415,Binance,8138.6,0.000980006,,
,,,,,,,,
2018/4/17 10:00,BTCUSDT,LONG,0.000120936,Binance,8087.3,0.000979026,,
,,,,,,,,
2018/4/17 21:00,BTCUSDT,SHORT,0.000120936,Binance,7915.96,0.000957326,,
,,,,,,,,
2018/4/17 22:00,BTCUSDT,LONG,0.000120672,Binance,7917.43,0.000956368,,
,,,,,,,,
2018/4/18 1:00,BTCUSDT,SHORT,0.000120672,Binance,7952.42,0.000959634,,
,,,,,,,,
2018/4/18 5:00,BTCUSDT,LONG,0.000120787,Binance,7928.99,0.000958675,,
,,,,,,,,
2018/4/18 6:00,BTCUSDT,SHORT,0.000120787,Binance,8125,0.000981391,,
,,,,,,,,
2018/4/18 8:00,BTCUSDT,LONG,0.000121127,Binance,8086,0.00098041,,
,,,,,,,,
2018/4/18 10:00,BTCUSDT,SHORT,0.000121127,Binance,8095.01,0.000980521,,
,,,,,,,,
2018/4/18 13:00,BTCUSDT,LONG,0.000120871,Binance,8095.89,0.00097954,,
,,,,,,,,
2018/4/18 16:00,BTCUSDT,SHORT,0.000120871,Binance,8111.01,0.000980388,,
,,,,,,,,
2018/4/18 22:00,BTCUSDT,LONG,0.000119979,Binance,8155.01,0.000979408,,
,,,,,,,,
2018/4/19 2:00,BTCUSDT,SHORT,0.000119979,Binance,8220.01,0.000986227,,
,,,,,,,,
2018/4/19 4:00,BTCUSDT,LONG,0.000120281,Binance,8183,0.000985241,,
,,,,,,,,
2018/4/19 9:00,BTCUSDT,SHORT,0.000120281,Binance,8231,0.000990029,,
,,,,,,,,
2018/4/19 11:00,BTCUSDT,LONG,0.000120391,Binance,8207.01,0.000989039,,
,,,,,,,,
2018/4/19 13:00,BTCUSDT,SHORT,0.000120391,Binance,8234.84,0.000991401,,
,,,,,,,,
2018/4/19 14:00,BTCUSDT,LONG,0.000120221,Binance,8229.97,0.000990409,,
,,,,,,,,
2018/4/19 16:00,BTCUSDT,SHORT,0.000120221,Binance,8244.99,0.000991225,,
,,,,,,,,
2018/4/19 20:00,BTCUSDT,LONG,0.000120248,Binance,8226.7,0.000990233,,
,,,,,,,,
2018/4/20 0:00,BTCUSDT,SHORT,0.000120248,Binance,8350.56,0.001004137,,
,,,,,,,,
2018/4/20 2:00,BTCUSDT,LONG,0.000120378,Binance,8324.89,0.001003133,,
,,,,,,,,
2018/4/20 6:00,BTCUSDT,SHORT,0.000120378,Binance,8309.89,0.001000324,,
,,,,,,,,
2018/4/20 8:00,BTCUSDT,LONG,0.000120366,Binance,8294.1,0.000999324,,
,,,,,,,,
2018/4/20 10:00,BTCUSDT,SHORT,0.000120366,Binance,8488.01,0.001021665,,
,,,,,,,,
2018/4/20 13:00,BTCUSDT,LONG,0.00011997,Binance,8499,0.001020643,,
,,,,,,,,
2018/4/20 17:00,BTCUSDT,SHORT,0.00011997,Binance,8505,0.001020342,,
,,,,,,,,
2018/4/20 18:00,BTCUSDT,LONG,0.00011973,Binance,8505.01,0.001019322,,
,,,,,,,,
2018/4/20 19:00,BTCUSDT,SHORT,0.00011973,Binance,8518,0.001019858,,
,,,,,,,,
2018/4/20 21:00,BTCUSDT,LONG,0.00011963,Binance,8508.04,0.001018838,,
,,,,,,,,
2018/4/20 22:00,BTCUSDT,SHORT,0.00011963,Binance,8830,0.001056335,,
,,,,,,,,
2018/4/21 1:00,BTCUSDT,LONG,0.000119526,Binance,8820,0.001055279,,
,,,,,,,,
2018/4/21 2:00,BTCUSDT,SHORT,0.000119526,Binance,8849.46,0.001057745,,
,,,,,,,,
2018/4/21 8:00,BTCUSDT,LONG,0.000120094,Binance,8790.07,0.001056687,,
,,,,,,,,
2018/4/21 12:00,BTCUSDT,SHORT,0.000120094,Binance,8755.01,0.00105142,,
,,,,,,,,
2018/4/21 14:00,BTCUSDT,LONG,0.000120024,Binance,8742.55,0.001050368,,
,,,,,,,,
2018/4/21 15:00,BTCUSDT,SHORT,0.000120024,Binance,8829.54,0.001059759,,
,,,,,,,,
2018/4/21 17:00,BTCUSDT,LONG,0.000120735,Binance,8760,0.001058699,,
,,,,,,,,
2018/4/21 18:00,BTCUSDT,SHORT,0.000120735,Binance,8779.97,0.001060052,,
,,,,,,,,
2018/4/21 20:00,BTCUSDT,LONG,0.0001207,Binance,8765,0.001058992,,
,,,,,,,,
2018/4/21 22:00,BTCUSDT,SHORT,0.0001207,Binance,8806.29,0.001062916,,
,,,,,,,,
2018/4/22 1:00,BTCUSDT,LONG,0.000120326,Binance,8815.99,0.001061853,,
,,,,,,,,
2018/4/22 2:00,BTCUSDT,SHORT,0.000120326,Binance,8852.05,0.00106513,,
,,,,,,,,
2018/4/22 12:00,BTCUSDT,LONG,0.000120059,Binance,8853.97,0.001064065,,
,,,,,,,,
2018/4/22 14:00,BTCUSDT,SHORT,0.000120059,Binance,8961.9,0.001075959,,
,,,,,,,,
2018/4/22 16:00,BTCUSDT,LONG,0.000120383,Binance,8919.95,0.001074883,,
,,,,,,,,
2018/4/22 18:00,BTCUSDT,SHORT,0.000120383,Binance,8948.8,0.001077281,,
,,,,,,,,
2018/4/22 19:00,BTCUSDT,LONG,0.000121059,Binance,8881,0.001076204,,
,,,,,,,,
2018/4/22 21:00,BTCUSDT,SHORT,0.000121059,Binance,8920.02,0.001079852,,
,,,,,,,,
2018/4/22 22:00,BTCUSDT,LONG,0.000121801,Binance,8848,0.001078772,,
,,,,,,,,
2018/4/23 1:00,BTCUSDT,SHORT,0.000121801,Binance,8853.24,0.001078331,,
,,,,,,,,
2018/4/23 9:00,BTCUSDT,LONG,0.000120851,Binance,8905,0.001077253,,
,,,,,,,,
2018/4/23 12:00,BTCUSDT,SHORT,0.000120851,Binance,8940.74,0.001080495,,
,,,,,,,,
2018/4/23 14:00,BTCUSDT,LONG,0.000120903,Binance,8919,0.001079414,,
,,,,,,,,
2018/4/23 21:00,BTCUSDT,SHORT,0.000120903,Binance,8922,0.001078698,,
,,,,,,,,
2018/4/23 22:00,BTCUSDT,LONG,0.000120688,Binance,8920.02,0.001077619,,
,,,,,,,,
2018/4/23 23:00,BTCUSDT,SHORT,0.000120688,Binance,8934.01,0.00107823,,
,,,,,,,,
2018/4/24 6:00,BTCUSDT,LONG,0.000116618,Binance,9227.37,0.001077152,,
,,,,,,,,
2018/4/24 9:00,BTCUSDT,SHORT,0.000116618,Binance,9285,0.001082795,,
,,,,,,,,
2018/4/24 14:00,BTCUSDT,LONG,0.000116326,Binance,9289.69,0.001081712,,
,,,,,,,,
2018/4/24 15:00,BTCUSDT,SHORT,0.000116326,Binance,9347,0.001087297,,
,,,,,,,,
2018/4/25 3:00,BTCUSDT,LONG,0.000116081,Binance,9347.99,0.00108621,,
,,,,,,,,
2018/4/25 6:00,BTCUSDT,SHORT,0.000116081,Binance,9415.06,0.001092909,,
,,,,,,,,
2018/4/25 8:00,BTCUSDT,LONG,0.00011751,Binance,9281.98,0.001091816,,
,,,,,,,,
2018/4/25 20:00,BTCUSDT,SHORT,0.00011751,Binance,9083,0.001067342,,
,,,,,,,,
2018/4/25 22:00,BTCUSDT,LONG,0.000118951,Binance,8955,0.001066275,,
,,,,,,,,
2018/4/26 5:00,BTCUSDT,SHORT,0.000118951,Binance,8914.94,0.001060444,,
,,,,,,,,
2018/4/26 6:00,BTCUSDT,LONG,0.000119693,Binance,8842,0.001059383,,
,,,,,,,,
2018/4/26 10:00,BTCUSDT,SHORT,0.000119693,Binance,8845.02,0.001058685,,
,,,,,,,,
2018/4/26 14:00,BTCUSDT,LONG,0.000119657,Binance,8829.99,0.001057627,,
,,,,,,,,
2018/4/26 16:00,BTCUSDT,SHORT,0.000119657,Binance,8900.51,0.001065007,,
,,,,,,,,
2018/4/26 18:00,BTCUSDT,LONG,0.000120166,Binance,8845.09,0.001063942,,
,,,,,,,,
2018/4/26 20:00,BTCUSDT,SHORT,0.000120166,Binance,9123.99,0.001096392,,
,,,,,,,,
2018/4/27 3:00,BTCUSDT,LONG,0.000119676,Binance,9143.01,0.001095296,,
,,,,,,,,
2018/4/27 7:00,BTCUSDT,SHORT,0.000119676,Binance,9240.97,0.001105924,,
,,,,,,,,
2018/4/27 11:00,BTCUSDT,LONG,0.000118564,Binance,9309,0.001104818,,
,,,,,,,,
2018/4/27 17:00,BTCUSDT,SHORT,0.000118564,Binance,9290.1,0.001101473,,
,,,,,,,,
2018/4/27 18:00,BTCUSDT,LONG,0.000119086,Binance,9230.89,0.001100371,,
,,,,,,,,
2018/4/27 22:00,BTCUSDT,SHORT,0.000119086,Binance,9031,0.001075467,,
,,,,,,,,
2018/4/27 23:00,BTCUSDT,LONG,0.00012039,Binance,8915.36,0.001074391,,
,,,,,,,,
2018/4/28 1:00,BTCUSDT,SHORT,0.00012039,Binance,9126.81,0.001098773,,
,,,,,,,,
2018/4/28 7:00,BTCUSDT,LONG,0.000120157,Binance,9126.22,0.001097674,,
,,,,,,,,
2018/4/28 9:00,BTCUSDT,SHORT,0.000120157,Binance,9273,0.001114213,,
,,,,,,,,
2018/4/28 11:00,BTCUSDT,LONG,0.000120625,Binance,9218.57,0.001113099,,
,,,,,,,,
2018/4/28 13:00,BTCUSDT,SHORT,0.000120625,Binance,9387.99,0.001132422,,
,,,,,,,,
2018/4/28 14:00,BTCUSDT,LONG,0.000121379,Binance,9311.02,0.00113129,,
,,,,,,,,
2018/4/28 18:00,BTCUSDT,SHORT,0.000121379,Binance,9390.52,0.001139808,,
,,,,,,,,
2018/4/28 20:00,BTCUSDT,LONG,0.000121901,Binance,9331.58,0.001138668,,
,,,,,,,,
2018/4/28 23:00,BTCUSDT,SHORT,0.000121901,Binance,9348,0.001139531,,
,,,,,,,,
2018/4/29 4:00,BTCUSDT,LONG,0.000120151,Binance,9465.18,0.001138392,,
,,,,,,,,
2018/4/29 13:00,BTCUSDT,SHORT,0.000120151,Binance,9316,0.001119329,,
,,,,,,,,
2018/4/29 20:00,BTCUSDT,LONG,0.000119885,Binance,9317.99,0.00111821,,
,,,,,,,,
2018/4/29 21:00,BTCUSDT,SHORT,0.000119885,Binance,9335.1,0.001119143,,
,,,,,,,,
2018/4/30 1:00,BTCUSDT,LONG,0.00011863,Binance,9415,0.001118024,,
,,,,,,,,
2018/4/30 2:00,BTCUSDT,SHORT,0.00011863,Binance,9445.01,0.001120466,,
,,,,,,,,
2018/4/30 3:00,BTCUSDT,LONG,0.00012063,Binance,9269.85,0.001119345,,
,,,,,,,,
2018/4/30 5:00,BTCUSDT,SHORT,0.00012063,Binance,9350.8,0.001127991,,
,,,,,,,,
2018/4/30 7:00,BTCUSDT,LONG,0.000122071,Binance,9222.01,0.001126863,,
,,,,,,,,
2018/4/30 10:00,BTCUSDT,SHORT,0.000122071,Binance,9264.8,0.00113096,,
,,,,,,,,
2018/4/30 14:00,BTCUSDT,LONG,0.000121717,Binance,9273.11,0.001129829,,
,,,,,,,,
2018/4/30 15:00,BTCUSDT,SHORT,0.000121717,Binance,9318.06,0.00113417,,
,,,,,,,,
2018/4/30 20:00,BTCUSDT,LONG,0.000121959,Binance,9281,0.001133036,,
,,,,,,,,
2018/5/1 2:00,BTCUSDT,SHORT,0.000121959,Binance,9009.11,0.001098743,,
,,,,,,,,
2018/5/1 3:00,BTCUSDT,LONG,0.000122684,Binance,8938.01,0.001097645,,
,,,,,,,,
2018/5/1 7:00,BTCUSDT,SHORT,0.000122684,Binance,8973.71,0.001100927,,
,,,,,,,,
2018/5/1 10:00,BTCUSDT,LONG,0.000121554,Binance,9039,0.001099826,,
,,,,,,,,
2018/5/1 16:00,BTCUSDT,SHORT,0.000121554,Binance,8999.99,0.001093984,,
,,,,,,,,
2018/5/1 18:00,BTCUSDT,LONG,0.000121513,Binance,8985,0.00109289,,
,,,,,,,,
2018/5/1 20:00,BTCUSDT,SHORT,0.000121513,Binance,9028.99,0.001097143,,
,,,,,,,,
2018/5/2 1:00,BTCUSDT,LONG,0.000121227,Binance,9032.25,0.001096046,,
,,,,,,,,
2018/5/2 4:00,BTCUSDT,SHORT,0.000121227,Binance,9077.01,0.001100376,,
,,,,,,,,
2018/5/2 8:00,BTCUSDT,LONG,0.00012032,Binance,9127.1,0.001099275,,
,,,,,,,,
2018/5/2 10:00,BTCUSDT,SHORT,0.00012032,Binance,9156,0.001101653,,
,,,,,,,,
2018/5/2 12:00,BTCUSDT,LONG,0.000121018,Binance,9085.01,0.001100552,,
,,,,,,,,
2018/5/2 15:00,BTCUSDT,SHORT,0.000121018,Binance,9155,0.001107921,,
,,,,,,,,
2018/5/2 17:00,BTCUSDT,LONG,0.000121054,Binance,9134,0.001106813,,
,,,,,,,,
2018/5/2 20:00,BTCUSDT,SHORT,0.000121054,Binance,9190.88,0.001112592,,
,,,,,,,,
2018/5/3 0:00,BTCUSDT,LONG,0.000120561,Binance,9210.01,0.001111479,,
,,,,,,,,
2018/5/3 2:00,BTCUSDT,SHORT,0.000120561,Binance,9264.43,0.001116929,,
,,,,,,,,
2018/5/3 5:00,BTCUSDT,LONG,0.000121033,Binance,9209.82,0.001115812,,
,,,,,,,,
2018/5/3 7:00,BTCUSDT,SHORT,0.000121033,Binance,9249.86,0.001119542,,
,,,,,,,,
2018/5/3 9:00,BTCUSDT,LONG,0.000121336,Binance,9208.33,0.001118423,,
,,,,,,,,
2018/5/3 12:00,BTCUSDT,SHORT,0.000121336,Binance,9320,0.001130854,,
,,,,,,,,
2018/5/3 15:00,BTCUSDT,LONG,0.000119526,Binance,9442.28,0.001129723,,
,,,,,,,,
2018/5/3 16:00,BTCUSDT,SHORT,0.000119526,Binance,9613.12,0.001149013,,
,,,,,,,,
2018/5/3 19:00,BTCUSDT,LONG,0.000118634,Binance,9666.01,0.001147864,,
,,,,,,,,
2018/5/3 21:00,BTCUSDT,SHORT,0.000118634,Binance,9678,0.001148139,,
,,,,,,,,
2018/5/4 0:00,BTCUSDT,LONG,0.000119371,Binance,9599,0.00114699,,
,,,,,,,,
2018/5/4 2:00,BTCUSDT,SHORT,0.000119371,Binance,9649.12,0.001151826,,
,,,,,,,,
2018/5/4 3:00,BTCUSDT,LONG,0.000120044,Binance,9575.86,0.001150674,,
