MACDStrategy_13_47,tickers,['BTCUSDT'],initial equity,1.0,frequency,60 min
Start date,2017-04-01 00:00:00,End date,2018-04-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2017-10-28 11:00:00,BTCUSDT,LONG,0.00017587161196279058,Binance,5680.28,0.001
2017-10-28 12:00:00,BTCUSDT,SHORT,0.00017587161196279058,Binance,5689.99,0.0010007077133521588
2017-10-29 11:00:00,BTCUSDT,LONG,0.00017263828483694258,Binance,5784.97,0.0009997070056388065
2017-11-04 09:00:00,BTCUSDT,SHORT,0.00017263828483694258,Binance,7138.58,0.0012323922073713017
2017-11-04 14:00:00,BTCUSDT,LONG,0.00016857620982359687,Binance,7295.98,0.0012311598151639302
2017-11-06 06:00:00,BTCUSDT,SHORT,0.00016857620982359687,Binance,7299.0,0.0012304377555024334
2017-11-08 05:00:00,BTCUSDT,LONG,0.00016689110982244865,Binance,7357.96,0.0012292073177469312
2017-11-09 06:00:00,BTCUSDT,SHORT,0.00016689110982244865,Binance,7332.04,0.0012236522928625864
2017-11-09 07:00:00,BTCUSDT,LONG,0.000166262477713447,Binance,7345.05,0.0012224286405697238
2017-11-09 14:00:00,BTCUSDT,SHORT,0.000166262477713447,Binance,7159.04,0.0011902797284496756
2017-11-13 11:00:00,BTCUSDT,LONG,0.00018485786836525632,Binance,6426.02,0.001189089448721226
2017-11-18 05:00:00,BTCUSDT,SHORT,0.00018485786836525632,Binance,7658.01,0.0014156434045198166
2017-11-19 01:00:00,BTCUSDT,LONG,0.00018101483330525478,Binance,7804.96,0.0014142277611152968
2017-11-22 06:00:00,BTCUSDT,SHORT,0.00018101483330525478,Binance,8215.49,0.0014871255528709874
2017-11-22 10:00:00,BTCUSDT,LONG,0.00017861087643792207,Binance,8309.42,0.0014856384273181165
2017-11-23 01:00:00,BTCUSDT,SHORT,0.00017861087643792207,Binance,8160.0,0.001457464751733444
2017-11-24 15:00:00,BTCUSDT,LONG,0.00017935236654098618,Binance,8110.02,0.0014560072869817108
2017-11-30 03:00:00,BTCUSDT,SHORT,0.00017935236654098618,Binance,10404.98,0.0018661577868116304
2017-12-01 13:00:00,BTCUSDT,LONG,0.0001747178220440854,Binance,10659.63,0.001864291629024819
2017-12-04 20:00:00,BTCUSDT,SHORT,0.0001747178220440854,Binance,11305.22,0.001975223416129235
2017-12-05 02:00:00,BTCUSDT,LONG,0.00017109726920673432,Binance,11521.37,0.001973248192713106
2017-12-09 10:00:00,BTCUSDT,SHORT,0.00017109726920673432,Binance,14358.6,0.0024567172496318154
2017-12-10 20:00:00,BTCUSDT,LONG,0.00016114391458499217,Binance,15215.01,0.0024542605323821837
2017-12-12 22:00:00,BTCUSDT,SHORT,0.00016114391458499217,Binance,16539.01,0.002665160814760331
2017-12-14 17:00:00,BTCUSDT,LONG,0.00016295101717780694,Binance,16322.9,0.0026624956539455704
2017-12-18 03:00:00,BTCUSDT,SHORT,0.00016295101717780694,Binance,18570.03,0.00302600527752239
2017-12-23 13:00:00,BTCUSDT,LONG,0.00020928492080132498,Binance,14429.88,0.003022979272244868
2017-12-24 06:00:00,BTCUSDT,SHORT,0.00020928492080132498,Binance,13660.15,0.0028588634108842196
2017-12-25 10:00:00,BTCUSDT,LONG,0.00020775706453210574,Binance,13733.1,0.002856004547473335
2017-12-27 21:00:00,BTCUSDT,SHORT,0.00020775706453210574,Binance,15184.1,0.003154604043561947
2017-12-29 10:00:00,BTCUSDT,LONG,0.00022648485256705533,Binance,13900.7,0.003151449439518385
2017-12-30 04:00:00,BTCUSDT,SHORT,0.00022648485256705533,Binance,12958.02,0.0029347952492609544
2017-12-31 19:00:00,BTCUSDT,LONG,0.00021254677692840153,Binance,13780.16,0.0029318604540116934
2018-01-01 21:00:00,BTCUSDT,SHORT,0.00021254677692840153,Binance,13494.98,0.00286831450371324
2018-01-02 02:00:00,BTCUSDT,LONG,0.00021169802862152916,Binance,13522.0,0.0028654461892095267
2018-01-02 04:00:00,BTCUSDT,SHORT,0.00021169802862152916,Binance,13127.31,0.002779025648103686
2018-01-02 17:00:00,BTCUSDT,LONG,0.00020126780666423268,Binance,13780.0,0.0027762466224555823
2018-01-04 13:00:00,BTCUSDT,SHORT,0.00020126780666423268,Binance,14518.95,0.0029221972215676614
2018-01-05 03:00:00,BTCUSDT,LONG,0.0001948736148402443,Binance,14965.37,0.0029192750243460935
2018-01-07 13:00:00,BTCUSDT,SHORT,0.0001948736148402443,Binance,16386.0,0.0031931990527722435
2018-01-11 02:00:00,BTCUSDT,LONG,0.00022541866830953476,Binance,14137.32,0.0031900058537194715
2018-01-11 04:00:00,BTCUSDT,SHORT,0.00022541866830953476,Binance,13108.2,0.002954832987935044
2018-01-12 15:00:00,BTCUSDT,LONG,0.0002198756673637271,Binance,13411.79,0.0029518781549471088
2018-01-12 16:00:00,BTCUSDT,SHORT,0.0002198756673637271,Binance,13365.03,0.002938644890586234
2018-01-12 18:00:00,BTCUSDT,LONG,0.00021877743152133093,Binance,13405.27,0.0029357062456956476
2018-01-14 09:00:00,BTCUSDT,SHORT,0.00021877743152133093,Binance,13411.06,0.00293403726077846
2018-01-15 15:00:00,BTCUSDT,LONG,0.0002093045051643397,Binance,13990.01,0.0029311032235176814
2018-01-16 04:00:00,BTCUSDT,SHORT,0.0002093045051643397,Binance,12887.0,0.002697307158052846
2018-01-18 05:00:00,BTCUSDT,LONG,0.0002492290267488845,Binance,10800.97,0.002694609850894793
2018-01-21 11:00:00,BTCUSDT,SHORT,0.0002492290267488845,Binance,12194.18,0.0030391436134007124
2018-01-24 01:00:00,BTCUSDT,LONG,0.00028711743295703696,Binance,10563.86,0.0030361044697873123
2018-01-25 23:00:00,BTCUSDT,SHORT,0.00028711743295703696,Binance,11175.27,0.0032086148350017867
2018-01-26 02:00:00,BTCUSDT,LONG,0.00027648081626201155,Binance,11582.0,0.0032054062201667846
2018-01-26 09:00:00,BTCUSDT,SHORT,0.00027648081626201155,Binance,10490.0,0.002900283762588501
2018-01-27 09:00:00,BTCUSDT,LONG,0.0002566488823680694,Binance,11278.0,0.002897383478825913
2018-01-29 09:00:00,BTCUSDT,SHORT,0.0002566488823680694,Binance,11426.89,0.002932698547442868
2018-02-03 15:00:00,BTCUSDT,LONG,0.00031907076017077617,Binance,9173.0,0.0029297658488954253
2018-02-04 15:00:00,BTCUSDT,SHORT,0.00031907076017077617,Binance,8419.96,0.0026865630378075283
2018-02-06 23:00:00,BTCUSDT,LONG,0.0003503846764819973,Binance,7652.14,0.0026838764747697205
2018-02-10 20:00:00,BTCUSDT,SHORT,0.0003503846764819973,Binance,8170.98,0.00286298618384087
2018-02-12 05:00:00,BTCUSDT,LONG,0.00034075845758793036,Binance,8385.01,0.002860123197657029
2018-02-13 16:00:00,BTCUSDT,SHORT,0.00034075845758793036,Binance,8542.98,0.0029110926880045376
2018-02-14 07:00:00,BTCUSDT,LONG,0.0003275330026054987,Binance,8870.17,0.0029081815953165327
2018-02-18 15:00:00,BTCUSDT,SHORT,0.0003275330026054987,Binance,10633.73,0.0034828975157961692
2018-02-19 13:00:00,BTCUSDT,LONG,0.0003175794080872878,Binance,10945.09,0.0034794146182803728
2018-02-21 06:00:00,BTCUSDT,SHORT,0.0003175794080872878,Binance,11073.06,0.0035165758405150227
2018-02-23 22:00:00,BTCUSDT,LONG,0.0003462470457075436,Binance,10135.96,0.003513059264674508
2018-02-24 15:00:00,BTCUSDT,SHORT,0.0003462470457075436,Binance,9752.07,0.0033766254270331648
2018-02-26 11:00:00,BTCUSDT,LONG,0.00034685595402851783,Binance,9715.49,0.003373248801606131
2018-02-28 18:00:00,BTCUSDT,SHORT,0.00034685595402851783,Binance,10480.98,0.003635390317053815
2018-03-01 15:00:00,BTCUSDT,LONG,0.0003385390661388471,Binance,10717.0,0.003631754926736761
2018-03-04 12:00:00,BTCUSDT,SHORT,0.0003385390661388471,Binance,11221.0,0.0037987468611440037
2018-03-05 01:00:00,BTCUSDT,LONG,0.0003302685918780884,Binance,11479.0,0.00379494811428286
2018-03-06 07:00:00,BTCUSDT,SHORT,0.0003302685918780884,Binance,11270.0,0.0037221270304660563
2018-03-10 07:00:00,BTCUSDT,LONG,0.0003982540205107039,Binance,9327.43,0.0037184049034355905
2018-03-11 01:00:00,BTCUSDT,SHORT,0.0003982540205107039,Binance,8580.01,0.003417023478522045
2018-03-11 19:00:00,BTCUSDT,LONG,0.00035377022508145895,Binance,9639.57,0.0034136064550435224
2018-03-13 00:00:00,BTCUSDT,SHORT,0.00035377022508145895,Binance,9244.0,0.0032702519606530064
2018-03-16 13:00:00,BTCUSDT,LONG,0.00038651287624155153,Binance,8444.0,0.0032669817086923535
2018-03-17 10:00:00,BTCUSDT,SHORT,0.00038651287624155153,Binance,8230.47,0.0031811826325198024
2018-03-19 03:00:00,BTCUSDT,LONG,0.0003886309573629642,Binance,8169.25,0.0031780014498872826
2018-03-22 13:00:00,BTCUSDT,SHORT,0.0003886309573629642,Binance,8588.15,0.0033376209564767406
2018-03-24 01:00:00,BTCUSDT,LONG,0.0003777447073748943,Binance,8817.99,0.0033342833355202643
2018-03-25 04:00:00,BTCUSDT,SHORT,0.0003777447073748943,Binance,8524.59,0.00322011875504095
2018-03-28 17:00:00,BTCUSDT,LONG,0.0004049503260021274,Binance,7935.99,0.003216898636285909
2018-03-29 01:00:00,BTCUSDT,SHORT,0.0004049503260021274,Binance,7885.87,0.0031933856273103967
2018-03-31 15:00:00,BTCUSDT,LONG,0.0004510985239082635,Binance,7064.98,0.003190192241683086
