MACDStrategy_16_42,tickers,['BTCUSDT'],initial equity,1.0,frequency,60 min
Start date,2018-04-01 00:00:00,End date,2018-09-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-04-02 05:00:00,BTCUSDT,LONG,0.00014495066744051074,Binance,6892.0,0.001
2018-04-04 13:00:00,BTCUSDT,SHORT,0.00014495066744051074,Binance,7071.0,0.0010249461694718514
2018-04-07 07:00:00,BTCUSDT,LONG,0.0001490217628697622,Binance,6864.08,0.0010239212233023795
2018-04-09 15:00:00,BTCUSDT,SHORT,0.0001490217628697622,Binance,6738.98,0.00100425467954407
2018-04-10 23:00:00,BTCUSDT,LONG,0.0001464438659886412,Binance,6843.9,0.001003250424864526
2018-04-14 18:00:00,BTCUSDT,SHORT,0.0001464438659886412,Binance,8028.0,0.0011756513561568117
2018-04-15 04:00:00,BTCUSDT,LONG,0.00014456448090228622,Binance,8116.11,0.0011744757048006548
2018-04-16 12:00:00,BTCUSDT,SHORT,0.00014456448090228622,Binance,7935.37,0.0011471726448175749
2018-04-17 16:00:00,BTCUSDT,LONG,0.00014099483211234772,Binance,8120.01,0.0011460254721727574
2018-04-18 00:00:00,BTCUSDT,SHORT,0.00014099483211234772,Binance,7926.31,0.0011175687477204231
2018-04-18 17:00:00,BTCUSDT,LONG,0.00013771604778408278,Binance,8098.8,0.0011164511789727026
2018-04-23 13:00:00,BTCUSDT,SHORT,0.00013771604778408278,Binance,8929.0,0.001229666590664075
2018-04-23 14:00:00,BTCUSDT,LONG,0.0001375948522423296,Binance,8919.0,0.001228436924073411
2018-04-25 15:00:00,BTCUSDT,SHORT,0.0001375948522423296,Binance,8972.09,0.001234513397854883
2018-04-27 01:00:00,BTCUSDT,LONG,0.00013319455150368823,Binance,9249.97,0.0012332788844570282
2018-04-28 06:00:00,BTCUSDT,SHORT,0.00013319455150368823,Binance,9163.03,0.0012204656712648406
2018-04-28 15:00:00,BTCUSDT,LONG,0.00013013097867392971,Binance,9360.0,0.0012192452055935757
2018-04-29 21:00:00,BTCUSDT,SHORT,0.00013013097867392971,Binance,9335.1,0.0012147856990190014
2018-05-02 10:00:00,BTCUSDT,LONG,0.0001324112431636809,Binance,9156.0,0.0012135709133199823
2018-05-06 09:00:00,BTCUSDT,SHORT,0.0001324112431636809,Binance,9605.0,0.0012718099905871549
2018-05-09 20:00:00,BTCUSDT,LONG,0.00013692222347769212,Binance,9269.99,0.001270538180596568
2018-05-10 23:00:00,BTCUSDT,SHORT,0.00013692222347769212,Binance,9002.2,0.0012326012401908803
2018-05-13 10:00:00,BTCUSDT,LONG,0.00014406104582641278,Binance,8539.0,0.0012313686389506893
2018-05-14 12:00:00,BTCUSDT,SHORT,0.00014406104582641278,Binance,8420.01,0.001212995446468854
2018-05-14 20:00:00,BTCUSDT,LONG,0.00013748673124035918,Binance,8805.0,0.0012117824510223852
2018-05-15 22:00:00,BTCUSDT,SHORT,0.00013748673124035918,Binance,8451.95,0.0011620309781069538
2018-05-17 11:00:00,BTCUSDT,LONG,0.0001397747226318152,Binance,8296.98,0.001160868947128847
2018-05-17 21:00:00,BTCUSDT,SHORT,0.0001397747226318152,Binance,8150.0,0.001139163989449294
2018-05-19 00:00:00,BTCUSDT,LONG,0.00013863424968287578,Binance,8200.62,0.0011380248254598446
2018-05-21 22:00:00,BTCUSDT,SHORT,0.00013863424968287578,Binance,8397.96,0.0011642448834668034
2018-05-25 08:00:00,BTCUSDT,LONG,0.00015615051692508854,Binance,7441.01,0.0011630806385833365
2018-05-25 10:00:00,BTCUSDT,SHORT,0.00015615051692508854,Binance,7353.87,0.0011483106018999008
2018-05-26 16:00:00,BTCUSDT,LONG,0.00015230307233592125,Binance,7524.57,0.0011471622912980009
2018-05-27 03:00:00,BTCUSDT,SHORT,0.00015230307233592125,Binance,7297.95,0.0011115002067539365
2018-05-29 16:00:00,BTCUSDT,LONG,0.0001491813649212705,Binance,7435.77,0.0011103887065471827
2018-05-30 23:00:00,BTCUSDT,SHORT,0.0001491813649212705,Binance,7375.96,0.0011003557804046943
