MACDStrategy_13_47,tickers,['BTCUSDT'],initial equity,1.0,frequency,60 min
Start date,2018-04-01 00:00:00,End date,2018-09-01 00:00:00
timestamp,ticker,action,quantity,exchange,price,commission
2018-04-02 03:00:00,BTCUSDT,LONG,0.00014310844726618456,Binance,6980.72,0.001
2018-04-04 13:00:00,BTCUSDT,SHORT,0.00014310844726618456,Binance,7071.0,0.001011919830619191
2018-04-07 06:00:00,BTCUSDT,LONG,0.00014708066127186532,Binance,6866.28,0.0010109079107885719
2018-04-09 14:00:00,BTCUSDT,SHORT,0.00014708066127186532,Binance,6731.27,0.0009900396427994689
2018-04-11 01:00:00,BTCUSDT,LONG,0.00014445329730314514,Binance,6840.0,0.0009890496031566694
2018-04-14 21:00:00,BTCUSDT,SHORT,0.00014445329730314514,Binance,8058.47,0.0011640725627184761
2018-04-15 01:00:00,BTCUSDT,LONG,0.00014319520741543863,Binance,8113.02,0.0011629084901557576
2018-04-16 12:00:00,BTCUSDT,SHORT,0.00014319520741543863,Binance,7935.37,0.0011363069530682492
2018-04-17 18:00:00,BTCUSDT,LONG,0.00014273268859811255,Binance,7945.17,0.001135170646115181
2018-04-17 19:00:00,BTCUSDT,SHORT,0.00014273268859811255,Binance,7874.0,0.0011238771900215383
2018-04-18 13:00:00,BTCUSDT,LONG,0.00013854320643174318,Binance,8095.89,0.0011227533128315168
2018-04-25 15:00:00,BTCUSDT,SHORT,0.00013854320643174318,Binance,8972.09,0.0012430221169941788
2018-04-27 02:00:00,BTCUSDT,LONG,0.00013403259209207805,Binance,9255.49,0.0012417790948771846
2018-04-28 06:00:00,BTCUSDT,SHORT,0.00013403259209207805,Binance,9163.03,0.0012281446623174741
2018-04-28 11:00:00,BTCUSDT,LONG,0.00013295875619944326,Binance,9218.57,0.0012269165176551566
2018-04-30 07:00:00,BTCUSDT,SHORT,0.00013295875619944326,Binance,9222.01,0.001226146979258828
2018-05-02 11:00:00,BTCUSDT,LONG,0.00013344339094205538,Binance,9170.15,0.0012249208322795688
2018-05-06 10:00:00,BTCUSDT,SHORT,0.00013344339094205538,Binance,9610.0,0.0012823909869531522
2018-05-09 20:00:00,BTCUSDT,LONG,0.00013806136655705484,Binance,9269.99,0.0012811085959661991
2018-05-10 23:00:00,BTCUSDT,SHORT,0.00013806136655705484,Binance,9002.2,0.0012428560340199193
2018-05-13 12:00:00,BTCUSDT,LONG,0.00014470155085353164,Binance,8571.93,0.0012416131779858994
2018-05-14 11:00:00,BTCUSDT,SHORT,0.00014470155085353164,Binance,8415.01,0.001217664997447977
2018-05-14 17:00:00,BTCUSDT,LONG,0.0001389254455193428,Binance,8747.36,0.001216447332450529
2018-05-15 21:00:00,BTCUSDT,SHORT,0.0001389254455193428,Binance,8472.72,0.001177076400760646
2018-05-19 02:00:00,BTCUSDT,LONG,0.00014340778356996417,Binance,8191.49,0.0011758993243598857
2018-05-21 23:00:00,BTCUSDT,SHORT,0.00014340778356996417,Binance,8381.24,0.0012019350519679264
2018-05-26 15:00:00,BTCUSDT,LONG,0.0001590307518059072,Binance,7542.77,0.0012007331169159585
2018-05-27 01:00:00,BTCUSDT,SHORT,0.0001590307518059072,Binance,7277.62,0.0011573653799577062
2018-05-29 15:00:00,BTCUSDT,LONG,0.00015544675905529898,Binance,7430.53,0.0011562080145777484
2018-05-31 00:00:00,BTCUSDT,SHORT,0.00015544675905529898,Binance,7368.96,0.001145480949608136
2018-05-31 10:00:00,BTCUSDT,LONG,0.00015157866495045936,Binance,7541.9,0.0011443354686585278
2018-06-01 17:00:00,BTCUSDT,SHORT,0.00015157866495045936,Binance,7432.99,0.0011266827007901151
2018-06-02 07:00:00,BTCUSDT,LONG,0.00014715750059825095,Binance,7641.0,0.001125556018089325
2018-06-04 09:00:00,BTCUSDT,SHORT,0.00014715750059825095,Binance,7627.9,0.0011225026988133985
2018-06-05 22:00:00,BTCUSDT,LONG,0.0001466756592881158,Binance,7637.66,0.001121380196114585
2018-06-08 07:00:00,BTCUSDT,SHORT,0.0001466756592881158,Binance,7627.88,0.0011188243279706327
